"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
10548,"(8xi,9xi)-14-Hydroxybufa-3,5,20,22-tetraenolide",366.219482,"C24H30O3","C[C@]12CCC3C([C@]1(CC[C@@H]2c4ccc(=O)oc4)O)CC=C5[C@@]3(CCC=C5)C","InChI=1S/C24H30O3/c1-22-12-4-3-5-17(22)7-8-20-19(22)10-13-23(2)18(11-14-24(20,23)26)16-6-9-21(25)27-15-16/h3,5-7,9,15,18-20,26H,4,8,10-14H2,1-2H3/t18-,19?,20?,22+,23-,24+/m1/s1","KBOQXVVZFSWICE-BSKUUKNUSA-N"
27700,"N,N-Diethyl-2-{2-[2-(4-morpholinyl)ethyl]-1H-benzimidazol-1-yl}ethanaminium chloride",366.218628,"C19H31ClN4O","CC[NH+](CC)CCn1c2ccccc2nc1CCN3CCOCC3.[Cl-]","InChI=1S/C19H30N4O.ClH/c1-3-21(4-2)11-12-23-18-8-6-5-7-17(18)20-19(23)9-10-22-13-15-24-16-14-22;/h5-8H,3-4,9-16H2,1-2H3;1H","FCXGWYLCVNTPCA-UHFFFAOYSA-N"
62105,"Drospirenone",366.219482,"C24H30O3","C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C","InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3/t13-,14+,15-,16+,18+,20-,21+,22-,23+,24+/m1/s1","METQSPRSQINEEU-HXCATZOESA-N"
109454,"2-Hydroxy-3-(3,7,11-trimethyl-2,6,10-dodecatrien-1-yl)-4H-chromen-4-one",366.219482,"C24H30O3","CC(=CCCC(=CCCC(=CCc1c(=O)c2ccccc2oc1O)C)C)C","InChI=1S/C24H30O3/c1-17(2)9-7-10-18(3)11-8-12-19(4)15-16-21-23(25)20-13-5-6-14-22(20)27-24(21)26/h5-6,9,11,13-15,26H,7-8,10,12,16H2,1-4H3","PRSOPHSUKXJKIM-UHFFFAOYSA-N"
119137,"2,8-Bis(2-methoxybenzyl)cyclooctanone",366.219482,"C24H30O3","COc1ccccc1CC2CCCCCC(C2=O)Cc3ccccc3OC","InChI=1S/C24H30O3/c1-26-22-14-8-6-10-18(22)16-20-12-4-3-5-13-21(24(20)25)17-19-11-7-9-15-23(19)27-2/h6-11,14-15,20-21H,3-5,12-13,16-17H2,1-2H3","UJSZRDVLUWRAEJ-UHFFFAOYSA-N"
119150,"2,8-Bis(4-methoxybenzyl)cyclooctanone",366.219482,"C24H30O3","COc1ccc(cc1)CC2CCCCCC(C2=O)Cc3ccc(cc3)OC","InChI=1S/C24H30O3/c1-26-22-12-8-18(9-13-22)16-20-6-4-3-5-7-21(24(20)25)17-19-10-14-23(27-2)15-11-19/h8-15,20-21H,3-7,16-17H2,1-2H3","LGUFHDOHVKLLOZ-UHFFFAOYSA-N"
158296,"7-[(3,7,11-Trimethyl-2,6,10-dodecatrien-1-yl)oxy]-2H-chromen-2-one",366.219482,"C24H30O3","CC(=CCCC(=CCCC(=CCOc1ccc2ccc(=O)oc2c1)C)C)C","InChI=1S/C24H30O3/c1-18(2)7-5-8-19(3)9-6-10-20(4)15-16-26-22-13-11-21-12-14-24(25)27-23(21)17-22/h7,9,11-15,17H,5-6,8,10,16H2,1-4H3","GNMUGVNEWCZUAA-UHFFFAOYSA-N"
217131,"(4aS,4bS,6aS,11aS,11bR,13aS)-7-Hydroxy-4a,6a,9-trimethyl-3,4,4a,4b,5,6a,11,11a,11b,12,13,13a-dodecahydro-1H-indeno[2,1-a]phenanthrene-2,6-dione",366.219482,"C24H30O3","Cc1cc2c(c(c1)O)[C@@]3([C@@H](C2)[C@@H]4CC[C@H]5CC(=O)CC[C@@]5([C@H]4CC3=O)C)C","InChI=1S/C24H30O3/c1-13-8-14-10-19-17-5-4-15-11-16(25)6-7-23(15,2)18(17)12-21(27)24(19,3)22(14)20(26)9-13/h8-9,15,17-19,26H,4-7,10-12H2,1-3H3/t15-,17+,18-,19-,23-,24+/m0/s1","VZUZGWPYCWZJQF-BUHXIJPFSA-N"
280801,"3-Oxobufa-14,20,22-trienolide",366.219482,"C24H30O3","CC12CCC(=O)CC1CCC3C2CCC4(C3=CCC4c5ccc(=O)oc5)C","InChI=1S/C24H30O3/c1-23-11-9-17(25)13-16(23)4-5-18-20-7-6-19(15-3-8-22(26)27-14-15)24(20,2)12-10-21(18)23/h3,7-8,14,16,18-19,21H,4-6,9-13H2,1-2H3","VKYZAIOQMTVXEU-UHFFFAOYSA-N"
282223,"5,5'-{[(4-Methoxyphenyl)methylene]bis(oxymethylene)}bis(bicyclo[2.2.1]hept-2-ene)",366.219482,"C24H30O3","COc1ccc(cc1)C(OCC2CC3CC2C=C3)OCC4CC5CC4C=C5","InChI=1S/C24H30O3/c1-25-23-8-6-18(7-9-23)24(26-14-21-12-16-2-4-19(21)10-16)27-15-22-13-17-3-5-20(22)11-17/h2-9,16-17,19-22,24H,10-15H2,1H3","IETYYIJLWUYSNN-UHFFFAOYSA-N"
