"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
7337,"2-Morpholinothiobenzothiazole",252.039108,"C11H12N2OS2","c1ccc2c(c1)nc(s2)SN3CCOCC3","InChI=1S/C11H12N2OS2/c1-2-4-10-9(3-1)12-11(15-10)16-13-5-7-14-8-6-13/h1-4H,5-8H2","MHKLKWCYGIBEQF-UHFFFAOYSA-N"
26837,"Methyl 5-methyl-3-(5-nitro-2-furyl)-1,2-oxazole-4-carboxylate",252.038239,"C10H8N2O6","Cc1c(c(no1)c2ccc(o2)[N+](=O)[O-])C(=O)OC","InChI=1S/C10H8N2O6/c1-5-8(10(13)16-2)9(11-18-5)6-3-4-7(17-6)12(14)15/h3-4H,1-2H3","SOJCIQATCCRBTO-UHFFFAOYSA-N"
28582,"Ethyl 3-(5-nitro-2-furyl)-1,2-oxazole-4-carboxylate",252.038239,"C10H8N2O6","CCOC(=O)c1conc1c2ccc(o2)[N+](=O)[O-]","InChI=1S/C10H8N2O6/c1-2-16-10(13)6-5-17-11-9(6)7-3-4-8(18-7)12(14)15/h3-5H,2H2,1H3","WVCZVYZVQJYYBH-UHFFFAOYSA-N"
29309,"Methyl 3-methyl-5-(5-nitro-2-furyl)-1,2-oxazole-4-carboxylate",252.038239,"C10H8N2O6","Cc1c(c(on1)c2ccc(o2)[N+](=O)[O-])C(=O)OC","InChI=1S/C10H8N2O6/c1-5-8(10(13)16-2)9(18-11-5)6-3-4-7(17-6)12(14)15/h3-4H,1-2H3","SLMJEKPPUWWHLS-UHFFFAOYSA-N"
77808,"Ethyl(methyl)-lambda~2~-plumbane",252.0392,"C3H8Pb","CC[Pb]C","InChI=1S/C2H5.CH3.Pb/c1-2;;/h1H2,2H3;1H3;","JJTNLUJVRUPXSY-UHFFFAOYSA-N"
80848,"Orellanine",252.038239,"C10H8N2O6","c1cn(c(c(c1=O)O)c2c(c(=O)ccn2O)O)O","InChI=1S/C10H8N2O6/c13-5-1-3-11(17)7(9(5)15)8-10(16)6(14)2-4-12(8)18/h1-4,15-18H","JGRNMEQUBVRSQR-UHFFFAOYSA-N"
166156,"2,4-Dinitrophenyl methacrylate",252.038239,"C10H8N2O6","CC(=C)C(=O)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]","InChI=1S/C10H8N2O6/c1-6(2)10(13)18-9-4-3-7(11(14)15)5-8(9)12(16)17/h3-5H,1H2,2H3","JOZILYOMCYIYFH-UHFFFAOYSA-N"
167030,"2-methoxycarbonyl-1,4-dinitrocubane",252.038239,"C10H8N2O6","COC(=O)C12C3C4C1(C5C4C3(C25)[N+](=O)[O-])[N+](=O)[O-]","InChI=1S/C10H8N2O6/c1-18-7(13)8-5-3-2-4(10(3,8)12(16)17)6(8)9(2,5)11(14)15/h2-6H,1H3","CALZAILSGDZPNU-UHFFFAOYSA-N"
263646,"5-Methoxy-3-methyl-2,4-dinitro-1-benzofuran",252.038239,"C10H8N2O6","Cc1c2c(ccc(c2[N+](=O)[O-])OC)oc1[N+](=O)[O-]","InChI=1S/C10H8N2O6/c1-5-8-6(18-10(5)12(15)16)3-4-7(17-2)9(8)11(13)14/h3-4H,1-2H3","ZCUOQYCPHHPTAZ-UHFFFAOYSA-N"
282789,"S-(1H-Benzimidazol-2-ylmethyl) O-ethyl carbonodithioate",252.039108,"C11H12N2OS2","CCOC(=S)SCc1[nH]c2ccccc2n1","InChI=1S/C11H12N2OS2/c1-2-14-11(15)16-7-10-12-8-5-3-4-6-9(8)13-10/h3-6H,2,7H2,1H3,(H,12,13)","QTJIMKGSSLOREF-UHFFFAOYSA-N"
321667,"5,5-Dimethyl-4,5,7,8-tetrahydro-6H-thiochromeno[7,8-d][1,2,3]thiadiazol-6-one",252.039108,"C11H12N2OS2","CC1(Cc2c(snn2)C3=C1C(=O)CCS3)C","InChI=1S/C11H12N2OS2/c1-11(2)5-6-9(16-13-12-6)10-8(11)7(14)3-4-15-10/h3-5H2,1-2H3","ZBUFHXOEAZXJTM-UHFFFAOYSA-N"
