"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
1556,"MDMA",193.110275,"C11H15NO2","CC(Cc1ccc2c(c1)OCO2)NC","InChI=1S/C11H15NO2/c1-8(12-2)5-9-3-4-10-11(6-9)14-7-13-10/h3-4,6,8,12H,5,7H2,1-2H3","SHXWCVYOXRDMCX-UHFFFAOYSA-N"
2388,"butamben",193.110275,"C11H15NO2","CCCCOC(=O)c1ccc(cc1)N","InChI=1S/C11H15NO2/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7H,2-3,8,12H2,1H3","IUWVALYLNVXWKX-UHFFFAOYSA-N"
5913,"3-Isopropylphenyl methylcarbamate",193.110275,"C11H15NO2","CC(C)c1cccc(c1)OC(=O)NC","InChI=1S/C11H15NO2/c1-8(2)9-5-4-6-10(7-9)14-11(13)12-3/h4-8H,1-3H3,(H,12,13)","GYKXQTKSWLAUIT-UHFFFAOYSA-N"
6908,"Isobutyl Kelo-form",193.110275,"C11H15NO2","CC(C)COC(=O)c1ccc(cc1)N","InChI=1S/C11H15NO2/c1-8(2)7-14-11(13)9-3-5-10(12)6-4-9/h3-6,8H,7,12H2,1-2H3","PUYOAVGNCWPANW-UHFFFAOYSA-N"
13299,"Ethyl ethyl(phenyl)carbamate",193.110275,"C11H15NO2","CCN(c1ccccc1)C(=O)OCC","InChI=1S/C11H15NO2/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3","XEFYPTRGVWLMHB-UHFFFAOYSA-N"
14499,"Butyl phenylcarbamate",193.110275,"C11H15NO2","CCCCOC(=O)Nc1ccccc1","InChI=1S/C11H15NO2/c1-2-3-9-14-11(13)12-10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3,(H,12,13)","ZTIMKJROOYMUMU-UHFFFAOYSA-N"
14863,"6,7-Dimethoxy-1,2,3,4-tetrahydroisoquinoline",193.110275,"C11H15NO2","COc1cc2c(cc1OC)CNCC2","InChI=1S/C11H15NO2/c1-13-10-5-8-3-4-12-7-9(8)6-11(10)14-2/h5-6,12H,3-4,7H2,1-2H3","CEIXWJHURKEBMQ-UHFFFAOYSA-N"
16564,"MIPC",193.110275,"C11H15NO2","CC(C)c1ccccc1OC(=O)NC","InChI=1S/C11H15NO2/c1-8(2)9-6-4-5-7-10(9)14-11(13)12-3/h4-8H,1-3H3,(H,12,13)","QBSJMKIUCUGGNG-UHFFFAOYSA-N"
16632,"Shell SD 8530",193.110275,"C11H15NO2","Cc1cc(cc(c1C)C)OC(=O)NC","InChI=1S/C11H15NO2/c1-7-5-10(14-11(13)12-4)6-8(2)9(7)3/h5-6H,1-4H3,(H,12,13)","AUQAUAIUNJIIEP-UHFFFAOYSA-N"
22923,"Isobutyl 2-aminobenzoate",193.110275,"C11H15NO2","CC(C)COC(=O)c1ccccc1N","InChI=1S/C11H15NO2/c1-8(2)7-14-11(13)9-5-3-4-6-10(9)12/h3-6,8H,7,12H2,1-2H3","ILCLJQFCMRCPNM-UHFFFAOYSA-N"
