"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
3987,"Parathion-methyl",263.00174,"C8H10NO5PS","COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-]","InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3","RLBIQVVOMOPOHC-UHFFFAOYSA-N"
24546,"Ethyl [(4-chlorophenyl)sulfonyl]carbamate",263.001892,"C9H10ClNO4S","CCOC(=O)NS(=O)(=O)c1ccc(cc1)Cl","InChI=1S/C9H10ClNO4S/c1-2-15-9(12)11-16(13,14)8-5-3-7(10)4-6-8/h3-6H,2H2,1H3,(H,11,12)","FACGRORYCNHVPV-UHFFFAOYSA-N"
47382,"4-Chloro-N-(ethoxycarbonyl)benzenesulfonimidic acid",263.001892,"C9H10ClNO4S","CCOC(=O)N=S(=O)(c1ccc(cc1)Cl)O","InChI=1S/C9H10ClNO4S/c1-2-15-9(12)11-16(13,14)8-5-3-7(10)4-6-8/h3-6H,2H2,1H3,(H,11,12,13,14)","CKQDWCNUOOACLY-UHFFFAOYSA-N"
62234,"O,S-Dimethyl O-(4-nitrophenyl) phosphorothioate",263.00174,"C8H10NO5PS","COP(=O)(Oc1ccc(cc1)[N+](=O)[O-])SC","InChI=1S/C8H10NO5PS/c1-13-15(12,16-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3","IVNMMKOOGWCFRS-UHFFFAOYSA-N"
69768,"3-Acetamido-4-methoxybenzenesulfonyl chloride",263.001892,"C9H10ClNO4S","CC(=O)Nc1cc(ccc1OC)S(=O)(=O)Cl","InChI=1S/C9H10ClNO4S/c1-6(12)11-8-5-7(16(10,13)14)3-4-9(8)15-2/h3-5H,1-2H3,(H,11,12)","KRKMAUKQDRAOFI-UHFFFAOYSA-N"
69848,"DIMETHYL P-NITROPHENYL THIOPHOSPHATE",263.00174,"C8H10NO5PS","COP(=O)(OC)Sc1ccc(cc1)[N+](=O)[O-]","InChI=1S/C8H10NO5PS/c1-13-15(12,14-2)16-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3","DHPZHUPSZPYWMB-UHFFFAOYSA-N"
72157,"5-Acetamido-2-methoxybenzenesulfonyl chloride",263.001892,"C9H10ClNO4S","CC(=O)Nc1ccc(c(c1)S(=O)(=O)Cl)OC","InChI=1S/C9H10ClNO4S/c1-6(12)11-7-3-4-8(15-2)9(5-7)16(10,13)14/h3-5H,1-2H3,(H,11,12)","VWKRNDWDKNOMAD-UHFFFAOYSA-N"
91980,"O,O-Dimethyl O-(3-nitrophenyl) phosphorothioate",263.00174,"C8H10NO5PS","COP(=S)(OC)Oc1cccc(c1)[N+](=O)[O-]","InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-4-7(6-8)9(10)11/h3-6H,1-2H3","DTOLRVVEYZNDCL-UHFFFAOYSA-N"
104607,"Ethyl [3-(chlorosulfonyl)phenyl]carbamate",263.001892,"C9H10ClNO4S","CCOC(=O)Nc1cccc(c1)S(=O)(=O)Cl","InChI=1S/C9H10ClNO4S/c1-2-15-9(12)11-7-4-3-5-8(6-7)16(10,13)14/h3-6H,2H2,1H3,(H,11,12)","LYBBKZMFGDIPHZ-UHFFFAOYSA-N"
144836,"O-Methyl O-(3-methyl-4-nitrophenyl) hydrogen phosphorothioate",263.00174,"C8H10NO5PS","Cc1cc(ccc1[N+](=O)[O-])OP(=S)(O)OC","InChI=1S/C8H10NO5PS/c1-6-5-7(14-15(12,16)13-2)3-4-8(6)9(10)11/h3-5H,1-2H3,(H,12,16)","LNGYYGXBMGRUKZ-UHFFFAOYSA-N"
