"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
9490,"Diethyl hexafluoropentanedioate",296.04834,"C9H10F6O4","CCOC(=O)C(C(C(C(=O)OCC)(F)F)(F)F)(F)F","InChI=1S/C9H10F6O4/c1-3-18-5(16)7(10,11)9(14,15)8(12,13)6(17)19-4-2/h3-4H2,1-2H3","MSDPXVBLFJODJO-UHFFFAOYSA-N"
12157,"Ethyl 2-acetyl-4,4,4-trifluoro-3-hydroxy-3-(trifluoromethyl)butanoate",296.04834,"C9H10F6O4","CCOC(=O)C(C(=O)C)C(C(F)(F)F)(C(F)(F)F)O","InChI=1S/C9H10F6O4/c1-3-19-6(17)5(4(2)16)7(18,8(10,11)12)9(13,14)15/h5,18H,3H2,1-2H3","QSJYRVSERRYRMJ-UHFFFAOYSA-N"
34116,"Enilconazole",296.048309,"C14H14Cl2N2O","C=CCOC(Cn1ccnc1)c2ccc(cc2Cl)Cl","InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2","PZBPKYOVPCNPJY-UHFFFAOYSA-N"
57733,"1-Ethyl-3,5,7-triaza-1-azoniatricyclo[3.3.1.1~3,7~]decane iodide",296.049774,"C8H17IN4","CC[N+]12CN3CN(C1)CN(C3)C2.[I-]","InChI=1S/C8H17N4.HI/c1-2-12-6-9-3-10(7-12)5-11(4-9)8-12;/h2-8H2,1H3;1H/q+1;/p-1","ORUCAHYFTWCBGM-UHFFFAOYSA-M"
259098,"Ethyl 3-oxobutanoate - 1,1,1,3,3,3-hexafluoroacetone (1:1)",296.04834,"C9H10F6O4","CCOC(=O)CC(=O)C.C(=O)(C(F)(F)F)C(F)(F)F","InChI=1S/C6H10O3.C3F6O/c1-3-9-6(8)4-5(2)7;4-2(5,6)1(10)3(7,8)9/h3-4H2,1-2H3;","JRATVJJLBKKTMB-UHFFFAOYSA-N"
282586,"Benzothiazole, 2-((4-methyl-1-piperidinyl)dithio)-",296.047546,"C13H16N2S3","CC1CCN(CC1)SSc2nc3ccccc3s2","InChI=1S/C13H16N2S3/c1-10-6-8-15(9-7-10)18-17-13-14-11-4-2-3-5-12(11)16-13/h2-5,10H,6-9H2,1H3","LUYWXMSNFQDMRA-UHFFFAOYSA-N"
473368,"2,2-Dimethyl-1,3-propanediyl bis(trifluoroacetate)",296.04834,"C9H10F6O4","CC(C)(COC(=O)C(F)(F)F)COC(=O)C(F)(F)F","InChI=1S/C9H10F6O4/c1-7(2,3-18-5(16)8(10,11)12)4-19-6(17)9(13,14)15/h3-4H2,1-2H3","KFLIKQBPROVTGK-UHFFFAOYSA-N"
478194,"1,5-Pentanediyl bis(trifluoroacetate)",296.04834,"C9H10F6O4","C(CCOC(=O)C(F)(F)F)CCOC(=O)C(F)(F)F","InChI=1S/C9H10F6O4/c10-8(11,12)6(16)18-4-2-1-3-5-19-7(17)9(13,14)15/h1-5H2","DERGOIOGHQZVDF-UHFFFAOYSA-N"
479517,"Tetrahydro-2-furanylmethyl pentafluorobenzoate",296.04718,"C12H9F5O3","C1CC(OC1)COC(=O)c2c(c(c(c(c2F)F)F)F)F","InChI=1S/C12H9F5O3/c13-7-6(8(14)10(16)11(17)9(7)15)12(18)20-4-5-2-1-3-19-5/h5H,1-4H2","CNMSUZRKPAGPMC-UHFFFAOYSA-N"
511757,"1-(4-Chlorophenyl)-3-(4-fluoro-6-methoxy-2-pyrimidinyl)urea",296.047638,"C12H10ClFN4O2","COc1cc(nc(n1)NC(=O)Nc2ccc(cc2)Cl)F","InChI=1S/C12H10ClFN4O2/c1-20-10-6-9(14)16-11(17-10)18-12(19)15-8-4-2-7(13)3-5-8/h2-6H,1H3,(H2,15,16,17,18,19)","RAAFRBSBTABSSS-UHFFFAOYSA-N"
