"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
106,"Homonicotinic Acid",137.047684,"C7H7NO2","c1cc(cnc1)CC(=O)O","InChI=1S/C7H7NO2/c9-7(10)4-6-2-1-3-8-5-6/h1-3,5H,4H2,(H,9,10)","WGNUNYPERJMVRM-UHFFFAOYSA-N"
222,"Anthranilic acid",137.047684,"C7H7NO2","c1ccc(c(c1)C(=O)O)N","InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)","RWZYAGGXGHYGMB-UHFFFAOYSA-N"
953,"4-Aminobenzoic acid",137.047684,"C7H7NO2","c1cc(ccc1C(=O)O)N","InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)","ALYNCZNDIQEVRV-UHFFFAOYSA-N"
3494,"homarine",137.047684,"C7H7NO2","C[n+]1ccccc1C(=O)[O-]","InChI=1S/C7H7NO2/c1-8-5-3-2-4-6(8)7(9)10/h2-5H,1H3","BRTLKRNVNFIOPJ-UHFFFAOYSA-N"
4963,"salicylamide",137.047684,"C7H7NO2","c1ccc(c(c1)C(=N)O)O","InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)","SKZKKFZAGNVIMN-UHFFFAOYSA-N"
5369,"Trigonelline",137.047684,"C7H7NO2","C[n+]1cccc(c1)C(=O)[O-]","InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3","WWNNZCOKKKDOPX-UHFFFAOYSA-N"
7141,"m-carboxyaniline",137.047684,"C7H7NO2","c1cc(cc(c1)N)C(=O)O","InChI=1S/C7H7NO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H,9,10)","XFDUHJPVQKIXHO-UHFFFAOYSA-N"
9891,"Benzohydroxamic acid",137.047684,"C7H7NO2","c1ccc(cc1)C(=O)NO","InChI=1S/C7H7NO2/c9-7(8-10)6-4-2-1-3-5-6/h1-5,10H,(H,8,9)","VDEUYMSGMPQMIK-UHFFFAOYSA-N"
9963,"N-Carboxyaniline",137.047684,"C7H7NO2","c1ccc(cc1)NC(=O)O","InChI=1S/C7H7NO2/c9-7(10)8-6-4-2-1-3-5-6/h1-5,8H,(H,9,10)","PWXJULSLLONQHY-UHFFFAOYSA-N"
11486,"3-Methyl-4-nitrosophenol",137.047684,"C7H7NO2","Cc1cc(ccc1N=O)O","InChI=1S/C7H7NO2/c1-5-4-6(9)2-3-7(5)8-10/h2-4,9H,1H3","XGCZABZDVJOWTL-UHFFFAOYSA-N"
11669,"3-(2-Furyl)acrylamide",137.047684,"C7H7NO2","c1cc(oc1)C=CC(=O)N","InChI=1S/C7H7NO2/c8-7(9)4-3-6-2-1-5-10-6/h1-5H,(H2,8,9)","XSVYCXHKWNFZLL-UHFFFAOYSA-N"
12248,"6-Amino-2-hydroxy-2,4,6-cycloheptatrien-1-one",137.047684,"C7H7NO2","c1cc(cc(=O)c(c1)O)N","InChI=1S/C7H7NO2/c8-5-2-1-3-6(9)7(10)4-5/h1-4H,8H2,(H,9,10)","JKYMBLYJMSXPCM-UHFFFAOYSA-N"
14463,"1-Methoxy-4-nitrosobenzene",137.047684,"C7H7NO2","COc1ccc(cc1)N=O","InChI=1S/C7H7NO2/c1-10-7-4-2-6(8-9)3-5-7/h2-5H,1H3","RIOSDPIZGIWNMS-UHFFFAOYSA-N"
16241,"1-Methyl-4-pyridiniumcarboxylate",137.047684,"C7H7NO2","C[n+]1ccc(cc1)C(=O)[O-]","InChI=1S/C7H7NO2/c1-8-4-2-6(3-5-8)7(9)10/h2-5H,1H3","QITIEADGFBVLCV-UHFFFAOYSA-N"
17095,"1-Allyl-1H-pyrrole-2,5-dione",137.047684,"C7H7NO2","C=CCN1C(=O)C=CC1=O","InChI=1S/C7H7NO2/c1-2-5-8-6(9)3-4-7(8)10/h2-4H,1,5H2","PSFDAYXWBWRTSM-UHFFFAOYSA-N"
21925,"5-Amino-2-hydroxy-2,4,6-cycloheptatrien-1-one",137.047684,"C7H7NO2","c1cc(c(=O)ccc1N)O","InChI=1S/C7H7NO2/c8-5-1-3-6(9)7(10)4-2-5/h1-4H,8H2,(H,9,10)","SJJUTRFFONLOHZ-UHFFFAOYSA-N"
25655,"4-Amino-5-hydroxy-2,4,6-cycloheptatrien-1-one",137.047684,"C7H7NO2","c1cc(c(ccc1=O)O)N","InChI=1S/C7H7NO2/c8-6-3-1-5(9)2-4-7(6)10/h1-4,10H,8H2","OCJHCMZWHYSFPN-UHFFFAOYSA-N"
31540,"4-Pyridinylacetic acid",137.047684,"C7H7NO2","c1cnccc1CC(=O)O","InChI=1S/C7H7NO2/c9-7(10)5-6-1-3-8-4-2-6/h1-4H,5H2,(H,9,10)","PAEXAIBDCHBNDC-UHFFFAOYSA-N"
58563,"4-Hydroxybenzamide",137.047684,"C7H7NO2","c1cc(ccc1C(=O)N)O","InChI=1S/C7H7NO2/c8-7(10)5-1-3-6(9)4-2-5/h1-4,9H,(H2,8,10)","QXSAKPUBHTZHKW-UHFFFAOYSA-N"
62531,"alpha-Nitrotoluene",137.047684,"C7H7NO2","c1ccc(cc1)C[N+](=O)[O-]","InChI=1S/C7H7NO2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2","VLZLOWPYUQHHCG-UHFFFAOYSA-N"
62532,"Phenyl carbamate",137.047684,"C7H7NO2","c1ccc(cc1)OC(=O)N","InChI=1S/C7H7NO2/c8-7(9)10-6-4-2-1-3-5-6/h1-5H,(H2,8,9)","BSCCSDNZEIHXOK-UHFFFAOYSA-N"
63466,"6-Methylpicolinic acid",137.047684,"C7H7NO2","Cc1cccc(n1)C(=O)O","InChI=1S/C7H7NO2/c1-5-3-2-4-6(8-5)7(9)10/h2-4H,1H3,(H,9,10)","LTUUGSGSUZRPRV-UHFFFAOYSA-N"
68094,"Methyl picolinate",137.047684,"C7H7NO2","COC(=O)c1ccccn1","InChI=1S/C7H7NO2/c1-10-7(9)6-4-2-3-5-8-6/h2-5H,1H3","NMMIHXMBOZYNET-UHFFFAOYSA-N"
73479,"2-Methyl-4-nitrosophenol",137.047684,"C7H7NO2","Cc1cc(ccc1O)N=O","InChI=1S/C7H7NO2/c1-5-4-6(8-10)2-3-7(5)9/h2-4,9H,1H3","PMTVEXBJLIRTEJ-UHFFFAOYSA-N"
73773,"Allyl 2-cyanoacrylate",137.047684,"C7H7NO2","C=CCOC(=O)C(=C)C#N","InChI=1S/C7H7NO2/c1-3-4-10-7(9)6(2)5-8/h3H,1-2,4H2","ITCZEZQMUWEPQP-UHFFFAOYSA-N"
76055,"1,3-Benzodioxol-5-amine",137.047684,"C7H7NO2","c1cc2c(cc1N)OCO2","InChI=1S/C7H7NO2/c8-5-1-2-6-7(3-5)10-4-9-6/h1-3H,4,8H2","XGNXYCFREOZBOL-UHFFFAOYSA-N"
76947,"2-Pyridinylacetic acid",137.047684,"C7H7NO2","c1ccnc(c1)CC(=O)O","InChI=1S/C7H7NO2/c9-7(10)5-6-3-1-2-4-8-6/h1-4H,5H2,(H,9,10)","BPSNETAIJADFTO-UHFFFAOYSA-N"
78742,"3-Pyridinyl acetate",137.047684,"C7H7NO2","CC(=O)Oc1cccnc1","InChI=1S/C7H7NO2/c1-6(9)10-7-3-2-4-8-5-7/h2-5H,1H3","QZDWODWEESGPLC-UHFFFAOYSA-N"
109940,"3-acetylpyridine 1-oxide",137.047684,"C7H7NO2","CC(=O)c1ccc[n+](c1)[O-]","InChI=1S/C7H7NO2/c1-6(9)7-3-2-4-8(10)5-7/h2-5H,1H3","AZFMFGIMDGBJRR-UHFFFAOYSA-N"
120502,"Benzyl nitrite",137.047684,"C7H7NO2","c1ccc(cc1)CON=O","InChI=1S/C7H7NO2/c9-8-10-6-7-4-2-1-3-5-7/h1-5H,6H2","IYYGLLJDALWAMD-UHFFFAOYSA-N"
121509,"6-Methylnicotinic acid",137.047684,"C7H7NO2","Cc1ccc(cn1)C(=O)O","InChI=1S/C7H7NO2/c1-5-2-3-6(4-8-5)7(9)10/h2-4H,1H3,(H,9,10)","RZOKQIPOABEQAM-UHFFFAOYSA-N"
127827,"3-Formyl-1-methyl-2(1H)-pyridone",137.047684,"C7H7NO2","Cn1cccc(c1=O)C=O","InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-9)7(8)10/h2-5H,1H3","XOMXAUOIYFSKIE-UHFFFAOYSA-N"
134341,"3-Methyl-4-vinyl-1H-pyrrole-2,5-dione",137.047684,"C7H7NO2","CC1=C(C(=O)NC1=O)C=C","InChI=1S/C7H7NO2/c1-3-5-4(2)6(9)8-7(5)10/h3H,1H2,2H3,(H,8,9,10)","LMEHYWBHZXZJNJ-UHFFFAOYSA-N"
166153,"O-benzoylhydroxylamine",137.047684,"C7H7NO2","c1ccc(cc1)C(=O)ON","InChI=1S/C7H7NO2/c8-10-7(9)6-4-2-1-3-5-6/h1-5H,8H2","XXXHSQBVHSJQKS-UHFFFAOYSA-N"
172750,"5-Methylpicolinic acid",137.047684,"C7H7NO2","Cc1ccc(nc1)C(=O)O","InChI=1S/C7H7NO2/c1-5-2-3-6(7(9)10)8-4-5/h2-4H,1H3,(H,9,10)","HWMYXZFRJDEBKC-UHFFFAOYSA-N"
197537,"Methyl isonicotinate",137.047684,"C7H7NO2","COC(=O)c1ccncc1","InChI=1S/C7H7NO2/c1-10-7(9)6-2-4-8-5-3-6/h2-5H,1H3","OLXYLDUSSBULGU-UHFFFAOYSA-N"
199509,"4-Methylnicotinic acid",137.047684,"C7H7NO2","Cc1ccncc1C(=O)O","InChI=1S/C7H7NO2/c1-5-2-3-8-4-6(5)7(9)10/h2-4H,1H3,(H,9,10)","ZKUZSTXNVMIDCY-UHFFFAOYSA-N"
224685,"5-Methylnicotinic acid",137.047684,"C7H7NO2","Cc1cc(cnc1)C(=O)O","InChI=1S/C7H7NO2/c1-5-2-6(7(9)10)4-8-3-5/h2-4H,1H3,(H,9,10)","DJDHHXDFKSLEQY-UHFFFAOYSA-N"
229608,"N-(2-Hydroxyphenyl)formamide",137.047684,"C7H7NO2","c1ccc(c(c1)NC=O)O","InChI=1S/C7H7NO2/c9-5-8-6-3-1-2-4-7(6)10/h1-5,10H,(H,8,9)","DCGLLVNYKPKJDK-UHFFFAOYSA-N"
236262,"3-Methylpicolinic acid",137.047684,"C7H7NO2","Cc1cccnc1C(=O)O","InChI=1S/C7H7NO2/c1-5-3-2-4-8-6(5)7(9)10/h2-4H,1H3,(H,9,10)","LMHIBYREWJHKNZ-UHFFFAOYSA-N"
248471,"Hexahydro-3-oxa-1-azadicyclopropa[a,cd]pentalen-2(1H)-one",137.047684,"C7H7NO2","C12C3C1C(=O)NC2C4C3O4","InChI=1S/C7H7NO2/c9-7-3-1-2(3)5-6(10-5)4(1)8-7/h1-6H,(H,8,9)","VRSKGTJJNUUOFB-UHFFFAOYSA-N"
258119,"N-(4-Hydroxyphenyl)formamide",137.047684,"C7H7NO2","c1cc(ccc1NC=O)O","InChI=1S/C7H7NO2/c9-5-8-6-1-3-7(10)4-2-6/h1-5,10H,(H,8,9)","LHMWHZXZMMLYKI-UHFFFAOYSA-N"
275682,"4-Acetoxypyridine",137.047684,"C7H7NO2","CC(=O)Oc1ccncc1","InChI=1S/C7H7NO2/c1-6(9)10-7-2-4-8-5-3-7/h2-5H,1H3","PTZQTYADHHANGW-UHFFFAOYSA-N"
277308,"1-Methoxy-2-nitrosobenzene",137.047684,"C7H7NO2","COc1ccccc1N=O","InChI=1S/C7H7NO2/c1-10-7-5-3-2-4-6(7)8-9/h2-5H,1H3","RBKIPVPBQBMGNJ-UHFFFAOYSA-N"
287845,"5,6-Dihydrocyclopenta[c]pyrrole-1,3(2H,4H)-dione",137.047684,"C7H7NO2","C1CC2=C(C1)C(=O)NC2=O","InChI=1S/C7H7NO2/c9-6-4-2-1-3-5(4)7(10)8-6/h1-3H2,(H,8,9,10)","CEYNDUVDMBNIDN-UHFFFAOYSA-N"
294100,"4-(2-Oxiranyl)pyridine 1-oxide",137.047684,"C7H7NO2","c1c[n+](ccc1C2CO2)[O-]","InChI=1S/C7H7NO2/c9-8-3-1-6(2-4-8)7-5-10-7/h1-4,7H,5H2","ATVWICCLQMMPKH-UHFFFAOYSA-N"
294101,"2-Oxiran-2-ylpyridine 1-oxide",137.047684,"C7H7NO2","c1cc[n+](c(c1)C2CO2)[O-]","InChI=1S/C7H7NO2/c9-8-4-2-1-3-6(8)7-5-10-7/h1-4,7H,5H2","NPGSNHCTEMFXEJ-UHFFFAOYSA-N"
299166,"1-(1-Oxido-4-pyridinyl)ethanone",137.047684,"C7H7NO2","CC(=O)c1cc[n+](cc1)[O-]","InChI=1S/C7H7NO2/c1-6(9)7-2-4-8(10)5-3-7/h2-5H,1H3","GUHDDRZAZNIQJB-UHFFFAOYSA-N"
299576,"1-(1-Oxido-2-pyridinyl)ethanone",137.047684,"C7H7NO2","CC(=O)c1cccc[n+]1[O-]","InChI=1S/C7H7NO2/c1-6(9)7-4-2-3-5-8(7)10/h2-5H,1H3","VHZYBRINFLDXLR-UHFFFAOYSA-N"
303495,"3-Hydroxybenzamide",137.047684,"C7H7NO2","c1cc(cc(c1)O)C(=O)N","InChI=1S/C7H7NO2/c8-7(10)5-2-1-3-6(9)4-5/h1-4,9H,(H2,8,10)","NGMMGKYJUWYIIG-UHFFFAOYSA-N"
308793,"3-Methyl-2-nitrosophenol",137.047684,"C7H7NO2","Cc1cccc(c1N=O)O","InChI=1S/C7H7NO2/c1-5-3-2-4-6(9)7(5)8-10/h2-4,9H,1H3","SDBMJFLEJPLYFS-UHFFFAOYSA-N"
370669,"4-Methyl-2-nitrosophenol",137.047684,"C7H7NO2","Cc1ccc(c(c1)N=O)O","InChI=1S/C7H7NO2/c1-5-2-3-7(9)6(4-5)8-10/h2-4,9H,1H3","XVFHRDNVLAPOCH-UHFFFAOYSA-N"
471845,"1-Pyridiniumylacetate",137.047684,"C7H7NO2","c1cc[n+](cc1)CC(=O)[O-]","InChI=1S/C7H7NO2/c9-7(10)6-8-4-2-1-3-5-8/h1-5H,6H2","GJJPLKJBULCRQI-UHFFFAOYSA-N"
490871,"2-Pyridinylmethyl formate",137.047684,"C7H7NO2","c1ccnc(c1)COC=O","InChI=1S/C7H7NO2/c9-6-10-5-7-3-1-2-4-8-7/h1-4,6H,5H2","IYTAUGFBQPAEGK-UHFFFAOYSA-N"
498307,"2,3-Dihydro-1,3-benzoxazol-2-ol",137.047684,"C7H7NO2","c1ccc2c(c1)NC(O2)O","InChI=1S/C7H7NO2/c9-7-8-5-3-1-2-4-6(5)10-7/h1-4,7-9H","YEPUKDKZNIDNIY-UHFFFAOYSA-N"
509501,"3-(2-Furyl)-N-hydroxy-2-propen-1-imine",137.047684,"C7H7NO2","c1cc(oc1)C=CC=NO","InChI=1S/C7H7NO2/c9-8-5-1-3-7-4-2-6-10-7/h1-6,9H","GCQQNIZGZHEFKI-UHFFFAOYSA-N"
509545,"1-Vinyl-1H-pyrrole-2-carboxylic acid",137.047684,"C7H7NO2","C=Cn1cccc1C(=O)O","InChI=1S/C7H7NO2/c1-2-8-5-3-4-6(8)7(9)10/h2-5H,1H2,(H,9,10)","QKMWGJRTHOVYTE-UHFFFAOYSA-N"
509650,"3-[(Hydroxyimino)methyl]phenol",137.047684,"C7H7NO2","c1cc(cc(c1)O)C=NO","InChI=1S/C7H7NO2/c9-7-3-1-2-6(4-7)5-8-10/h1-5,9-10H","IIEZCGOWIADGFY-UHFFFAOYSA-N"
558524,"2-Methylnicotinic acid",137.047684,"C7H7NO2","Cc1c(cccn1)C(=O)O","InChI=1S/C7H7NO2/c1-5-6(7(9)10)3-2-4-8-5/h2-4H,1H3,(H,9,10)","HNTZKNJGAFJMHQ-UHFFFAOYSA-N"
715802,"(2E)-3-(2-Furyl)acrylamide",137.047684,"C7H7NO2","c1cc(oc1)/C=C/C(=O)N","InChI=1S/C7H7NO2/c8-7(9)4-3-6-2-1-5-10-6/h1-5H,(H2,8,9)/b4-3+","XSVYCXHKWNFZLL-ONEGZZNKSA-N"
1174575,"4H-[1,3]Dioxino[5,4-b]pyridine",137.047684,"C7H7NO2","c1cc2c(nc1)COCO2","InChI=1S/C7H7NO2/c1-2-7-6(8-3-1)4-9-5-10-7/h1-3H,4-5H2","FMFIWWQYFQDMFI-UHFFFAOYSA-N"
1236833,"3-Methylisonicotinic acid",137.047684,"C7H7NO2","Cc1cnccc1C(=O)O","InChI=1S/C7H7NO2/c1-5-4-8-3-2-6(5)7(9)10/h2-4H,1H3,(H,9,10)","OSMAGAVKVRGYGR-UHFFFAOYSA-N"
1247375,"1-Cyclopropyl-1H-pyrrole-2,5-dione",137.047684,"C7H7NO2","C1CC1N2C(=O)C=CC2=O","InChI=1S/C7H7NO2/c9-6-3-4-7(10)8(6)5-1-2-5/h3-5H,1-2H2","BJALBKKIIRSGQN-UHFFFAOYSA-N"
1781147,"N-(3-Hydroxyphenyl)formamide",137.047684,"C7H7NO2","c1cc(cc(c1)O)NC=O","InChI=1S/C7H7NO2/c9-5-8-6-2-1-3-7(10)4-6/h1-5,10H,(H,8,9)","HTMAQVFRFZZDGO-UHFFFAOYSA-N"
2016890,"(5S,6R)-5,6-Dihydroxy-1,3-cyclohexadiene-1-carbonitrile",137.047684,"C7H7NO2","C1=C[C@@H]([C@@H](C(=C1)C#N)O)O","InChI=1S/C7H7NO2/c8-4-5-2-1-3-6(9)7(5)10/h1-3,6-7,9-10H/t6-,7+/m0/s1","NKIDLXZFLYJKGO-NKWVEPMBSA-N"
2043202,"2-Hydroxy-1-(4-pyridinyl)ethanone",137.047684,"C7H7NO2","c1cnccc1C(=O)CO","InChI=1S/C7H7NO2/c9-5-7(10)6-1-3-8-4-2-6/h1-4,9H,5H2","GVONKSJMCMQBFG-UHFFFAOYSA-N"
2043518,"4-Methylpicolinic acid",137.047684,"C7H7NO2","Cc1ccnc(c1)C(=O)O","InChI=1S/C7H7NO2/c1-5-2-3-8-6(4-5)7(9)10/h2-4H,1H3,(H,9,10)","CMMURVLHXMNTHY-UHFFFAOYSA-N"
2043519,"2-Methylisonicotinic acid",137.047684,"C7H7NO2","Cc1cc(ccn1)C(=O)O","InChI=1S/C7H7NO2/c1-5-4-6(7(9)10)2-3-8-5/h2-4H,1H3,(H,9,10)","PMDHIMMPXRSDML-UHFFFAOYSA-N"
2043670,"3-Hydroxy-2-methylisonicotinaldehyde",137.047684,"C7H7NO2","Cc1c(c(ccn1)C=O)O","InChI=1S/C7H7NO2/c1-5-7(10)6(4-9)2-3-8-5/h2-4,10H,1H3","DVFATWQSLSDUTH-UHFFFAOYSA-N"
2043694,"2-Methoxyisonicotinaldehyde",137.047684,"C7H7NO2","COc1cc(ccn1)C=O","InChI=1S/C7H7NO2/c1-10-7-4-6(5-9)2-3-8-7/h2-5H,1H3","VOCKNCWQVHJMAE-UHFFFAOYSA-N"
2610366,"6-Methoxynicotinaldehyde",137.047684,"C7H7NO2","COc1ccc(cn1)C=O","InChI=1S/C7H7NO2/c1-10-7-3-2-6(5-9)4-8-7/h2-5H,1H3","CTAIEPPAOULMFY-UHFFFAOYSA-N"
3184548,"1-(2-Nitrovinyl)-1,3-cyclopentadiene",137.047684,"C7H7NO2","C1C=CC=C1C=C[N+](=O)[O-]","InChI=1S/C7H7NO2/c9-8(10)6-5-7-3-1-2-4-7/h1-3,5-6H,4H2","ODVIQPYZFBDZAF-UHFFFAOYSA-N"
3526954,"Methyl cyano(cyclopropylidene)acetate",137.047684,"C7H7NO2","COC(=O)C(=C1CC1)C#N","InChI=1S/C7H7NO2/c1-10-7(9)6(4-8)5-2-3-5/h2-3H2,1H3","JGQLGUQYHDKDSV-UHFFFAOYSA-N"
3842626,"4-(Methoxyimino)-2,5-cyclohexadien-1-one",137.047684,"C7H7NO2","CON=C1C=CC(=O)C=C1","InChI=1S/C7H7NO2/c1-10-8-6-2-4-7(9)5-3-6/h2-5H,1H3","DLXCIGHZFQDMTK-UHFFFAOYSA-N"
3924512,"1-(2-Propyn-1-yl)-2,5-pyrrolidinedione",137.047684,"C7H7NO2","C#CCN1C(=O)CCC1=O","InChI=1S/C7H7NO2/c1-2-5-8-6(9)3-4-7(8)10/h1H,3-5H2","DOTAQRZGKATJIC-UHFFFAOYSA-N"
4482127,"(6Z)-6-[(Hydroxyamino)methylene]-2,4-cyclohexadien-1-one",137.047684,"C7H7NO2","C1=C/C(=C/NO)/C(=O)C=C1","InChI=1S/C7H7NO2/c9-7-4-2-1-3-6(7)5-8-10/h1-5,8,10H/b6-5-","GFCNBJDXQMZOOC-WAYWQWQTSA-N"
4482287,"3-Methoxy-2-pyridinecarbaldehyde",137.047684,"C7H7NO2","COc1cccnc1C=O","InChI=1S/C7H7NO2/c1-10-7-3-2-4-8-6(7)5-9/h2-5H,1H3","GHKILJGWQPBQGL-UHFFFAOYSA-N"
4510307,"4-[(Hydroxyamino)methylene]-2,5-cyclohexadien-1-one",137.047684,"C7H7NO2","C1=CC(=O)C=CC1=CNO","InChI=1S/C7H7NO2/c9-7-3-1-6(2-4-7)5-8-10/h1-5,8,10H","QDAQNVSBYCWTML-UHFFFAOYSA-N"
4514255,"(6E)-6-[(Hydroxyamino)methylene]-2,4-cyclohexadien-1-one",137.047684,"C7H7NO2","C1=C/C(=C\NO)/C(=O)C=C1","InChI=1S/C7H7NO2/c9-7-4-2-1-3-6(7)5-8-10/h1-5,8,10H/b6-5+","GFCNBJDXQMZOOC-AATRIKPKSA-N"
4522616,"(2E)-3-(1H-Pyrrol-3-yl)acrylic acid",137.047684,"C7H7NO2","c1c[nH]cc1/C=C/C(=O)O","InChI=1S/C7H7NO2/c9-7(10)2-1-6-3-4-8-5-6/h1-5,8H,(H,9,10)/b2-1+","GDACOBAFWPGBOL-OWOJBTEDSA-N"
7822185,"5-Aminosalicylaldehyde",137.047684,"C7H7NO2","C1=CC(=C(C=C1N)C=O)O","InChI=1S/C7H7NO2/c8-6-1-2-7(10)5(3-6)4-9/h1-4,10H,8H2","BHLZAJPXLXRFAO-UHFFFAOYSA-N"
7842467,"Propenal, 3-(2-furyl)-, oxime",137.047684,"C7H7NO2","N(/O)=C\C=C\c1occc1","InChI=1S/C7H7NO2/c9-8-5-1-3-7-4-2-6-10-7/h1-6,9H/b3-1+,8-5+","GCQQNIZGZHEFKI-JOEIGAFWSA-N"
