"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
36542,"Hexazinone",252.15863,"C12H20N4O2","Cn1c(nc(=O)n(c1=O)C2CCCCC2)N(C)C","InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3","CAWXEEYDBZRFPE-UHFFFAOYSA-N"
65839,"Diazene-1,2-diylbis(piperidin-1-ylmethanone)",252.15863,"C12H20N4O2","C1CCN(CC1)C(=O)/N=N/C(=O)N2CCCCC2","InChI=1S/C12H20N4O2/c17-11(15-7-3-1-4-8-15)13-14-12(18)16-9-5-2-6-10-16/h1-10H2/b14-13+","OQJBFFCUFALWQL-BUHFOSPRSA-N"
121949,"Azopentanon-C",252.15863,"C12H20N4O2","CC(CCCO)(C#N)/N=N/C(C)(CCCO)C#N","InChI=1S/C12H20N4O2/c1-11(9-13,5-3-7-17)15-16-12(2,10-14)6-4-8-18/h17-18H,3-8H2,1-2H3/b16-15+","IWTIJBANDVIHPX-FOCLMDBBSA-N"
237397,"N,N'-1,4-Cyclohexanediyldi(1-aziridinecarboxamide)",252.15863,"C12H20N4O2","C1CC(CCC1NC(=O)N2CC2)NC(=O)N3CC3","InChI=1S/C12H20N4O2/c17-11(15-5-6-15)13-9-1-2-10(4-3-9)14-12(18)16-7-8-16/h9-10H,1-8H2,(H,13,17)(H,14,18)","QLGFTDIZSYWCPQ-UHFFFAOYSA-N"
250126,"1-[5-(2,2-Dimethylpropanoyl)-1H-tetrazol-1-yl]-3,3-dimethyl-2-butanone",252.15863,"C12H20N4O2","CC(C)(C)C(=O)Cn1c(nnn1)C(=O)C(C)(C)C","InChI=1S/C12H20N4O2/c1-11(2,3)8(17)7-16-10(13-14-15-16)9(18)12(4,5)6/h7H2,1-6H3","IIOZUAIKWRVLLB-UHFFFAOYSA-N"
276528,"N~5~-(5-Propyl-2-pyrimidinyl)ornithine",252.15863,"C12H20N4O2","CCCc1cnc(nc1)NCCCC(C(=O)O)N","InChI=1S/C12H20N4O2/c1-2-4-9-7-15-12(16-8-9)14-6-3-5-10(13)11(17)18/h7-8,10H,2-6,13H2,1H3,(H,17,18)(H,14,15,16)","NSCRGXPOGIWOKC-UHFFFAOYSA-N"
276534,"N~6~-(4,6-Dimethyl-2-pyrimidinyl)lysine",252.15863,"C12H20N4O2","Cc1cc(nc(n1)NCCCCC(C(=O)O)N)C","InChI=1S/C12H20N4O2/c1-8-7-9(2)16-12(15-8)14-6-4-3-5-10(13)11(17)18/h7,10H,3-6,13H2,1-2H3,(H,17,18)(H,14,15,16)","NPXMUHKCLHKDKN-UHFFFAOYSA-N"
291971,"1-[4-(2-Nitro-1H-imidazol-1-yl)butyl]piperidine",252.15863,"C12H20N4O2","c1cn(c(n1)[N+](=O)[O-])CCCCN2CCCCC2","InChI=1S/C12H20N4O2/c17-16(18)12-13-6-11-15(12)10-5-4-9-14-7-2-1-3-8-14/h6,11H,1-5,7-10H2","DKEMAQWBGGBAKM-UHFFFAOYSA-N"
320020,"N-(Adamantan-1-yl)-1,2-hydrazinedicarboxamide",252.15863,"C12H20N4O2","C1C2CC3CC1CC(C2)(C3)NC(=O)NNC(=O)N","InChI=1S/C12H20N4O2/c13-10(17)15-16-11(18)14-12-4-7-1-8(5-12)3-9(2-7)6-12/h7-9H,1-6H2,(H3,13,15,17)(H2,14,16,18)","IWFGIKJYJFKJHB-UHFFFAOYSA-N"
340001,"Ethyl N-(5-carbamoyl-1H-imidazol-4-yl)hexanimidate",252.15863,"C12H20N4O2","CCCCCC(=Nc1c([nH]cn1)C(=O)N)OCC","InChI=1S/C12H20N4O2/c1-3-5-6-7-9(18-4-2)16-12-10(11(13)17)14-8-15-12/h8H,3-7H2,1-2H3,(H2,13,17)(H,14,15)","OPSNQZWNAQEQDJ-UHFFFAOYSA-N"
491579,"N-Butyl-N'-[3-(1H-imidazol-1-yl)propyl]ethanediamide",252.15863,"C12H20N4O2","CCCCNC(=O)C(=O)NCCCn1ccnc1","InChI=1S/C12H20N4O2/c1-2-3-5-14-11(17)12(18)15-6-4-8-16-9-7-13-10-16/h7,9-10H,2-6,8H2,1H3,(H,14,17)(H,15,18)","RFGUZMMUIQZQLV-UHFFFAOYSA-N"
499375,"3-(1-Azepanyl)-N-(4-methyl-1,2,5-oxadiazol-3-yl)propanamide ",252.15863,"C12H20N4O2","Cc1c(non1)NC(=O)CCN2CCCCCC2","InChI=1S/C12H20N4O2/c1-10-12(15-18-14-10)13-11(17)6-9-16-7-4-2-3-5-8-16/h2-9H2,1H3,(H,13,15,17)","GOHWPIDQPWKXBJ-UHFFFAOYSA-N"
616364,"N-(5-Methyl-1,2-oxazol-3-yl)-3-(4-methyl-1-piperazinyl)propanamide",252.15863,"C12H20N4O2","Cc1cc(no1)NC(=O)CCN2CCN(CC2)C","InChI=1S/C12H20N4O2/c1-10-9-11(14-18-10)13-12(17)3-4-16-7-5-15(2)6-8-16/h9H,3-8H2,1-2H3,(H,13,14,17)","AFPYSRQAKCHWKH-UHFFFAOYSA-N"
795580,"2,10-Dimethoxy-1,4,8,11-tetrahydrodipyridazino[1,2-a:1',2'-d][1,2,4,5]tetrazine",252.15863,"C12H20N4O2","COC1=CCN2CN3CC=C(CN3CN2C1)OC","InChI=1S/C12H20N4O2/c1-17-11-3-5-13-9-14-6-4-12(18-2)8-16(14)10-15(13)7-11/h3-4H,5-10H2,1-2H3","OQQYVSHAPOQLQK-UHFFFAOYSA-N"
798910,"3-(3,4-Dimethoxyphenyl)-N,N,N-trimethyl-3-oxo-1-propanaminium",252.159424,"C14H22NO3","C[N+](C)(C)CCC(=O)c1ccc(c(c1)OC)OC","InChI=1S/C14H22NO3/c1-15(2,3)9-8-12(16)11-6-7-13(17-4)14(10-11)18-5/h6-7,10H,8-9H2,1-5H3/q+1","WZTKXIRTEBHVHN-UHFFFAOYSA-N"
1189778,"2-(4-Ethyl-1-piperazinyl)-N-(5-methyl-1,2-oxazol-3-yl)acetamide",252.15863,"C12H20N4O2","CCN1CCN(CC1)CC(=O)Nc2cc(on2)C","InChI=1S/C12H20N4O2/c1-3-15-4-6-16(7-5-15)9-12(17)13-11-8-10(2)18-14-11/h8H,3-7,9H2,1-2H3,(H,13,14,17)","FPQJFGAWHCQCMF-UHFFFAOYSA-N"
1363164,"2,11-Dioxo-1,12-dodecanebis(diazonium)",252.157532,"C12H20N4O2","C(CCCCC(=O)C[N+]#N)CCCC(=O)C[N+]#N","InChI=1S/C12H20N4O2/c13-15-9-11(17)7-5-3-1-2-4-6-8-12(18)10-16-14/h1-10H2/q+2","YYZYXQGRYOUEQB-UHFFFAOYSA-N"
1394796,"6-Butyl-1,3-dimethyl-5,6,7,8-tetrahydropyrimido[4,5-d]pyrimidine-2,4(1H,3H)-dione",252.15863,"C12H20N4O2","CCCCN1Cc2c(n(c(=O)n(c2=O)C)C)NC1","InChI=1S/C12H20N4O2/c1-4-5-6-16-7-9-10(13-8-16)14(2)12(18)15(3)11(9)17/h13H,4-8H2,1-3H3","FYELBQLFHQEMJT-UHFFFAOYSA-N"
