"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
7223,"Benzylamine",107.073502,"C7H9N","c1ccc(cc1)CN","InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2","WGQKYBSKWIADBV-UHFFFAOYSA-N"
7234,"N-Methylbenzylamine",107.073502,"C7H9N","CNc1ccccc1","InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3","AFBPFSWMIHJQDM-UHFFFAOYSA-N"
7242,"ethylpyridine",107.073502,"C7H9N","CCc1ccccn1","InChI=1S/C7H9N/c1-2-7-5-3-4-6-8-7/h3-6H,2H2,1H3","NRGGMCIBEHEAIL-UHFFFAOYSA-N"
10937,"3,4-Dimethylpyridine",107.073502,"C7H9N","Cc1ccncc1C","InChI=1S/C7H9N/c1-6-3-4-8-5-7(6)2/h3-5H,1-2H3","NURQLCJSMXZBPC-UHFFFAOYSA-N"
10940,"2,3-Lutidine",107.073502,"C7H9N","Cc1cccnc1C","InChI=1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3","HPYNZHMRTTWQTB-UHFFFAOYSA-N"
11042,"2,5-Lutidine",107.073502,"C7H9N","Cc1ccc(nc1)C","InChI=1S/C7H9N/c1-6-3-4-7(2)8-5-6/h3-5H,1-2H3","XWKFPIODWVPXLX-UHFFFAOYSA-N"
11077,"3,5-Dimethylpyridine",107.073502,"C7H9N","Cc1cc(cnc1)C","InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3","HWWYDZCSSYKIAD-UHFFFAOYSA-N"
59404,"4-Cyanocyclohexene",107.073502,"C7H9N","C1CC(CC=C1)C#N","InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-2,7H,3-5H2","GYBNBQFUPDFFQX-UHFFFAOYSA-N"
67194,"cyanocyclohexene",107.073502,"C7H9N","C1CCC(=CC1)C#N","InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h4H,1-3,5H2","GTMWGXABXQTZRJ-UHFFFAOYSA-N"
72103,"Cyclopentylideneacetonitrile",107.073502,"C7H9N","C1CCC(=CC#N)C1","InChI=1S/C7H9N/c8-6-5-7-3-1-2-4-7/h5H,1-4H2","DNAYRSBMBDMJNU-UHFFFAOYSA-N"
81065,"1-Cyclopentenylacetonitrile",107.073502,"C7H9N","C1CC=C(C1)CC#N","InChI=1S/C7H9N/c8-6-5-7-3-1-2-4-7/h3H,1-2,4-5H2","LEWVRAMNXUWSFL-UHFFFAOYSA-N"
121305,"N-Methyl-di(2-propynyl)-amine",107.073502,"C7H9N","CN(CC#C)CC#C","InChI=1S/C7H9N/c1-4-6-8(3)7-5-2/h1-2H,6-7H2,3H3","SQRXWXCCRCQPKC-UHFFFAOYSA-N"
122902,"2-Cyclohexen-1-carbonitrile",107.073502,"C7H9N","C1CC=CC(C1)C#N","InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h2,4,7H,1,3,5H2","SHQBSKNMMFNYGZ-UHFFFAOYSA-N"
124957,"1-Cyanobicyclo[3.1.0]hexane",107.073502,"C7H9N","C1CC2CC2(C1)C#N","InChI=1S/C7H9N/c8-5-7-3-1-2-6(7)4-7/h6H,1-4H2","WZMKNKUWNYXOEJ-UHFFFAOYSA-N"
126993,"4,4-Dimethyl-2-pentynenitrile",107.073502,"C7H9N","CC(C)(C)C#CC#N","InChI=1S/C7H9N/c1-7(2,3)5-4-6-8/h1-3H3","AXIPPPLLWFZRCH-UHFFFAOYSA-N"
136656,"Acrylonitrile - 1,3-butadiene (1:1)",107.073502,"C7H9N","C=CC=C.C=CC#N","InChI=1S/C4H6.C3H3N/c1-3-4-2;1-2-3-4/h3-4H,1-2H2;2H,1H2","NTXGQCSETZTARF-UHFFFAOYSA-N"
227654,"2,3-Dihydro-1H-pyrrolizine",107.073502,"C7H9N","c1cc2n(c1)CCC2","InChI=1S/C7H9N/c1-3-7-4-2-6-8(7)5-1/h1,3,5H,2,4,6H2","CYXQJHOJIQTXLE-UHFFFAOYSA-N"
279833,"N-(2,5-Cyclohexadien-1-yl)methanimine",107.073502,"C7H9N","C=NC1C=CCC=C1","InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h3-7H,1-2H2","MLYZCDQGUKMGIS-UHFFFAOYSA-N"
