"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
14790,"Chloridazon",221.035583,"C10H8ClN3O","c1ccc(cc1)n2c(=O)c(c(cn2)N)Cl","InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2","WYKYKTKDBLFHCY-UHFFFAOYSA-N"
67309,"4-Methylaminophenol sulfate",221.035797,"C7H11NO5S","CNc1ccc(cc1)O.OS(=O)(=O)O","InChI=1S/C7H9NO.H2O4S/c1-8-6-2-4-7(9)5-3-6;1-5(2,3)4/h2-5,8-9H,1H3;(H2,1,2,3,4)","OHYPPUOVSUINHM-UHFFFAOYSA-N"
131758,"2-Amino-5-chloro-6-phenyl-4(1H)-pyrimidinone",221.035583,"C10H8ClN3O","c1ccc(cc1)c2c(c(=O)nc([nH]2)N)Cl","InChI=1S/C10H8ClN3O/c11-7-8(6-4-2-1-3-5-6)13-10(12)14-9(7)15/h1-5H,(H3,12,13,14,15)","VOSRRSSOXKZTFS-UHFFFAOYSA-N"
141870,"N-Acetyl-S-(carboxymethyl)-L-cysteine",221.035797,"C7H11NO5S","CC(=O)N[C@@H](CSCC(=O)O)C(=O)O","InChI=1S/C7H11NO5S/c1-4(9)8-5(7(12)13)2-14-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1","VHBNOXBGFQQNSF-YFKPBYRVSA-N"
166001,"beta-D-Glucopyranosylisothiocyanate",221.035797,"C7H11NO5S","C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)N=C=S)O)O)O)O","InChI=1S/C7H11NO5S/c9-1-3-4(10)5(11)6(12)7(13-3)8-2-14/h3-7,9-12H,1H2/t3-,4-,5+,6-,7-/m1/s1","BXFUZKVJSUIZLS-XUUWZHRGSA-N"
191457,"2-(Methylamino)phenol sulfate (1:1)",221.035797,"C7H11NO5S","CNc1ccccc1O.OS(=O)(=O)O","InChI=1S/C7H9NO.H2O4S/c1-8-6-4-2-3-5-7(6)9;1-5(2,3)4/h2-5,8-9H,1H3;(H2,1,2,3,4)","GHQGYLAEJFNSOX-UHFFFAOYSA-N"
198015,"5-Amino-6-chloro-2-phenyl-3(2H)-pyridazinone",221.035583,"C10H8ClN3O","c1ccc(cc1)n2c(=O)cc(c(n2)Cl)N","InChI=1S/C10H8ClN3O/c11-10-8(12)6-9(15)14(13-10)7-4-2-1-3-5-7/h1-6H,12H2","BDOCEPSNUBOONQ-UHFFFAOYSA-N"
200045,"2-[(4-Chlorophenyl)amino]-4(3H)-pyrimidinone",221.035583,"C10H8ClN3O","c1cc(ccc1Nc2[nH]c(=O)ccn2)Cl","InChI=1S/C10H8ClN3O/c11-7-1-3-8(4-2-7)13-10-12-6-5-9(15)14-10/h1-6H,(H2,12,13,14,15)","MEUBCTJJRTXLLI-UHFFFAOYSA-N"
205475,"Methyl-p-aminophenol sulfate",221.035797,"C7H11NO5S","Cc1cc(ccc1O)N.OS(=O)(=O)O","InChI=1S/C7H9NO.H2O4S/c1-5-4-6(8)2-3-7(5)9;1-5(2,3)4/h2-4,9H,8H2,1H3;(H2,1,2,3,4)","ZKDSIGRUEFRRAK-UHFFFAOYSA-N"
206995,"N-(2-Chlorophenyl)-1H-imidazole-1-carboxamide",221.035583,"C10H8ClN3O","c1ccc(c(c1)NC(=O)n2ccnc2)Cl","InChI=1S/C10H8ClN3O/c11-8-3-1-2-4-9(8)13-10(15)14-6-5-12-7-14/h1-7H,(H,13,15)","WVYSPTSYYJFACX-UHFFFAOYSA-N"
242548,"3-(1,1-Dioxido-2-oxo-1,3-thiazinan-3-yl)propanoic acid",221.035797,"C7H11NO5S","C1CN(C(=O)S(=O)(=O)C1)CCC(=O)O","InChI=1S/C7H11NO5S/c9-6(10)2-4-8-3-1-5-14(12,13)7(8)11/h1-5H2,(H,9,10)","DJZVGZNPUXEOCC-UHFFFAOYSA-N"
272728,"2-(4-Chlorophenoxy)-4-pyrimidinamine",221.035583,"C10H8ClN3O","c1cc(ccc1Oc2nccc(n2)N)Cl","InChI=1S/C10H8ClN3O/c11-7-1-3-8(4-2-7)15-10-13-6-5-9(12)14-10/h1-6H,(H2,12,13,14)","KZLLLUBJEUISLY-UHFFFAOYSA-N"
273375,"6-Amino-5-(4-chlorophenyl)-2(1H)-pyrimidinone",221.035583,"C10H8ClN3O","c1cc(ccc1c2cnc(=O)[nH]c2N)Cl","InChI=1S/C10H8ClN3O/c11-7-3-1-6(2-4-7)8-5-13-10(15)14-9(8)12/h1-5H,(H3,12,13,14,15)","UWRNHXMRIXESEG-UHFFFAOYSA-N"
273465,"6-Amino-5-(3-chlorophenyl)-2(1H)-pyrimidinone",221.035583,"C10H8ClN3O","c1cc(cc(c1)Cl)c2cnc(=O)[nH]c2N","InChI=1S/C10H8ClN3O/c11-7-3-1-2-6(4-7)8-5-13-10(15)14-9(8)12/h1-5H,(H3,12,13,14,15)","PTROSUCFPVVLMH-UHFFFAOYSA-N"
