"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
7683,"3-Pyridinol",95.037117,"C5H5NO","c1cc(cnc1)O","InChI=1S/C5H5NO/c7-5-2-1-3-6-4-5/h1-4,7H","GRFNBEZIAWKNCO-UHFFFAOYSA-N"
8537,"2-pyridone",95.037117,"C5H5NO","c1ccnc(c1)O","InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)","UBQKCCHYAOITMY-UHFFFAOYSA-N"
11787,"4-Pyridinol",95.037117,"C5H5NO","c1c[nH]ccc1=O","InChI=1S/C5H5NO/c7-5-1-3-6-4-2-5/h1-4H,(H,6,7)","GCNTZFIIOFTKIY-UHFFFAOYSA-N"
12229,"pyridine oxide",95.037117,"C5H5NO","c1cc[n+](cc1)[O-]","InChI=1S/C5H5NO/c7-6-4-2-1-3-5-6/h1-5H","ILVXOBCQQYKLDS-UHFFFAOYSA-N"
13254,"2-Formyl-1H-pyrrole",95.037117,"C5H5NO","c1cc([nH]c1)C=O","InChI=1S/C5H5NO/c7-4-5-2-1-3-6-5/h1-4,6H","ZSKGQVFRTSEPJT-UHFFFAOYSA-N"
472732,"2-Azabicyclo[2.2.0]hex-5-en-3-one",95.037117,"C5H5NO","C1=CC2C1C(=O)N2","InChI=1S/C5H5NO/c7-5-3-1-2-4(3)6-5/h1-4H,(H,6,7)","KPCCPWBBOMBLEC-UHFFFAOYSA-N"
555665,"1H-Pyrrole-3-carbaldehyde",95.037117,"C5H5NO","c1c[nH]cc1C=O","InChI=1S/C5H5NO/c7-4-5-1-2-6-3-5/h1-4,6H","CHNYVNOFAWYUEG-UHFFFAOYSA-N"
558371,"2-Oxopent-3-enenitrile",95.037117,"C5H5NO","C/C=C/C(=O)C#N","InChI=1S/C5H5NO/c1-2-3-5(7)4-6/h2-3H,1H3/b3-2+","QUQMVLVTMRZEML-NSCUHMNNSA-N"
558374,"4-Oxopent-2-enenitrile",95.037117,"C5H5NO","CC(=O)/C=C/C#N","InChI=1S/C5H5NO/c1-5(7)3-2-4-6/h2-3H,1H3/b3-2+","NNKSQQOADOOAKK-NSCUHMNNSA-N"
9183008,"(1S,4R)-2-Azabicyclo[2.2.0]hex-5-en-3-one",95.037117,"C5H5NO","C1=CC2C1C(=O)N2","InChI=1S/C5H5NO/c7-5-3-1-2-4(3)6-5/h1-4H,(H,6,7)","KPCCPWBBOMBLEC-UHFFFAOYSA-N"
9193991,"3-Vinyl-1,2-oxazole",95.037117,"C5H5NO","C=Cc1ccon1","InChI=1S/C5H5NO/c1-2-5-3-4-7-6-5/h2-4H,1H2","WHALRBQHHBHKEO-UHFFFAOYSA-N"
9215800,"2-Methylene-1,2-dihydro-3H-pyrrol-3-one",95.037117,"C5H5NO","O=C\1\C(=C)N/C=C/1","InChI=1S/C5H5NO/c1-4-5(7)2-3-6-4/h2-3,6H,1H2","YJZLFRFUAHLYBR-UHFFFAOYSA-N"
9237461,"Cyclopropyl(oxo)acetonitrile",95.037117,"C5H5NO","N#CC(=O)C1CC1","InChI=1S/C5H5NO/c6-3-5(7)4-1-2-4/h4H,1-2H2","OXFVCMMQMWINHL-UHFFFAOYSA-N"
9269685,"(4S)-4-Ethynyl-2-azetidinone",95.037117,"C5H5NO","O=C1C[C@@H](C#C)N1","InChI=1S/C5H5NO/c1-2-4-3-5(7)6-4/h1,4H,3H2,(H,6,7)/t4-/m1/s1","VVICRXUYFSFJSR-SCSAIBSYSA-N"
9518927,"(2Z)-3-[(2R)-2-Oxiranyl]acrylonitrile",95.037117,"C5H5NO","N#C\C=C/[C@H]1OC1","InChI=1S/C5H5NO/c6-3-1-2-5-4-7-5/h1-2,5H,4H2/b2-1-/t5-/m1/s1","HYQYBISESFDJCQ-HVBDUXJMSA-N"
9632500,"(2E)-3-Methyl-4-oxo-2-butenenitrile",95.037117,"C5H5NO","N#C\C=C(\C=O)C","InChI=1S/C5H5NO/c1-5(4-7)2-3-6/h2,4H,1H3/b5-2+","XCOOSSPISDTMHL-GORDUTHDSA-N"
10271372,"3-Oxocyclobutanecarbonitrile",95.037117,"C5H5NO","C1C(CC1=O)C#N","InChI=1S/C5H5NO/c6-3-4-1-5(7)2-4/h4H,1-2H2","MSAGLWTVMUDVDT-UHFFFAOYSA-N"
10522235,"formylpyrrole",95.037117,"C5H5NO","O=Cn1cccc1","InChI=1S/C5H5NO/c7-5-6-3-1-2-4-6/h1-5H","PLAHHVUZRZZLQN-UHFFFAOYSA-N"
10559256,"5-Vinyl-1,2-oxazole",95.037117,"C5H5NO","C=Cc1ccno1","InChI=1S/C5H5NO/c1-2-5-3-4-6-7-5/h2-4H,1H2","ZDJWVRSLZWIXGG-UHFFFAOYSA-N"
10624129,"2(3H)-Pyridinone",95.037117,"C5H5NO","O=C/1C/C=C\C=N\1","InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-2,4H,3H2","FPGGLMIYNLQOID-UHFFFAOYSA-N"
10762180,"4(3H)-Pyridinone",95.037117,"C5H5NO","C1C=NC=CC1=O","InChI=1S/C5H5NO/c7-5-1-3-6-4-2-5/h1,3-4H,2H2","MPOYBFYHRQBZPM-UHFFFAOYSA-N"
11418660,"1,2-Oxazepine",95.037117,"C5H5NO","C1=CC=NOC=C1","InChI=1S/C5H5NO/c1-2-4-6-7-5-3-1/h1-5H","SFJGCXYXEFWEBK-UHFFFAOYSA-N"
13301363,"3-pyridone",95.037117,"C5H5NO","C1C(=O)C=CC=N1","InChI=1S/C5H5NO/c7-5-2-1-3-6-4-5/h1-3H,4H2","GKECDORWWXXNRY-UHFFFAOYSA-N"
13539305,"5-pyridone",95.037117,"C5H5NO","C1C=CC(=O)C=N1","InChI=1S/C5H5NO/c7-5-2-1-3-6-4-5/h1-2,4H,3H2","LFKQAJAEPPQNRV-UHFFFAOYSA-N"
13559885,"4,5-Dihydro-2-furancarbonitrile",95.037117,"C5H5NO","C1COC(=C1)C#N","InChI=1S/C5H5NO/c6-4-5-2-1-3-7-5/h2H,1,3H2","ZMMRMSTYDMIIAH-UHFFFAOYSA-N"
13685542,"1,4-Oxazepine",95.037117,"C5H5NO","C1=COC=CN=C1","InChI=1S/C5H5NO/c1-2-6-3-5-7-4-1/h1-5H","WXLCDTBTIVJDCE-UHFFFAOYSA-N"
14173497,"2(5H)-Pyridinone",95.037117,"C5H5NO","C1C=CC(=O)N=C1","InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1,3-4H,2H2","CSMMEAYSMCAJPJ-UHFFFAOYSA-N"
