"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
2629,"Chlorpyrifos",348.92627,"C9H11Cl3NO3PS","CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl","InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3","SBPBAQFWLVIOKP-UHFFFAOYSA-N"
214903,"3,4-Dichloro-N,N-bis(2-chloroethyl)benzenesulfonamide",348.926453,"C10H11Cl4NO2S","c1cc(c(cc1S(=O)(=O)N(CCCl)CCCl)Cl)Cl","InChI=1S/C10H11Cl4NO2S/c11-3-5-15(6-4-12)18(16,17)8-1-2-9(13)10(14)7-8/h1-2,7H,3-6H2","YMOJJQCVBSAXNM-UHFFFAOYSA-N"
464819,"carbon monoxide; chromium(+4) cation; chromium(+5) cation; cyclooctane; methanone",348.926025,"C13H9Cr2O5","[CH-]=O.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[CH-]1[CH-][CH-][CH-][CH-][CH-][CH-][CH-]1.[Cr+4].[Cr+5]","InChI=1S/C8H8.CHO.4CO.2Cr/c1-2-4-6-8-7-5-3-1;5*1-2;;/h1-8H;1H;;;;;;/q-8;-1;;;;;+4;+5","MLEKEANWWWYJRX-UHFFFAOYSA-N"
478517,"4-[Trichloromethyl]-2-[[4-nitrophenyl]thio]pyrimidine",348.924622,"C11H6Cl3N3O2S","c1cc(ccc1[N+](=O)[O-])Sc2nccc(n2)C(Cl)(Cl)Cl","InChI=1S/C11H6Cl3N3O2S/c12-11(13,14)9-5-6-15-10(16-9)20-8-3-1-7(2-4-8)17(18)19/h1-6H","WMQXRMOKHZHHFH-UHFFFAOYSA-N"
541619,"Dibromo[(diphenylmethylene)amino]borane",348.927277,"C13H10BBr2N","B(N=C(c1ccccc1)c2ccccc2)(Br)Br","InChI=1S/C13H10BBr2N/c15-14(16)17-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H","PAJBSDJOIOALHA-UHFFFAOYSA-N"
1734936,"2,2'-{[(4-Bromophenyl)sulfonyl]imino}diacetate",348.926666,"C10H8BrNO6S","c1cc(ccc1S(=O)(=O)N(CC(=O)[O-])CC(=O)[O-])Br","InChI=1S/C10H10BrNO6S/c11-7-1-3-8(4-2-7)19(17,18)12(5-9(13)14)6-10(15)16/h1-4H,5-6H2,(H,13,14)(H,15,16)/p-2","FFJHNJMZPCNIKN-UHFFFAOYSA-L"
2013965,"1-[(5-Nitro-2-thienyl)methylene]-2-(2,4,6-trichlorophenyl)hydrazine",348.924622,"C11H6Cl3N3O2S","c1cc(sc1C=NNc2c(cc(cc2Cl)Cl)Cl)[N+](=O)[O-]","InChI=1S/C11H6Cl3N3O2S/c12-6-3-8(13)11(9(14)4-6)16-15-5-7-1-2-10(20-7)17(18)19/h1-5,16H","JFBOMPQDLNRACW-UHFFFAOYSA-N"
2059062,"[(3-Chlorophenyl)amino]({[(2,4-dichloro-1,3-thiazol-5-yl)methylene]amino}oxy)methanone",348.924622,"C11H6Cl3N3O2S","c1cc(cc(c1)Cl)NC(=O)ON=Cc2c(nc(s2)Cl)Cl","InChI=1S/C11H6Cl3N3O2S/c12-6-2-1-3-7(4-6)16-11(18)19-15-5-8-9(13)17-10(14)20-8/h1-5H,(H,16,18)","PQSMQESTQBAUGZ-UHFFFAOYSA-N"
2059063,"[(4-Chlorophenyl)amino]({[(2,4-dichloro-1,3-thiazol-5-yl)methylene]amino}oxy)methanone",348.924622,"C11H6Cl3N3O2S","c1cc(ccc1NC(=O)ON=Cc2c(nc(s2)Cl)Cl)Cl","InChI=1S/C11H6Cl3N3O2S/c12-6-1-3-7(4-2-6)16-11(18)19-15-5-8-9(13)17-10(14)20-8/h1-5H,(H,16,18)","UKDZIBOUXXNFOX-UHFFFAOYSA-N"
2327812,"4-Ethyl-2-iodo-7-oxo-4,7-dihydrothieno[3,2-b]pyridine-6-carboxylic acid",348.926941,"C10H8INO3S","CCn1cc(c(=O)c2c1cc(s2)I)C(=O)O","InChI=1S/C10H8INO3S/c1-2-12-4-5(10(14)15)8(13)9-6(12)3-7(11)16-9/h3-4H,2H2,1H3,(H,14,15)","BHPPZVBYZPMYOK-UHFFFAOYSA-N"
