"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
14775,"Bromoxynil",274.858124,"C7H3Br2NO","c1c(cc(c(c1Br)O)Br)C#N","InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H","UPMXNNIRAGDFEH-UHFFFAOYSA-N"
2057700,"2,4-Dibromo-6-hydroxybenzonitrile",274.858124,"C7H3Br2NO","c1c(cc(c(c1O)C#N)Br)Br","InChI=1S/C7H3Br2NO/c8-4-1-6(9)5(3-10)7(11)2-4/h1-2,11H","ZBEHUYDPUNXYLL-UHFFFAOYSA-N"
2062508,"Hydroxy-3,5-dibromobenzonitrile",274.858124,"C7H3Br2NO","c1c(cc(c(c1C#N)O)Br)Br","InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)7(11)6(9)2-5/h1-2,11H","IZOWHVRXNOVUGY-UHFFFAOYSA-N"
3838711,"2,4-Dibromophenyl isocyanate",274.858124,"C7H3Br2NO","c1cc(c(cc1Br)Br)N=C=O","InChI=1S/C7H3Br2NO/c8-5-1-2-7(10-4-11)6(9)3-5/h1-3H","CGEZHWIPFKRZBF-UHFFFAOYSA-N"
8692025,"2,3-Dibromofuro[3,2-b]pyridine",274.858124,"C7H3Br2NO","Brc1c2ncccc2oc1Br","InChI=1S/C7H3Br2NO/c8-5-6-4(11-7(5)9)2-1-3-10-6/h1-3H","GNQZWZNPHHQVIE-UHFFFAOYSA-N"
8692026,"2,3-Dibromofuro[3,2-c]pyridine",274.858124,"C7H3Br2NO","Brc1c2c(oc1Br)ccnc2","InChI=1S/C7H3Br2NO/c8-6-4-3-10-2-1-5(4)11-7(6)9/h1-3H","MVMYWTHIJIJAEQ-UHFFFAOYSA-N"
8763916,"3,4-Dibromofuro[2,3-c]pyridine",274.858124,"C7H3Br2NO","Brc2cncc1occ(Br)c12","InChI=1S/C7H3Br2NO/c8-4-1-10-2-6-7(4)5(9)3-11-6/h1-3H","OSJKSBZNVJXBLJ-UHFFFAOYSA-N"
8811598,"3,7-Dibromofuro[2,3-c]pyridine",274.858124,"C7H3Br2NO","Brc2nccc1c2occ1Br","InChI=1S/C7H3Br2NO/c8-5-3-11-6-4(5)1-2-10-7(6)9/h1-3H","QXTPWNVOQOHNMX-UHFFFAOYSA-N"
8977757,"2,3-Dibromofuro[2,3-b]pyridine",274.858124,"C7H3Br2NO","Brc1c2cccnc2oc1Br","InChI=1S/C7H3Br2NO/c8-5-4-2-1-3-10-7(4)11-6(5)9/h1-3H","NOLVONBMOAGTKK-UHFFFAOYSA-N"
13505470,"2,6-Dibromo-4-hydroxybenzonitrile",274.858124,"C7H3Br2NO","c1c(cc(c(c1Br)C#N)Br)O","InChI=1S/C7H3Br2NO/c8-6-1-4(11)2-7(9)5(6)3-10/h1-2,11H","BWIKNENYIJXHDG-UHFFFAOYSA-N"
15289618,"1,3-Dibromo-5-isocyanatobenzene",274.858124,"C7H3Br2NO","Brc1cc(/N=C=O)cc(Br)c1","InChI=1S/C7H3Br2NO/c8-5-1-6(9)3-7(2-5)10-4-11/h1-3H","LWZINQDLMRXGHY-UHFFFAOYSA-N"
25614907,"5,7-Dibromo-1,3-benzoxazole",274.858,"C7H3Br2NO","c1c(cc(c2c1nco2)Br)Br","InChI=1S/C7H3Br2NO/c8-4-1-5(9)7-6(2-4)10-3-11-7/h1-3H","JYFXEKOPMFFESO-UHFFFAOYSA-N"
37855834,"2,5-Dibromo-1,3-benzoxazole",274.858124,"C7H3Br2NO","c1cc2c(cc1Br)nc(o2)Br","InChI=1S/C7H3Br2NO/c8-4-1-2-6-5(3-4)10-7(9)11-6/h1-3H","WFTDDASUGJYMGK-UHFFFAOYSA-N"
37855835,"2,7-Dibromo-1,3-benzoxazole",274.858124,"C7H3Br2NO","c1cc2c(c(c1)Br)oc(n2)Br","InChI=1S/C7H3Br2NO/c8-4-2-1-3-5-6(4)11-7(9)10-5/h1-3H","UPOFOXKITINBFO-UHFFFAOYSA-N"
37855836,"2,6-Dibromo-1,3-benzoxazole",274.858124,"C7H3Br2NO","c1cc2c(cc1Br)oc(n2)Br","InChI=1S/C7H3Br2NO/c8-4-1-2-5-6(3-4)11-7(9)10-5/h1-3H","VWSDXUQJZPTECY-UHFFFAOYSA-N"
38238407,"2,5-Dibromo-4-hydroxybenzonitrile",274.858124,"C7H3Br2NO","c1c(c(cc(c1Br)O)Br)C#N","InChI=1S/C7H3Br2NO/c8-5-2-7(11)6(9)1-4(5)3-10/h1-2,11H","YVLPVZUEQVYPHU-UHFFFAOYSA-N"
39590485,"(2E)-3-(4,5-Dibromo-2-furyl)acrylonitrile",274.858124,"C7H3Br2NO","c1c(oc(c1Br)Br)/C=C/C#N","InChI=1S/C7H3Br2NO/c8-6-4-5(2-1-3-10)11-7(6)9/h1-2,4H/b2-1+","ZKHIUSOUXNTQLQ-OWOJBTEDSA-N"
40206912,"1,4-Dibromo-2-isocyanatobenzene",274.858124,"C7H3Br2NO","c1cc(c(cc1Br)N=C=O)Br","InChI=1S/C7H3Br2NO/c8-5-1-2-6(9)7(3-5)10-4-11/h1-3H","CCXIDWGJIDIUBU-UHFFFAOYSA-N"
