"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
6952,"1,3-Benzothiazole",135.014267,"C7H5NS","c1ccc2c(c1)ncs2","InChI=1S/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H","IOJUPLGTWVMSFF-UHFFFAOYSA-N"
7390,"Phenyl isothiocyanate",135.014267,"C7H5NS","c1ccc(cc1)N=C=S","InChI=1S/C7H5NS/c9-6-8-7-4-2-1-3-5-7/h1-5H","QKFJKGMPGYROCL-UHFFFAOYSA-N"
8869,"Thieno(2,3-c)pyridine",135.014267,"C7H5NS","c1cncc2c1ccs2","InChI=1S/C7H5NS/c1-3-8-5-7-6(1)2-4-9-7/h1-5H","GDQBPBMIAFIRIU-UHFFFAOYSA-N"
8870,"1,2-Benzothiazole",135.014267,"C7H5NS","c1ccc2c(c1)cns2","InChI=1S/C7H5NS/c1-2-4-7-6(3-1)5-8-9-7/h1-5H","CSNIZNHTOVFARY-UHFFFAOYSA-N"
20074,"Phenyl thiocyanate",135.014267,"C7H5NS","c1ccc(cc1)SC#N","InChI=1S/C7H5NS/c8-6-9-7-4-2-1-3-5-7/h1-5H","YXCDJKQYFBEAOU-UHFFFAOYSA-N"
60824,"thieno[3,2-c]pyridine",135.014267,"C7H5NS","c1cncc2c1scc2","InChI=1S/C7H5NS/c1-3-8-5-6-2-4-9-7(1)6/h1-5H","MKYRMMMSZSVIGD-UHFFFAOYSA-N"
99759,"3-(2-Thienyl)acrylonitrile",135.014267,"C7H5NS","c1cc(sc1)C=CC#N","InChI=1S/C7H5NS/c8-5-1-3-7-4-2-6-9-7/h1-4,6H","CONLQGNBFRQUBX-UHFFFAOYSA-N"
255801,"Thieno[2,3-b]pyridine",135.014267,"C7H5NS","c1cc2ccsc2nc1","InChI=1S/C7H5NS/c1-2-6-3-5-9-7(6)8-4-1/h1-5H","SMZMHUCIDGHERP-UHFFFAOYSA-N"
508541,"4-mercaptobenzonitrile",135.014267,"C7H5NS","c1cc(ccc1C#N)S","InChI=1S/C7H5NS/c8-5-6-1-3-7(9)4-2-6/h1-4,9H","MVPUXVBBHWUOFS-UHFFFAOYSA-N"
553575,"2,1-Benzothiazole",135.014267,"C7H5NS","c1ccc2c(c1)csn2","InChI=1S/C7H5NS/c1-2-4-7-6(3-1)5-9-8-7/h1-5H","JGQPSDIWMGNAPE-UHFFFAOYSA-N"
3900412,"2-Pyridinylacetylenethiol",135.014267,"C7H5NS","c1ccnc(c1)C#CS","InChI=1S/C7H5NS/c9-6-4-7-3-1-2-5-8-7/h1-3,5,9H","ZNDNCTAYOSAEQC-UHFFFAOYSA-N"
3900413,"3-Pyridinylacetylenethiol",135.014267,"C7H5NS","c1cc(cnc1)C#CS","InChI=1S/C7H5NS/c9-5-3-7-2-1-4-8-6-7/h1-2,4,6,9H","NMNRZWYLIPUAIJ-UHFFFAOYSA-N"
3900414,"4-Pyridinylacetylenethiol",135.014267,"C7H5NS","c1cnccc1C#CS","InChI=1S/C7H5NS/c9-6-3-7-1-4-8-5-2-7/h1-2,4-5,9H","AQVPCGVDACGTAL-UHFFFAOYSA-N"
4576042,"(2E)-3-(2-Thienyl)acrylonitrile",135.014267,"C7H5NS","c1cc(sc1)/C=C/C#N","InChI=1S/C7H5NS/c8-5-1-3-7-4-2-6-9-7/h1-4,6H/b3-1+","CONLQGNBFRQUBX-HNQUOIGGSA-N"
8255985,"",135.014267,"C7H5NS","N#C\C=C/c1sccc1","InChI=1S/C7H5NS/c8-5-1-3-7-4-2-6-9-7/h1-4,6H/b3-1-","CONLQGNBFRQUBX-IWQZZHSRSA-N"
8504799,"(E)-3-(3-thienyl)prop-2-enenitrile",135.014267,"C7H5NS","N#C\C=C\c1ccsc1","InChI=1S/C7H5NS/c8-4-1-2-7-3-5-9-6-7/h1-3,5-6H/b2-1+","CBHZBVLWQJCTQF-OWOJBTEDSA-N"
8758213,"3-Thiabicyclo[3.2.0]hepta-1,4-diene-6-carbonitrile",135.014267,"C7H5NS","N#CC2c1c(csc1)C2","InChI=1S/C7H5NS/c8-2-5-1-6-3-9-4-7(5)6/h3-5H,1H2","KPJGHJJXWJGVDV-UHFFFAOYSA-N"
9194108,"2-Sulfanylbenzonitrile",135.014267,"C7H5NS","N#Cc1ccccc1S","InChI=1S/C7H5NS/c8-5-6-3-1-2-4-7(6)9/h1-4,9H","AOYOBWSGCQMROU-UHFFFAOYSA-N"
9993781,"(2Z)-3-(3-Thienyl)acrylonitrile",135.014267,"C7H5NS","c1cscc1/C=C\C#N","InChI=1S/C7H5NS/c8-4-1-2-7-3-5-9-6-7/h1-3,5-6H/b2-1-","CBHZBVLWQJCTQF-UPHRSURJSA-N"
10562086,"Thieno[3,4-b]pyridine",135.014267,"C7H5NS","c1scc2ncccc12","InChI=1S/C7H5NS/c1-2-6-4-9-5-7(6)8-3-1/h1-5H","FKNKKPFULFAZLX-UHFFFAOYSA-N"
10562087,"Thieno[3,4-c]pyridine",135.014267,"C7H5NS","c1scc2cnccc12","InChI=1S/C7H5NS/c1-2-8-3-7-5-9-4-6(1)7/h1-5H","QXWYLVQTEJWMKW-UHFFFAOYSA-N"
10575087,"thienopyridine",135.014267,"C7H5NS","C1=CC2=C(C=CS2)N=C1","InChI=1S/C7H5NS/c1-2-7-6(8-4-1)3-5-9-7/h1-5H","DBDCNCCRPKTRSD-UHFFFAOYSA-N"
13481734,"3-Sulfanylbenzonitrile",135.014267,"C7H5NS","c1cc(cc(c1)S)C#N","InChI=1S/C7H5NS/c8-5-6-2-1-3-7(9)4-6/h1-4,9H","QXUOTIAFDYTLHW-UHFFFAOYSA-N"
15349940,"2-(3-Thienyl)acrylonitrile",135.014267,"C7H5NS","C=C(C#N)c1ccsc1","InChI=1S/C7H5NS/c1-6(4-8)7-2-3-9-5-7/h2-3,5H,1H2","UNWGCCCUEBEIQB-UHFFFAOYSA-N"
24195396,"1H-Cyclopropa[d]pyrrolo[2,1-b][1,3]thiazole",135.014267,"C7H5NS","c1cc2n(c1)c3c(s2)C3","InChI=1S/C7H5NS/c1-2-7-8(3-1)5-4-6(5)9-7/h1-3H,4H2","FYGIODNPZWCBHH-UHFFFAOYSA-N"
25941151,"Phenylthiazirene",135.014267,"C7H5NS","c1ccc(cc1)C2=NS2","InChI=1S/C7H5NS/c1-2-4-6(5-3-1)7-8-9-7/h1-5H","UTHHUCCBVAQFTL-UHFFFAOYSA-N"
25941152,"benzonitrile sulfide",135.014267,"C7H5NS","c1ccc(cc1)C#[N+][S-]","InChI=1S/C7H5NS/c9-8-6-7-4-2-1-3-5-7/h1-5H","MIIZAWXRDLVUQT-UHFFFAOYSA-N"
