"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
39402,"propiconazole",341.069794,"C15H17Cl2N3O2","CCCC1COC(O1)(Cn2cncn2)c3ccc(cc3Cl)Cl","InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","STJLVHWMYQXCPB-UHFFFAOYSA-N"
188953,"N-Cyclohexyl-5-[(2,5-dichlorophenoxy)methyl]-1,3,4-oxadiazol-2-amine",341.069794,"C15H17Cl2N3O2","c1cc(c(cc1Cl)OCc2nnc(o2)NC3CCCCC3)Cl","InChI=1S/C15H17Cl2N3O2/c16-10-6-7-12(17)13(8-10)21-9-14-19-20-15(22-14)18-11-4-2-1-3-5-11/h6-8,11H,1-5,9H2,(H,18,20)","ACDVXMAIYBRKTE-UHFFFAOYSA-N"
247805,"4-[(E)-(Dicyanomethyl)diazenyl]-N-(4-methyl-2-pyrimidinyl)benzenesulfonamide",341.069489,"C14H11N7O2S","Cc1ccnc(n1)NS(=O)(=O)c2ccc(cc2)/N=N/C(C#N)C#N","InChI=1S/C14H11N7O2S/c1-10-6-7-17-14(18-10)21-24(22,23)13-4-2-11(3-5-13)19-20-12(8-15)9-16/h2-7,12H,1H3,(H,17,18,21)/b20-19+","VNPAEOJKPPELQG-FMQUCBEESA-N"
248212,"5-Hydroxy-2-phenylanthra[1,2-d][1,3]oxazole-6,11-dione",341.068817,"C21H11NO4","c1ccc(cc1)c2nc3c(o2)cc(c4c3C(=O)c5ccccc5C4=O)O","InChI=1S/C21H11NO4/c23-14-10-15-18(22-21(26-15)11-6-2-1-3-7-11)17-16(14)19(24)12-8-4-5-9-13(12)20(17)25/h1-10,23H","IJMRMGHLMBZZJL-UHFFFAOYSA-N"
278977,"6'-[Bis(2-chloroethyl)amino]-2',3'-dihydro-2H,5H-spiro[imidazolidine-4,1'-indene]-2,5-dione",341.069794,"C15H17Cl2N3O2","c1cc2c(cc1N(CCCl)CCCl)C3(CC2)C(=O)NC(=O)N3","InChI=1S/C15H17Cl2N3O2/c16-5-7-20(8-6-17)11-2-1-10-3-4-15(12(10)9-11)13(21)18-14(22)19-15/h1-2,9H,3-8H2,(H2,18,19,21,22)","SLOOKLJYJCGNRB-UHFFFAOYSA-N"
344334,"{[6-(2-Fluorophenyl)[1,3]dioxolo[4,5-g]quinolin-8-yl]oxy}acetic acid",341.069946,"C18H12FNO5","c1ccc(c(c1)c2cc(c3cc4c(cc3n2)OCO4)OCC(=O)O)F","InChI=1S/C18H12FNO5/c19-12-4-2-1-3-10(12)13-6-15(23-8-18(21)22)11-5-16-17(25-9-24-16)7-14(11)20-13/h1-7H,8-9H2,(H,21,22)","FPKJUXUMRDPFFP-UHFFFAOYSA-N"
348988,"N-Carbamoyl-1-[(4-methoxyphenyl)sulfonyl]-5-oxoprolinamide",341.068146,"C13H15N3O6S","COc1ccc(cc1)S(=O)(=O)N2C(CCC2=O)C(=O)NC(=O)N","InChI=1S/C13H15N3O6S/c1-22-8-2-4-9(5-3-8)23(20,21)16-10(6-7-11(16)17)12(18)15-13(14)19/h2-5,10H,6-7H2,1H3,(H3,14,15,18,19)","CEDWRRNGZKOUTM-UHFFFAOYSA-N"
395650,"1-[(3R,4S)-1-(2,3-Dichlorophenyl)-4-hydroxy-3-pentanyl]-1H-imidazole-4-carboxamide",341.069794,"C15H17Cl2N3O2","C[C@@H]([C@@H](CCc1cccc(c1Cl)Cl)n2cc(nc2)C(=O)N)O","InChI=1S/C15H17Cl2N3O2/c1-9(21)13(20-7-12(15(18)22)19-8-20)6-5-10-3-2-4-11(16)14(10)17/h2-4,7-9,13,21H,5-6H2,1H3,(H2,18,22)/t9-,13+/m0/s1","HCJYSIGJDKNVRU-TVQRCGJNSA-N"
398429,"2-Oxo-2-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-ylamino)ethyl 1-pyrrolidinecarbodithioate",341.069031,"C14H19N3OS3","C1CCc2c(nc(s2)NC(=O)CSC(=S)N3CCCC3)C1","InChI=1S/C14H19N3OS3/c18-12(9-20-14(19)17-7-3-4-8-17)16-13-15-10-5-1-2-6-11(10)21-13/h1-9H2,(H,15,16,18)","FSOLBFZOTAKPOA-UHFFFAOYSA-N"
492861,"1-{4-amino-3-[(2-piperidinoethyl)sulfanyl]thieno[2,3-c]isothiazol-5-yl}-1-ethanone",341.069031,"C14H19N3OS3","CC(=O)c1c(c2c(s1)nsc2SCCN3CCCCC3)N","InChI=1S/C14H19N3OS3/c1-9(18)12-11(15)10-13(20-12)16-21-14(10)19-8-7-17-5-3-2-4-6-17/h2-8,15H2,1H3","MAPKZZFZZACUDG-UHFFFAOYSA-N"
