"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
3891,"Mebeverine",429.251526,"C25H35NO5","CCN(CCCCOC(=O)c1ccc(c(c1)OC)OC)C(C)Cc2ccc(cc2)OC","InChI=1S/C25H35NO5/c1-6-26(19(2)17-20-9-12-22(28-3)13-10-20)15-7-8-16-31-25(27)21-11-14-23(29-4)24(18-21)30-5/h9-14,18-19H,6-8,15-17H2,1-5H3","VYVKHNNGDFVQGA-UHFFFAOYSA-N"
297949,"7-(Dimethylamino)-4,4-bis[4-(dimethylamino)phenyl]-3,4-dihydro-1(2H)-phthalazinone",429.252869,"C26H31N5O","CN(C)c1ccc(cc1)C2(c3ccc(cc3C(=O)NN2)N(C)C)c4ccc(cc4)N(C)C","InChI=1S/C26H31N5O/c1-29(2)20-11-7-18(8-12-20)26(19-9-13-21(14-10-19)30(3)4)24-16-15-22(31(5)6)17-23(24)25(32)27-28-26/h7-17,28H,1-6H3,(H,27,32)","CKEUPSPJMSPTRI-UHFFFAOYSA-N"
412723,"4,6'-Dihydroxy-6-(2-hydroxyethyl)-2',5',5',8a'-tetramethyl-3',4',4a',5,5',6,6',7',8',8a'-decahydro-2'H-spiro[furo[2,3-f]isoindole-2,1'-naphthalen]-7(3H)-one",429.251526,"C25H35NO5","CC1CCC2C(C(CCC2(C13Cc4c(cc5c(c4O)CN(C5=O)CCO)O3)C)O)(C)C","InChI=1S/C25H35NO5/c1-14-5-6-19-23(2,3)20(28)7-8-24(19,4)25(14)12-16-18(31-25)11-15-17(21(16)29)13-26(9-10-27)22(15)30/h11,14,19-20,27-29H,5-10,12-13H2,1-4H3","LFDSCKHKJMUBAW-UHFFFAOYSA-N"
488198,"6-[Fluoro(dimethyl)silyl]-3-(10-phenyldecyl)-6,7-dihydro-1,2-benzoxazol-4(5H)-one",429.249939,"C25H36FNO2Si","C[Si](C)(C1Cc2c(c(no2)CCCCCCCCCCc3ccccc3)C(=O)C1)F","InChI=1S/C25H36FNO2Si/c1-30(2,26)21-18-23(28)25-22(27-29-24(25)19-21)17-13-8-6-4-3-5-7-10-14-20-15-11-9-12-16-20/h9,11-12,15-16,21H,3-8,10,13-14,17-19H2,1-2H3","KWHDETIMZYTSGX-UHFFFAOYSA-N"
550968,"2-[(Trimethylsilyl)amino]-3-[(trimethylsilyl)oxy]estra-1(10),2,4-trien-17-one",429.251923,"C24H39NO2Si2","CC12CCC3c4cc(c(cc4CCC3C1CCC2=O)O[Si](C)(C)C)N[Si](C)(C)C","InChI=1S/C24H39NO2Si2/c1-24-13-12-17-18(20(24)10-11-23(24)26)9-8-16-14-22(27-29(5,6)7)21(15-19(16)17)25-28(2,3)4/h14-15,17-18,20,25H,8-13H2,1-7H3","RDNYUTQAWUFNKD-UHFFFAOYSA-N"
1191579,"N'-[2-(4-Methoxyphenyl)-5-phenylpyrazolo[1,5-a]pyrimidin-7-yl]-N,N,2,2-tetramethyl-1,3-propanediamine",429.252869,"C26H31N5O","CC(C)(CNc1cc(nc2n1nc(c2)c3ccc(cc3)OC)c4ccccc4)CN(C)C","InChI=1S/C26H31N5O/c1-26(2,18-30(3)4)17-27-24-15-22(19-9-7-6-8-10-19)28-25-16-23(29-31(24)25)20-11-13-21(32-5)14-12-20/h6-16,27H,17-18H2,1-5H3","NUXMLMNQDOATAW-UHFFFAOYSA-N"
1425159,"2-Amino-1-(4-ethylphenyl)-N-heptyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",429.252869,"C26H31N5O","CCCCCCCNC(=O)c1c2c(nc3ccccc3n2)n(c1N)c4ccc(cc4)CC","InChI=1S/C26H31N5O/c1-3-5-6-7-10-17-28-26(32)22-23-25(30-21-12-9-8-11-20(21)29-23)31(24(22)27)19-15-13-18(4-2)14-16-19/h8-9,11-16H,3-7,10,17,27H2,1-2H3,(H,28,32)","XXSFVEQAWMJJBO-UHFFFAOYSA-N"
1458125,"2-Amino-1-(2,5-dimethylphenyl)-N-heptyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",429.252869,"C26H31N5O","CCCCCCCNC(=O)c1c2c(nc3ccccc3n2)n(c1N)c4cc(ccc4C)C","InChI=1S/C26H31N5O/c1-4-5-6-7-10-15-28-26(32)22-23-25(30-20-12-9-8-11-19(20)29-23)31(24(22)27)21-16-17(2)13-14-18(21)3/h8-9,11-14,16H,4-7,10,15,27H2,1-3H3,(H,28,32)","JBSDJVRSHMSCCL-UHFFFAOYSA-N"
1498788,"2-Amino-N-heptyl-1-(4-methylbenzyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",429.252869,"C26H31N5O","CCCCCCCNC(=O)c1c2c(nc3ccccc3n2)n(c1N)Cc4ccc(cc4)C","InChI=1S/C26H31N5O/c1-3-4-5-6-9-16-28-26(32)22-23-25(30-21-11-8-7-10-20(21)29-23)31(24(22)27)17-19-14-12-18(2)13-15-19/h7-8,10-15H,3-6,9,16-17,27H2,1-2H3,(H,28,32)","GYJHFIMPDCWRBR-UHFFFAOYSA-N"
1508058,"2-Amino-1-(3-ethylphenyl)-N-heptyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",429.252869,"C26H31N5O","CCCCCCCNC(=O)c1c2c(nc3ccccc3n2)n(c1N)c4cccc(c4)CC","InChI=1S/C26H31N5O/c1-3-5-6-7-10-16-28-26(32)22-23-25(30-21-15-9-8-14-20(21)29-23)31(24(22)27)19-13-11-12-18(4-2)17-19/h8-9,11-15,17H,3-7,10,16,27H2,1-2H3,(H,28,32)","JSABJAURVBKOSL-UHFFFAOYSA-N"
