"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
2169,"Atrazine",215.093781,"C8H14ClN5","CC/N=c/1\[nH]/c(=N/C(C)C)/[nH]c(n1)Cl","InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)","MXWJVTOOROXGIU-UHFFFAOYSA-N"
31584,"furcarbanil",215.094635,"C13H13NO2","Cc1cc(c(o1)C)C(=O)Nc2ccccc2","InChI=1S/C13H13NO2/c1-9-8-12(10(2)16-9)13(15)14-11-6-4-3-5-7-11/h3-8H,1-2H3,(H,14,15)","XEPBBUCQCXXTGR-UHFFFAOYSA-N"
33626,"2-Methyl-1-naphthyl methylcarbamate",215.094635,"C13H13NO2","Cc1ccc2ccccc2c1OC(=O)NC","InChI=1S/C13H13NO2/c1-9-7-8-10-5-3-4-6-11(10)12(9)16-13(15)14-2/h3-8H,1-2H3,(H,14,15)","RHCIRZIJAGGYTD-UHFFFAOYSA-N"
33757,"6-Chloro-N-methyl-N'-(2-methyl-2-propanyl)-1,3,5-triazine-2,4-diamine",215.093781,"C8H14ClN5","CC(C)(C)Nc1nc(nc(n1)Cl)NC","InChI=1S/C8H14ClN5/c1-8(2,3)14-7-12-5(9)11-6(10-4)13-7/h1-4H3,(H2,10,11,12,13,14)","OFWPFMDXRGTHFT-UHFFFAOYSA-N"
50760,"1-(4-Hydroxy-2-methyl-5-phenyl-1H-pyrrol-3-yl)ethanone",215.094635,"C13H13NO2","Cc1c(c(c([nH]1)c2ccccc2)O)C(=O)C","InChI=1S/C13H13NO2/c1-8-11(9(2)15)13(16)12(14-8)10-6-4-3-5-7-10/h3-7,14,16H,1-2H3","ZYNZWFKEUTXGJB-UHFFFAOYSA-N"
59920,"N-(2-Methoxy-1-naphthyl)acetamide",215.094635,"C13H13NO2","CC(=O)Nc1c2ccccc2ccc1OC","InChI=1S/C13H13NO2/c1-9(15)14-13-11-6-4-3-5-10(11)7-8-12(13)16-2/h3-8H,1-2H3,(H,14,15)","LYVMFFWWYPWPQD-UHFFFAOYSA-N"
87087,"3-(5-Phenyl-1H-pyrrol-2-yl)propanoic acid",215.094635,"C13H13NO2","c1ccc(cc1)c2ccc([nH]2)CCC(=O)O","InChI=1S/C13H13NO2/c15-13(16)9-7-11-6-8-12(14-11)10-4-2-1-3-5-10/h1-6,8,14H,7,9H2,(H,15,16)","RSKVDNXGAFVGIU-UHFFFAOYSA-N"
87256,"2-(3-Methyl-2-buten-1-yl)-1H-isoindole-1,3(2H)-dione",215.094635,"C13H13NO2","CC(=CCN1C(=O)c2ccccc2C1=O)C","InChI=1S/C13H13NO2/c1-9(2)7-8-14-12(15)10-5-3-4-6-11(10)13(14)16/h3-7H,8H2,1-2H3","NPPJFTLLMRKUHM-UHFFFAOYSA-N"
89429,"(4-Methoxyphenyl)(2-pyridinyl)methanol",215.094635,"C13H13NO2","COc1ccc(cc1)C(c2ccccn2)O","InChI=1S/C13H13NO2/c1-16-11-7-5-10(6-8-11)13(15)12-4-2-3-9-14-12/h2-9,13,15H,1H3","OQFKODRWEHYZQP-UHFFFAOYSA-N"
89898,"1-Naphthalenealanine",215.094635,"C13H13NO2","c1ccc2c(c1)cccc2CC(C(=O)O)N","InChI=1S/C13H13NO2/c14-12(13(15)16)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7,12H,8,14H2,(H,15,16)","OFYAYGJCPXRNBL-UHFFFAOYSA-N"
91069,"4-Methyl-6,7,8,9-tetrahydro-2H-pyrano[3,2-g]quinolin-2-one",215.094635,"C13H13NO2","Cc1cc(=O)oc2c1cc3c(c2)NCCC3","InChI=1S/C13H13NO2/c1-8-5-13(15)16-12-7-11-9(6-10(8)12)3-2-4-14-11/h5-7,14H,2-4H2,1H3","PZTQNUMZYIQRGY-UHFFFAOYSA-N"
91627,"4-(4-Methoxyphenoxy)aniline",215.094635,"C13H13NO2","COc1ccc(cc1)Oc2ccc(cc2)N","InChI=1S/C13H13NO2/c1-15-11-6-8-13(9-7-11)16-12-4-2-10(14)3-5-12/h2-9H,14H2,1H3","VTYZDTAGEMAJMM-UHFFFAOYSA-N"
105387,"Phenol, p-(p-anisidino)-",215.094635,"C13H13NO2","COc1ccc(cc1)Nc2ccc(cc2)O","InChI=1S/C13H13NO2/c1-16-13-8-4-11(5-9-13)14-10-2-6-12(15)7-3-10/h2-9,14-15H,1H3","FINAQCQAJZNKLH-UHFFFAOYSA-N"
161608,"3-(2-Naphthyl)alanine",215.094635,"C13H13NO2","c1ccc2cc(ccc2c1)C[C@@H](C(=O)O)N","InChI=1S/C13H13NO2/c14-12(13(15)16)8-9-5-6-10-3-1-2-4-11(10)7-9/h1-7,12H,8,14H2,(H,15,16)/t12-/m0/s1","JPZXHKDZASGCLU-LBPRGKRZSA-N"
184976,"3-(2,5-Dimethyl-1H-pyrrol-1-yl)benzoic acid",215.094635,"C13H13NO2","Cc1ccc(n1c2cccc(c2)C(=O)O)C","InChI=1S/C13H13NO2/c1-9-6-7-10(2)14(9)12-5-3-4-11(8-12)13(15)16/h3-8H,1-2H3,(H,15,16)","NJPUZFUOUGTNOV-UHFFFAOYSA-N"
200592,"2-Naphthyl dimethylcarbamate",215.094635,"C13H13NO2","CN(C)C(=O)Oc1ccc2ccccc2c1","InChI=1S/C13H13NO2/c1-14(2)13(15)16-12-8-7-10-5-3-4-6-11(10)9-12/h3-9H,1-2H3","HWXRSDPITDEWLJ-UHFFFAOYSA-N"
203535,"1-(2-Hydroxy-2-phenylethyl)-2(1H)-pyridinone",215.094635,"C13H13NO2","c1ccc(cc1)C(Cn2ccccc2=O)O","InChI=1S/C13H13NO2/c15-12(11-6-2-1-3-7-11)10-14-9-5-4-8-13(14)16/h1-9,12,15H,10H2","CENOWDVPZXIWRL-UHFFFAOYSA-N"
205523,"N-Ethyl-3-hydroxy-2-naphthamide",215.094635,"C13H13NO2","CCNC(=O)c1cc2ccccc2cc1O","InChI=1S/C13H13NO2/c1-2-14-13(16)11-7-9-5-3-4-6-10(9)8-12(11)15/h3-8,15H,2H2,1H3,(H,14,16)","AWLIVDSCPPTBKR-UHFFFAOYSA-N"
218455,"N-Ethyl-N-phenyl-2-furamide",215.094635,"C13H13NO2","CCN(c1ccccc1)C(=O)c2ccco2","InChI=1S/C13H13NO2/c1-2-14(11-7-4-3-5-8-11)13(15)12-9-6-10-16-12/h3-10H,2H2,1H3","KWLXAUQLWRZMLH-UHFFFAOYSA-N"
219298,"3-(2-Naphthyl)alanine",215.094635,"C13H13NO2","c1ccc2cc(ccc2c1)CC(C(=O)O)N","InChI=1S/C13H13NO2/c14-12(13(15)16)8-9-5-6-10-3-1-2-4-11(10)7-9/h1-7,12H,8,14H2,(H,15,16)","JPZXHKDZASGCLU-UHFFFAOYSA-N"
220762,"Ethyl 2-cyano-2-indanecarboxylate",215.094635,"C13H13NO2","CCOC(=O)C1(Cc2ccccc2C1)C#N","InChI=1S/C13H13NO2/c1-2-16-12(15)13(9-14)7-10-5-3-4-6-11(10)8-13/h3-6H,2,7-8H2,1H3","ACZZMTFXNCKOIK-UHFFFAOYSA-N"
222756,"2-(2-Methoxyphenoxy)aniline",215.094635,"C13H13NO2","COc1ccccc1Oc2ccccc2N","InChI=1S/C13H13NO2/c1-15-12-8-4-5-9-13(12)16-11-7-3-2-6-10(11)14/h2-9H,14H2,1H3","HIVNAQYUIBLEHZ-UHFFFAOYSA-N"
226573,"Ethyl 1-naphthylcarbamate",215.094635,"C13H13NO2","CCOC(=O)Nc1cccc2c1cccc2","InChI=1S/C13H13NO2/c1-2-16-13(15)14-12-9-5-7-10-6-3-4-8-11(10)12/h3-9H,2H2,1H3,(H,14,15)","ARNSTSIXMKZQBC-UHFFFAOYSA-N"
