"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
3107,"Emodin",270.052826,"C15H10O5","Cc1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)O)C2=O","InChI=1S/C15H10O5/c1-6-2-8-12(10(17)3-6)15(20)13-9(14(8)19)4-7(16)5-11(13)18/h2-5,16-18H,1H3","RHMXXJGYXNZAPX-UHFFFAOYSA-N"
9745,"1,4,5-Trihydroxy-2-methyl-9,10-anthraquinone",270.052826,"C15H10O5","Cc1cc(c2c(c1O)C(=O)c3cccc(c3C2=O)O)O","InChI=1S/C15H10O5/c1-6-5-9(17)11-12(13(6)18)14(19)7-3-2-4-8(16)10(7)15(11)20/h2-5,16-18H,1H3","FHFHNVHRVKQQHN-UHFFFAOYSA-N"
9757,"1,3-Dihydroxy-2-(hydroxymethyl)-9,10-anthraquinone",270.052826,"C15H10O5","c1ccc2c(c1)C(=O)c3cc(c(c(c3C2=O)O)CO)O","InChI=1S/C15H10O5/c16-6-10-11(17)5-9-12(15(10)20)14(19)8-4-2-1-3-7(8)13(9)18/h1-5,16-17,20H,6H2","AMIDUPFSOUCLQB-UHFFFAOYSA-N"
9792,"Aloe emodin",270.052826,"C15H10O5","c1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)CO)C2=O","InChI=1S/C15H10O5/c16-6-7-4-9-13(11(18)5-7)15(20)12-8(14(9)19)2-1-3-10(12)17/h1-5,16-18H,6H2","YDQWDHRMZQUTBA-UHFFFAOYSA-N"
60459,"2-(3,4-Dihydroxybenzylidene)-6-hydroxy-1-benzofuran-3(2H)-one",270.052826,"C15H10O5","c1cc(c(cc1C=C2C(=O)c3ccc(cc3O2)O)O)O","InChI=1S/C15H10O5/c16-9-2-3-10-13(7-9)20-14(15(10)19)6-8-1-4-11(17)12(18)5-8/h1-7,16-18H","RGNXWPVNPFAADO-UHFFFAOYSA-N"
79641,"3',4',5-Trihydroxyflavone",270.052826,"C15H10O5","c1cc(c2c(c1)oc(cc2=O)c3ccc(c(c3)O)O)O","InChI=1S/C15H10O5/c16-9-5-4-8(6-11(9)18)14-7-12(19)15-10(17)2-1-3-13(15)20-14/h1-7,16-18H","KXPQYWKYYDYOCQ-UHFFFAOYSA-N"
87532,"4,4'-Oxydiphthalonitrile",270.054169,"C16H6N4O","c1cc(c(cc1Oc2ccc(c(c2)C#N)C#N)C#N)C#N","InChI=1S/C16H6N4O/c17-7-11-1-3-15(5-13(11)9-19)21-16-4-2-12(8-18)14(6-16)10-20/h1-6H","XMTHKRUBGGLPJA-UHFFFAOYSA-N"
88054,"Anthraquinone, 1,5,8-trihydroxy-3-methyl-",270.052826,"C15H10O5","Cc1cc2c(c(c1)O)C(=O)c3c(ccc(c3C2=O)O)O","InChI=1S/C15H10O5/c1-6-4-7-11(10(18)5-6)15(20)13-9(17)3-2-8(16)12(13)14(7)19/h2-5,16-18H,1H3","YOOXNSPYGCZLAX-UHFFFAOYSA-N"
90592,"1,4,8-Trihydroxy-2-methyl-9,10-anthraquinone",270.052826,"C15H10O5","Cc1cc(c2c(c1O)C(=O)c3c(cccc3O)C2=O)O","InChI=1S/C15H10O5/c1-6-5-9(17)11-12(13(6)18)15(20)10-7(14(11)19)3-2-4-8(10)16/h2-5,16-18H,1H3","PCXFOXVKFKRJSN-UHFFFAOYSA-N"
106641,"4,5-Dihydroxy-10-oxo-9,10-dihydro-2-anthracenecarboxylic acid",270.052826,"C15H10O5","c1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)C(=O)O)C2","InChI=1S/C15H10O5/c16-10-3-1-2-7-4-8-5-9(15(19)20)6-11(17)13(8)14(18)12(7)10/h1-3,5-6,16-17H,4H2,(H,19,20)","OZFQHULMMDWMIV-UHFFFAOYSA-N"
111175,"4,5-Dihydroxy-1-(hydroxymethyl)-9,10-anthraquinone",270.052826,"C15H10O5","c1cc2c(c(c1)O)C(=O)c3c(ccc(c3C2=O)CO)O","InChI=1S/C15H10O5/c16-6-7-4-5-10(18)13-11(7)14(19)8-2-1-3-9(17)12(8)15(13)20/h1-5,16-18H,6H2","WLOAMJAMSFVOOZ-UHFFFAOYSA-N"
116926,"Methyl 6-hydroxy-2-oxo-2H-benzo[h]chromene-5-carboxylate",270.052826,"C15H10O5","COC(=O)c1c2ccc(=O)oc2c3ccccc3c1O","InChI=1S/C15H10O5/c1-19-15(18)12-10-6-7-11(16)20-14(10)9-5-3-2-4-8(9)13(12)17/h2-7,17H,1H3","DYHKKGMKQBRCCG-UHFFFAOYSA-N"
117010,"1,6-Dihydroxy-2-methoxy-9,10-anthraquinone",270.052826,"C15H10O5","COc1ccc2c(c1O)C(=O)c3ccc(cc3C2=O)O","InChI=1S/C15H10O5/c1-20-11-5-4-9-12(15(11)19)14(18)8-3-2-7(16)6-10(8)13(9)17/h2-6,16,19H,1H3","HULRBUQQNBFVIW-UHFFFAOYSA-N"
122680,"9,10-Bis(methylsulfanyl)anthracene",270.05368,"C16H14S2","CSc1c2ccccc2c(c3c1cccc3)SC","InChI=1S/C16H14S2/c1-17-15-11-7-3-5-9-13(11)16(18-2)14-10-6-4-8-12(14)15/h3-10H,1-2H3","JRDYHVRFMFEMMI-UHFFFAOYSA-N"
128643,"3,3',4'-trihydroxyflavone",270.052826,"C15H10O5","c1ccc2c(c1)c(=O)c(c(o2)c3ccc(c(c3)O)O)O","InChI=1S/C15H10O5/c16-10-6-5-8(7-11(10)17)15-14(19)13(18)9-3-1-2-4-12(9)20-15/h1-7,16-17,19H","KPGMHZQXQVDYNT-UHFFFAOYSA-N"
128879,"Anthraquinone, 1,3-dihydroxy-2-methoxy-",270.052826,"C15H10O5","COc1c(cc2c(c1O)C(=O)c3ccccc3C2=O)O","InChI=1S/C15H10O5/c1-20-15-10(16)6-9-11(14(15)19)13(18)8-5-3-2-4-7(8)12(9)17/h2-6,16,19H,1H3","JHNIAAKMKICMPB-UHFFFAOYSA-N"
129495,"1,5-Dihydroxy-2-hydroxymethylanthraquinone",270.052826,"C15H10O5","c1cc2c(c(c1)O)C(=O)c3ccc(c(c3C2=O)O)CO","InChI=1S/C15H10O5/c16-6-7-4-5-9-12(13(7)18)15(20)8-2-1-3-10(17)11(8)14(9)19/h1-5,16-18H,6H2","JFGAVUDZKYYKSF-UHFFFAOYSA-N"
132479,"5,6,8-Trihydroxy-2-phenyl-4H-chromen-4-one",270.052826,"C15H10O5","c1ccc(cc1)c2cc(=O)c3c(c(cc(c3o2)O)O)O","InChI=1S/C15H10O5/c16-9-7-12(8-4-2-1-3-5-8)20-15-11(18)6-10(17)14(19)13(9)15/h1-7,17-19H","CCJWHJOLKDMGLU-UHFFFAOYSA-N"
133871,"1,3,5-Trihydroxy-2-methyl-9,10-anthraquinone",270.052826,"C15H10O5","Cc1c(cc2c(c1O)C(=O)c3cccc(c3C2=O)O)O","InChI=1S/C15H10O5/c1-6-10(17)5-8-12(13(6)18)14(19)7-3-2-4-9(16)11(7)15(8)20/h2-5,16-18H,1H3","IABKJOLHSKKNEF-UHFFFAOYSA-N"
160625,"5-Ethyl-5'-phenyl-2,2'-bithiophene",270.05368,"C16H14S2","CCc1ccc(s1)c2ccc(s2)c3ccccc3","InChI=1S/C16H14S2/c1-2-13-8-9-15(17-13)16-11-10-14(18-16)12-6-4-3-5-7-12/h3-11H,2H2,1H3","QZDVSAHCRZUEDJ-UHFFFAOYSA-N"
167624,"7-Methoxy-9-oxo-9H-xanthene-2-carboxylic acid",270.052826,"C15H10O5","COc1ccc2c(c1)c(=O)c3cc(ccc3o2)C(=O)O","InChI=1S/C15H10O5/c1-19-9-3-5-13-11(7-9)14(16)10-6-8(15(17)18)2-4-12(10)20-13/h2-7H,1H3,(H,17,18)","UFLPEZUZTHLBJE-UHFFFAOYSA-N"
191822,"2-(4-Carboxybenzoyl)benzoic acid",270.052826,"C15H10O5","c1ccc(c(c1)C(=O)c2ccc(cc2)C(=O)O)C(=O)O","InChI=1S/C15H10O5/c16-13(9-5-7-10(8-6-9)14(17)18)11-3-1-2-4-12(11)15(19)20/h1-8H,(H,17,18)(H,19,20)","RWHRIIMYBNGFEV-UHFFFAOYSA-N"
216377,"Ethyl N-[bis(2-chloroethyl)carbamoyl]glycinate",270.053802,"C9H16Cl2N2O3","CCOC(=O)CNC(=O)N(CCCl)CCCl","InChI=1S/C9H16Cl2N2O3/c1-2-16-8(14)7-12-9(15)13(5-3-10)6-4-11/h2-7H2,1H3,(H,12,15)","XYGDNFPPZQZKND-UHFFFAOYSA-N"
222930,"2-(2,6-Dihydroxyphenyl)-3-hydroxy-4H-chromen-4-one",270.052826,"C15H10O5","c1ccc2c(c1)c(=O)c(c(o2)c3c(cccc3O)O)O","InChI=1S/C15H10O5/c16-9-5-3-6-10(17)12(9)15-14(19)13(18)8-4-1-2-7-11(8)20-15/h1-7,16-17,19H","OZTLYESAHCAEDG-UHFFFAOYSA-N"
224305,"4-Benzoylisophthalic acid",270.052826,"C15H10O5","c1ccc(cc1)C(=O)c2ccc(cc2C(=O)O)C(=O)O","InChI=1S/C15H10O5/c16-13(9-4-2-1-3-5-9)11-7-6-10(14(17)18)8-12(11)15(19)20/h1-8H,(H,17,18)(H,19,20)","IPRJQOGCIFOIBA-UHFFFAOYSA-N"
227987,"6-Chloro-9-(2-deoxypentofuranosyl)-9H-purine",270.051971,"C10H11ClN4O3","c1nc2c(c(n1)Cl)ncn2C3CC(C(O3)CO)O","InChI=1S/C10H11ClN4O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2","PGEULCIODBNODW-UHFFFAOYSA-N"
250707,"1,1'-[1,2-Ethynediylbis(sulfanediylmethylene)]dibenzene",270.05368,"C16H14S2","c1ccc(cc1)CSC#CSCc2ccccc2","InChI=1S/C16H14S2/c1-3-7-15(8-4-1)13-17-11-12-18-14-16-9-5-2-6-10-16/h1-10H,13-14H2","OPNRNXVGEVXHPQ-UHFFFAOYSA-N"
