"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
3581,"Indole-3-carbidol",147.06842,"C9H9NO","c1ccc2c(c1)c(c[nH]2)CO","InChI=1S/C9H9NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-5,10-11H,6H2","IVYPNXXAYMYVSP-UHFFFAOYSA-N"
5871,"2,3-Dihydro-1-methylindol-2-one",147.06842,"C9H9NO","CN1c2ccccc2CC1=O","InChI=1S/C9H9NO/c1-10-8-5-3-2-4-7(8)6-9(10)11/h2-5H,6H2,1H3","RSQUAQMIGSMNNE-UHFFFAOYSA-N"
11637,"(2E)-3-Phenylacrylamide",147.06842,"C9H9NO","c1ccc(cc1)/C=C/C(=O)N","InChI=1S/C9H9NO/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H2,10,11)/b7-6+","APEJMQOBVMLION-VOTSOKGWSA-N"
13272,"5-Methoxyindole",147.06842,"C9H9NO","COc1ccc2c(c1)cc[nH]2","InChI=1S/C9H9NO/c1-11-8-2-3-9-7(6-8)4-5-10-9/h2-6,10H,1H3","DWAQDRSOVMLGRQ-UHFFFAOYSA-N"
14312,"N-Furfuryl Pyrrole",147.06842,"C9H9NO","c1ccn(c1)Cc2ccco2","InChI=1S/C9H9NO/c1-2-6-10(5-1)8-9-4-3-7-11-9/h1-7H,8H2","BTBFUBUCCJKJOZ-UHFFFAOYSA-N"
19003,"4-Cyano-2,6-dimethylphenol",147.06842,"C9H9NO","Cc1cc(cc(c1O)C)C#N","InChI=1S/C9H9NO/c1-6-3-8(5-10)4-7(2)9(6)11/h3-4,11H,1-2H3","WFYGXOWFEIOHCZ-UHFFFAOYSA-N"
20569,"2,5-Dimethyl Benzoxazole",147.06842,"C9H9NO","Cc1ccc2c(c1)nc(o2)C","InChI=1S/C9H9NO/c1-6-3-4-9-8(5-6)10-7(2)11-9/h3-5H,1-2H3","XVQGFGKAPKEUFT-UHFFFAOYSA-N"
21741,"2-Ethyl-benzooxazole",147.06842,"C9H9NO","CCc1nc2ccccc2o1","InChI=1S/C9H9NO/c1-2-9-10-7-5-3-4-6-8(7)11-9/h3-6H,2H2,1H3","YPIFLXOVPCARGI-UHFFFAOYSA-N"
22706,"1-Aziridinyl(phenyl)methanone",147.06842,"C9H9NO","c1ccc(cc1)C(=O)N2CC2","InChI=1S/C9H9NO/c11-9(10-6-7-10)8-4-2-1-3-5-8/h1-5H,6-7H2","HGBCPYMIZWPKMI-UHFFFAOYSA-N"
26410,"3-Phenyl-2-azetidinone",147.06842,"C9H9NO","c1ccc(cc1)C2CNC2=O","InChI=1S/C9H9NO/c11-9-8(6-10-9)7-4-2-1-3-5-7/h1-5,8H,6H2,(H,10,11)","FLYOGASEASLVLV-UHFFFAOYSA-N"
