"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
2704,"(±)-Clopidogrel",321.059021,"C16H16ClNO2S","COC(=O)C(c1ccccc1Cl)N2CCc3c(ccs3)C2","InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3","GKTWGGQPFAXNFI-UHFFFAOYSA-N"
41892,"4-Hydroxy-2-isopropyl-N,N,N-trimethylanilinium iodide",321.05896,"C12H20INO","CC(C)c1cc(ccc1[N+](C)(C)C)O.[I-]","InChI=1S/C12H19NO.HI/c1-9(2)11-8-10(14)6-7-12(11)13(3,4)5;/h6-9H,1-5H3;1H","JTBVFQWLRHEAMO-UHFFFAOYSA-N"
54632,"(+)-(S)-Clopidogrel",321.059021,"C16H16ClNO2S","COC(=O)[C@H](c1ccccc1Cl)N2CCc3c(ccs3)C2","InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1","GKTWGGQPFAXNFI-HNNXBMFYSA-N"
184276,"10-[(2-Aminoethyl)sulfanyl]-10-hydroxy-9(10H)-phenanthrenone hydrochloride (1:1)",321.059021,"C16H16ClNO2S","c1ccc2c(c1)-c3ccccc3C(C2=O)(O)SCCN.Cl","InChI=1S/C16H15NO2S.ClH/c17-9-10-20-16(19)14-8-4-3-6-12(14)11-5-1-2-7-13(11)15(16)18;/h1-8,19H,9-10,17H2;1H","XSJHLDOFYLYXDB-UHFFFAOYSA-N"
500379,"3,3,3-Trifluoro-N-(1-naphthyl)-2-(trifluoromethyl)propanamide",321.058838,"C14H9F6NO","c1ccc2c(c1)cccc2NC(=O)C(C(F)(F)F)C(F)(F)F","InChI=1S/C14H9F6NO/c15-13(16,17)11(14(18,19)20)12(22)21-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H,(H,21,22)","FFPVAFJOKJTOAD-UHFFFAOYSA-N"
525054,"2-Chloro-N-(4-ethoxyphenyl)-5-(methylsulfanyl)benzamide",321.059021,"C16H16ClNO2S","CCOc1ccc(cc1)NC(=O)c2cc(ccc2Cl)SC","InChI=1S/C16H16ClNO2S/c1-3-20-12-6-4-11(5-7-12)18-16(19)14-10-13(21-2)8-9-15(14)17/h4-10H,3H2,1-2H3,(H,18,19)","NFTGJNJRMWUBPG-UHFFFAOYSA-N"
546598,"3-(2,2,3,3-Tetrafluoropropoxy)-5-(2,2,2-trifluoroethoxy)aniline",321.059967,"C11H10F7NO2","c1c(cc(cc1OCC(C(F)F)(F)F)OCC(F)(F)F)N","InChI=1S/C11H10F7NO2/c12-9(13)10(14,15)4-20-7-1-6(19)2-8(3-7)21-5-11(16,17)18/h1-3,9H,4-5,19H2","TUKYJTMQOYQFKL-UHFFFAOYSA-N"
580928,"(R)-Clopidogrel",321.059021,"C16H16ClNO2S","COC(=O)[C@@H](c1ccccc1Cl)N2CCc3c(ccs3)C2","InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m1/s1","GKTWGGQPFAXNFI-OAHLLOKOSA-N"
591118,"2-[(4-Chlorophenyl)sulfanyl]-N-(4-ethoxyphenyl)acetamide",321.059021,"C16H16ClNO2S","CCOc1ccc(cc1)NC(=O)CSc2ccc(cc2)Cl","InChI=1S/C16H16ClNO2S/c1-2-20-14-7-5-13(6-8-14)18-16(19)11-21-15-9-3-12(17)4-10-15/h3-10H,2,11H2,1H3,(H,18,19)","ISRVATMBSAPBSN-UHFFFAOYSA-N"
594337,"S-{2-Oxo-2-[(5-propyl-1,3,4-thiadiazol-2-yl)amino]ethyl} benzenecarbothioate",321.060577,"C14H15N3O2S2","CCCc1nnc(s1)NC(=O)CSC(=O)c2ccccc2","InChI=1S/C14H15N3O2S2/c1-2-6-12-16-17-14(21-12)15-11(18)9-20-13(19)10-7-4-3-5-8-10/h3-5,7-8H,2,6,9H2,1H3,(H,15,17,18)","UIVYVWUSBJEVJB-UHFFFAOYSA-N"
595786,"2-[(4-Chlorobenzyl)sulfanyl]-N-(3-methoxyphenyl)acetamide",321.059021,"C16H16ClNO2S","COc1cccc(c1)NC(=O)CSCc2ccc(cc2)Cl","InChI=1S/C16H16ClNO2S/c1-20-15-4-2-3-14(9-15)18-16(19)11-21-10-12-5-7-13(17)8-6-12/h2-9H,10-11H2,1H3,(H,18,19)","XKMDIAALGORORY-UHFFFAOYSA-N"
596683,"2-[(4-Chlorophenyl)sulfanyl]-N-(2-methoxybenzyl)acetamide",321.059021,"C16H16ClNO2S","COc1ccccc1CNC(=O)CSc2ccc(cc2)Cl","InChI=1S/C16H16ClNO2S/c1-20-15-5-3-2-4-12(15)10-18-16(19)11-21-14-8-6-13(17)7-9-14/h2-9H,10-11H2,1H3,(H,18,19)","PSSUSOUZANHKIJ-UHFFFAOYSA-N"
596902,"2-[(6-Acetamido-1,3-benzothiazol-2-yl)sulfanyl]-N-cyclopropylacetamide",321.060577,"C14H15N3O2S2","CC(=O)Nc1ccc2c(c1)sc(n2)SCC(=O)NC3CC3","InChI=1S/C14H15N3O2S2/c1-8(18)15-10-4-5-11-12(6-10)21-14(17-11)20-7-13(19)16-9-2-3-9/h4-6,9H,2-3,7H2,1H3,(H,15,18)(H,16,19)","BQPIUSLNDXFKSL-UHFFFAOYSA-N"
632198,"2-[(4-Chlorobenzyl)sulfonyl]-1,2,3,4-tetrahydroisoquinoline",321.059021,"C16H16ClNO2S","c1ccc2c(c1)CCN(C2)S(=O)(=O)Cc3ccc(cc3)Cl","InChI=1S/C16H16ClNO2S/c17-16-7-5-13(6-8-16)12-21(19,20)18-10-9-14-3-1-2-4-15(14)11-18/h1-8H,9-12H2","QBNGXPVQBUBVMA-UHFFFAOYSA-N"
637403,"1-[5-(4-Bromo-phenyl)-tetrazol-2-ylmethyl]-piperidine",321.058899,"C13H16BrN5","c1cc(ccc1c2nnn(n2)CN3CCCCC3)Br","InChI=1S/C13H16BrN5/c14-12-6-4-11(5-7-12)13-15-17-19(16-13)10-18-8-2-1-3-9-18/h4-7H,1-3,8-10H2","NBZCAVJUTIXCCV-UHFFFAOYSA-N"
