"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
2224,"bendiocarb",223.084457,"C11H13NO4","CC1(Oc2cccc(c2O1)OC(=O)NC)C","InChI=1S/C11H13NO4/c1-11(2)15-8-6-4-5-7(9(8)16-11)14-10(13)12-3/h4-6H,1-3H3,(H,12,13)","XEGGRYVFLWGFHI-UHFFFAOYSA-N"
6021,"mephenoxalone",223.084457,"C11H13NO4","COc1ccccc1OCC2CNC(=O)O2","InChI=1S/C11H13NO4/c1-14-9-4-2-3-5-10(9)15-7-8-6-12-11(13)16-8/h2-5,8H,6-7H2,1H3,(H,12,13)","ZMNSRFNUONFLSP-UHFFFAOYSA-N"
20409,"N-Benzylaspartic acid",223.084457,"C11H13NO4","c1ccc(cc1)CNC(CC(=O)O)C(=O)O","InChI=1S/C11H13NO4/c13-10(14)6-9(11(15)16)12-7-8-4-2-1-3-5-8/h1-5,9,12H,6-7H2,(H,13,14)(H,15,16)","RKSKSWSMXZYPFW-UHFFFAOYSA-N"
21901,"2-(1,3-Dioxolan-2-yl)phenyl methylcarbamate",223.084457,"C11H13NO4","CNC(=O)Oc1ccccc1C2OCCO2","InChI=1S/C11H13NO4/c1-12-11(13)16-9-5-3-2-4-8(9)10-14-6-7-15-10/h2-5,10H,6-7H2,1H3,(H,12,13)","SDKQRNRRDYRQKY-UHFFFAOYSA-N"
60469,"Butyl 4-nitrobenzoate",223.084457,"C11H13NO4","CCCCOC(=O)c1ccc(cc1)[N+](=O)[O-]","InChI=1S/C11H13NO4/c1-2-3-8-16-11(13)9-4-6-10(7-5-9)12(14)15/h4-7H,2-3,8H2,1H3","DVTGVOHTTDVRJF-UHFFFAOYSA-N"
61606,"L-N-acetyl-Tyrosine",223.084457,"C11H13NO4","CC(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)O","InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1","CAHKINHBCWCHCF-JTQLQIEISA-N"
63996,"N-[(Benzyloxy)carbonyl]-D-alanine",223.084457,"C11H13NO4","C[C@H](C(=O)O)NC(=O)OCc1ccccc1","InChI=1S/C11H13NO4/c1-8(10(13)14)12-11(15)16-7-9-5-3-2-4-6-9/h2-6,8H,7H2,1H3,(H,12,15)(H,13,14)/t8-/m1/s1","TYRGLVWXHJRKMT-MRVPVSSYSA-N"
64192,"1OV1MVO1R",223.084457,"C11H13NO4","COC(=O)CNC(=O)OCc1ccccc1","InChI=1S/C11H13NO4/c1-15-10(13)7-12-11(14)16-8-9-5-3-2-4-6-9/h2-6H,7-8H2,1H3,(H,12,14)","DZYBBBYFLOPVOL-UHFFFAOYSA-N"
67851,"N-[(Benzyloxy)carbonyl]-beta-alanine",223.084457,"C11H13NO4","c1ccc(cc1)COC(=O)NCCC(=O)O","InChI=1S/C11H13NO4/c13-10(14)6-7-12-11(15)16-8-9-4-2-1-3-5-9/h1-5H,6-8H2,(H,12,15)(H,13,14)","GEVGRLPYQJTKKS-UHFFFAOYSA-N"
70011,"2,2'-(Benzylimino)diacetic acid",223.084457,"C11H13NO4","c1ccc(cc1)CN(CC(=O)O)CC(=O)O","InChI=1S/C11H13NO4/c13-10(14)7-12(8-11(15)16)6-9-4-2-1-3-5-9/h1-5H,6-8H2,(H,13,14)(H,15,16)","SZQUPQVVCLFZLC-UHFFFAOYSA-N"
70120,"Methyl 4-acetamido-2-methoxybenzoate",223.084457,"C11H13NO4","CC(=O)Nc1ccc(c(c1)OC)C(=O)OC","InChI=1S/C11H13NO4/c1-7(13)12-8-4-5-9(11(14)16-3)10(6-8)15-2/h4-6H,1-3H3,(H,12,13)","OERVVBDWGVOBIS-UHFFFAOYSA-N"
70251,"4-Nitrophenyl pivalate",223.084457,"C11H13NO4","CC(C)(C)C(=O)Oc1ccc(cc1)[N+](=O)[O-]","InChI=1S/C11H13NO4/c1-11(2,3)10(13)16-9-6-4-8(5-7-9)12(14)15/h4-7H,1-3H3","QADVJDGFQGNSIF-UHFFFAOYSA-N"
70710,"Diethyl 3,5-pyridinedicarboxylate",223.084457,"C11H13NO4","CCOC(=O)c1cc(cnc1)C(=O)OCC","InChI=1S/C11H13NO4/c1-3-15-10(13)8-5-9(7-12-6-8)11(14)16-4-2/h5-7H,3-4H2,1-2H3","PGGQCHVPWSXPSI-UHFFFAOYSA-N"
78287,"1,4-Dimethoxy-2-(2-nitro-1-propen-1-yl)benzene",223.084457,"C11H13NO4","CC(=Cc1cc(ccc1OC)OC)[N+](=O)[O-]","InChI=1S/C11H13NO4/c1-8(12(13)14)6-9-7-10(15-2)4-5-11(9)16-3/h4-7H,1-3H3","MQFREHNTGKNSRH-UHFFFAOYSA-N"
80508,"N-Acetyltyrosine",223.084457,"C11H13NO4","CC(=O)NC(Cc1ccc(cc1)O)C(=O)O","InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)","CAHKINHBCWCHCF-UHFFFAOYSA-N"
81149,"Isopropyl 4-methyl-3-nitrobenzoate",223.084457,"C11H13NO4","Cc1ccc(cc1[N+](=O)[O-])C(=O)OC(C)C","InChI=1S/C11H13NO4/c1-7(2)16-11(13)9-5-4-8(3)10(6-9)12(14)15/h4-7H,1-3H3","RRJBUFUVPLLLJD-UHFFFAOYSA-N"
