"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
13090,"Phenyl sulfoxide",202.045242,"C12H10OS","c1ccc(cc1)S(=O)c2ccccc2","InChI=1S/C12H10OS/c13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H","JJHHIJFTHRNPIK-UHFFFAOYSA-N"
73399,"(4-Methylphenyl)(2-thienyl)methanone",202.045242,"C12H10OS","Cc1ccc(cc1)C(=O)c2cccs2","InChI=1S/C12H10OS/c1-9-4-6-10(7-5-9)12(13)11-3-2-8-14-11/h2-8H,1H3","IKWYWMSVSMGHEU-UHFFFAOYSA-N"
144417,"S-2-Naphthyl ethanethioate",202.045242,"C12H10OS","CC(=O)Sc1ccc2ccccc2c1","InChI=1S/C12H10OS/c1-9(13)14-12-7-6-10-4-2-3-5-11(10)8-12/h2-8H,1H3","NMFMUXYHGNUOAI-UHFFFAOYSA-N"
161151,"4-(1-Benzothiophen-2-yl)-3-butyn-1-ol",202.045242,"C12H10OS","c1ccc2c(c1)cc(s2)C#CCCO","InChI=1S/C12H10OS/c13-8-4-3-6-11-9-10-5-1-2-7-12(10)14-11/h1-2,5,7,9,13H,4,8H2","VOHUWPMPOBUWME-UHFFFAOYSA-N"
224490,"2,3-Dihydrocyclopenta(b)thiochromen-9(1H)-one",202.045242,"C12H10OS","c1ccc2c(c1)c(=O)c3c(s2)CCC3","InChI=1S/C12H10OS/c13-12-8-4-1-2-6-10(8)14-11-7-3-5-9(11)12/h1-2,4,6H,3,5,7H2","YCIXDJLOGWIVSZ-UHFFFAOYSA-N"
254462,"1,3-Dihydronaphtho[2,3-c]thiophene 2-oxide",202.045242,"C12H10OS","c1ccc2cc3c(cc2c1)CS(=O)C3","InChI=1S/C12H10OS/c13-14-7-11-5-9-3-1-2-4-10(9)6-12(11)8-14/h1-6H,7-8H2","AIIDQLCCKSININ-UHFFFAOYSA-N"
297421,"(3-Methyl-2-thienyl)(phenyl)methanone",202.045242,"C12H10OS","Cc1ccsc1C(=O)c2ccccc2","InChI=1S/C12H10OS/c1-9-7-8-14-12(9)11(13)10-5-3-2-4-6-10/h2-8H,1H3","UIILDZWHBSSNPM-UHFFFAOYSA-N"
468176,"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",202.045059,"C4H6N6O4","[H]/N=c\1/c(c(n(/c(=N/[H])/n1O)O)N)[N+](=O)[O-]","InChI=1S/C4H6N6O4/c5-2-1(10(13)14)3(6)9(12)4(7)8(2)11/h5,7,11-12H,6H2","BSBGJJQQZUZGOT-UHFFFAOYSA-N"
515516,"1,3-Dihydronaphtho[1,2-c]thiophene 2-oxide",202.045242,"C12H10OS","c1ccc2c(c1)ccc3c2CS(=O)C3","InChI=1S/C12H10OS/c13-14-7-10-6-5-9-3-1-2-4-11(9)12(10)8-14/h1-6H,7-8H2","JPCLRYZMRVNRID-UHFFFAOYSA-N"
529189,"2-Methyl-3,4-dihydro-5H-naphtho[1,8-bc]thiophen-5-one",202.045242,"C12H10OS","Cc1c2c3c(cccc3s1)C(=O)CC2","InChI=1S/C12H10OS/c1-7-8-5-6-10(13)9-3-2-4-11(14-7)12(8)9/h2-4H,5-6H2,1H3","GYGNPOUNLUDESE-UHFFFAOYSA-N"
