"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
6231,"Mesuximide",203.094635,"C12H13NO2","CC1(CC(=O)N(C1=O)C)c2ccccc2","InChI=1S/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3","AJXPJJZHWIXJCJ-UHFFFAOYSA-N"
6605,"7-(Dimethylamino)-4-methyl-2-benzopyrone",203.094635,"C12H13NO2","Cc1cc(=O)oc2c1ccc(c2)N(C)C","InChI=1S/C12H13NO2/c1-8-6-12(14)15-11-7-9(13(2)3)4-5-10(8)11/h4-7H,1-3H3","GZEYLLPOQRZUDF-UHFFFAOYSA-N"
8298,"Indole-3-butyric acid",203.094635,"C12H13NO2","c1ccc2c(c1)c(c[nH]2)CCCC(=O)O","InChI=1S/C12H13NO2/c14-12(15)7-3-4-9-8-13-11-6-2-1-5-10(9)11/h1-2,5-6,8,13H,3-4,7H2,(H,14,15)","JTEDVYBZBROSJT-UHFFFAOYSA-N"
12523,"ethyl indole-3-acetate",203.094635,"C12H13NO2","CCOC(=O)Cc1c[nH]c2c1cccc2","InChI=1S/C12H13NO2/c1-2-15-12(14)7-9-8-13-11-6-4-3-5-10(9)11/h3-6,8,13H,2,7H2,1H3","HUDBDWIQSIGUDI-UHFFFAOYSA-N"
19514,"6,7-Dimethoxy-1-methylisoquinoline",203.094635,"C12H13NO2","Cc1c2cc(c(cc2ccn1)OC)OC","InChI=1S/C12H13NO2/c1-8-10-7-12(15-3)11(14-2)6-9(10)4-5-13-8/h4-7H,1-3H3","VBMZFACBWDZUSM-UHFFFAOYSA-N"
20406,"Methyl 3-(1H-indol-3-yl)propanoate",203.094635,"C12H13NO2","COC(=O)CCc1c[nH]c2c1cccc2","InChI=1S/C12H13NO2/c1-15-12(14)7-6-9-8-13-11-5-3-2-4-10(9)11/h2-5,8,13H,6-7H2,1H3","BAYIDMGOQRXHBC-UHFFFAOYSA-N"
21297,"2-Methyl-3-butyn-2-yl phenylcarbamate",203.094635,"C12H13NO2","CC(C)(C#C)OC(=O)Nc1ccccc1","InChI=1S/C12H13NO2/c1-4-12(2,3)15-11(14)13-10-8-6-5-7-9-10/h1,5-9H,2-3H3,(H,13,14)","ULBSSUIJJSCNPA-UHFFFAOYSA-N"
21328,"(4,7-Dimethyl-1H-indol-3-yl)acetic acid",203.094635,"C12H13NO2","Cc1ccc(c2c1c(c[nH]2)CC(=O)O)C","InChI=1S/C12H13NO2/c1-7-3-4-8(2)12-11(7)9(6-13-12)5-10(14)15/h3-4,6,13H,5H2,1-2H3,(H,14,15)","JEDHWHYXMXJLON-UHFFFAOYSA-N"
25878,"Ethyl 1(2H)-quinolinecarboxylate",203.094635,"C12H13NO2","CCOC(=O)N1CC=Cc2c1cccc2","InChI=1S/C12H13NO2/c1-2-15-12(14)13-9-5-7-10-6-3-4-8-11(10)13/h3-8H,2,9H2,1H3","GZVVNAWGGPWOOK-UHFFFAOYSA-N"
30752,"Coumarin, 4,6-dimethyl-7-(methylamino)-",203.094635,"C12H13NO2","Cc1cc2c(cc(=O)oc2cc1NC)C","InChI=1S/C12H13NO2/c1-7-5-12(14)15-11-6-10(13-3)8(2)4-9(7)11/h4-6,13H,1-3H3","RIZOSFDXIXBLIP-UHFFFAOYSA-N"
