"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
20611,"5,6-Dimethyl-2-nitro-1H-benzimidazole",191.069473,"C9H9N3O2","Cc1cc2c(cc1C)nc([nH]2)[N+](=O)[O-]","InChI=1S/C9H9N3O2/c1-5-3-7-8(4-6(5)2)11-9(10-7)12(13)14/h3-4H,1-2H3,(H,10,11)","SDDLSJMSWXYOFX-UHFFFAOYSA-N"
23328,"1-Ethyl-2-nitro-1H-benzimidazole",191.069473,"C9H9N3O2","CCn1c2ccccc2nc1[N+](=O)[O-]","InChI=1S/C9H9N3O2/c1-2-11-8-6-4-3-5-7(8)10-9(11)12(13)14/h3-6H,2H2,1H3","XMHNVBWYMIMXMY-UHFFFAOYSA-N"
23741,"Carbendazim",191.069473,"C9H9N3O2","CO/C(=N/c1[nH]c2ccccc2n1)/O","InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)","TWFZGCMQGLPBSX-UHFFFAOYSA-N"
28463,"5-(Phenoxymethyl)-1,3,4-oxadiazol-2-amine",191.069473,"C9H9N3O2","c1ccc(cc1)OCc2nnc(o2)N","InChI=1S/C9H9N3O2/c10-9-12-11-8(14-9)6-13-7-4-2-1-3-5-7/h1-5H,6H2,(H2,10,12)","FNMZIDWJZMOQAO-UHFFFAOYSA-N"
32672,"6-Phenyl-1,3,5-triazinane-2,4-dione",191.069473,"C9H9N3O2","c1ccc(cc1)C2NC(=O)NC(=O)N2","InChI=1S/C9H9N3O2/c13-8-10-7(11-9(14)12-8)6-4-2-1-3-5-6/h1-5,7H,(H3,10,11,12,13,14)","VEPQTPQOZNMCBV-UHFFFAOYSA-N"
89589,"1-(4-Nitrophenyl)-2-(2-propen-1-ylidene)hydrazine",191.069473,"C9H9N3O2","C=CC=NNc1ccc(cc1)[N+](=O)[O-]","InChI=1S/C9H9N3O2/c1-2-7-10-11-8-3-5-9(6-4-8)12(13)14/h2-7,11H,1H2","HDHSVDQIXIKIDQ-UHFFFAOYSA-N"
115043,"3-(1H-Imidazo[4,5-b]pyridin-2-yl)propanoic acid",191.069473,"C9H9N3O2","c1cc2c(nc1)nc([nH]2)CCC(=O)O","InChI=1S/C9H9N3O2/c13-8(14)4-3-7-11-6-2-1-5-10-9(6)12-7/h1-2,5H,3-4H2,(H,13,14)(H,10,11,12)","AMKIYJXVMHWITB-UHFFFAOYSA-N"
174248,"5-(2-Methoxyphenyl)-1,3,4-oxadiazol-2-amine",191.069473,"C9H9N3O2","COc1ccccc1c2nnc(o2)N","InChI=1S/C9H9N3O2/c1-13-7-5-3-2-4-6(7)8-11-12-9(10)14-8/h2-5H,1H3,(H2,10,12)","HTILGWBWTPTFES-UHFFFAOYSA-N"
193357,"5-Methyl-5-(4-pyridinyl)-2,4-imidazolidinedione",191.069473,"C9H9N3O2","CC1(C(=O)NC(=O)N1)c2ccncc2","InChI=1S/C9H9N3O2/c1-9(6-2-4-10-5-3-6)7(13)11-8(14)12-9/h2-5H,1H3,(H2,11,12,13,14)","OWAMLUWBGKKQEW-UHFFFAOYSA-N"
209309,"5-methyl-5-pyridin-2-ylimidazolidine-2,4-dione",191.069473,"C9H9N3O2","CC1(C(=O)NC(=O)N1)c2ccccn2","InChI=1S/C9H9N3O2/c1-9(6-4-2-3-5-10-6)7(13)11-8(14)12-9/h2-5H,1H3,(H2,11,12,13,14)","XJMXCMLOKKXNBI-UHFFFAOYSA-N"
211237,"2-Ethyl-5-nitro-1H-benzimidazole",191.069473,"C9H9N3O2","CCc1[nH]c2cc(ccc2n1)[N+](=O)[O-]","InChI=1S/C9H9N3O2/c1-2-9-10-7-4-3-6(12(13)14)5-8(7)11-9/h3-5H,2H2,1H3,(H,10,11)","AAJAEEPAUQTYFB-UHFFFAOYSA-N"
223810,"1-Nitroso-3-phenyl-2-imidazolidinone",191.069473,"C9H9N3O2","c1ccc(cc1)N2CCN(C2=O)N=O","InChI=1S/C9H9N3O2/c13-9-11(6-7-12(9)10-14)8-4-2-1-3-5-8/h1-5H,6-7H2","KKSONMYOQKTPBQ-UHFFFAOYSA-N"
224925,"5-(3-Methoxyphenyl)-1,3,4-oxadiazol-2-amine",191.069473,"C9H9N3O2","COc1cccc(c1)c2nnc(o2)N","InChI=1S/C9H9N3O2/c1-13-7-4-2-3-6(5-7)8-11-12-9(10)14-8/h2-5H,1H3,(H2,10,12)","FUZRSOHZLMZNAX-UHFFFAOYSA-N"
231616,"4,4-Dimethyl-2,6-dioxo-3,5-piperidinedicarbonitrile",191.069473,"C9H9N3O2","CC1(C(C(=O)NC(=O)C1C#N)C#N)C","InChI=1S/C9H9N3O2/c1-9(2)5(3-10)7(13)12-8(14)6(9)4-11/h5-6H,1-2H3,(H,12,13,14)","WNUGDXSWWKZTSV-UHFFFAOYSA-N"
239040,"Ethyl 3-amino-5-cyanoisonicotinate",191.069473,"C9H9N3O2","CCOC(=O)c1c(cncc1N)C#N","InChI=1S/C9H9N3O2/c1-2-14-9(13)8-6(3-10)4-12-5-7(8)11/h4-5H,2,11H2,1H3","GIVCBJFEDLZHSN-UHFFFAOYSA-N"
246497,"6,7-Dimethyl-6,7-dihydropyrido[2,3-d]pyridazine-5,8-dione",191.069473,"C9H9N3O2","Cn1c(=O)c2cccnc2c(=O)n1C","InChI=1S/C9H9N3O2/c1-11-8(13)6-4-3-5-10-7(6)9(14)12(11)2/h3-5H,1-2H3","LBANACJQNONLAE-UHFFFAOYSA-N"
254966,"5-Amino-5-phenyl-2,4-imidazolidinedione",191.069473,"C9H9N3O2","c1ccc(cc1)C2(C(=O)NC(=O)N2)N","InChI=1S/C9H9N3O2/c10-9(6-4-2-1-3-5-6)7(13)11-8(14)12-9/h1-5H,10H2,(H2,11,12,13,14)","PEMKZGHYEANTAJ-UHFFFAOYSA-N"
256643,"1,3-Dimethyl-5-nitro-1H-indazole",191.069473,"C9H9N3O2","Cc1c2cc(ccc2n(n1)C)[N+](=O)[O-]","InChI=1S/C9H9N3O2/c1-6-8-5-7(12(13)14)3-4-9(8)11(2)10-6/h3-5H,1-2H3","IPJSJINXKBSNSI-UHFFFAOYSA-N"
261692,"Methyl 1H-indazol-5-ylcarbamate",191.069473,"C9H9N3O2","COC(=O)Nc1ccc2c(c1)cn[nH]2","InChI=1S/C9H9N3O2/c1-14-9(13)11-7-2-3-8-6(4-7)5-10-12-8/h2-5H,1H3,(H,10,12)(H,11,13)","NOBVHSVECBRJTR-UHFFFAOYSA-N"
261693,"Methyl 5-amino-1H-indazole-1-carboxylate",191.069473,"C9H9N3O2","COC(=O)n1c2ccc(cc2cn1)N","InChI=1S/C9H9N3O2/c1-14-9(13)12-8-3-2-7(10)4-6(8)5-11-12/h2-5H,10H2,1H3","QJJBQKRPBMOECP-UHFFFAOYSA-N"
261694,"Methyl 6-amino-1H-indazole-1-carboxylate",191.069473,"C9H9N3O2","COC(=O)n1c2cc(ccc2cn1)N","InChI=1S/C9H9N3O2/c1-14-9(13)12-8-4-7(10)3-2-6(8)5-11-12/h2-5H,10H2,1H3","OUTMWJMXIGYKLH-UHFFFAOYSA-N"
263136,"Ethyl imidazo[1,5-a]pyrazine-3-carboxylate",191.069473,"C9H9N3O2","CCOC(=O)c1ncc2n1ccnc2","InChI=1S/C9H9N3O2/c1-2-14-9(13)8-11-6-7-5-10-3-4-12(7)8/h3-6H,2H2,1H3","FGYXTFFJVBIDGA-UHFFFAOYSA-N"
277234,"Methyl 3-amino-2H-indazole-2-carboxylate",191.069473,"C9H9N3O2","COC(=O)n1c(c2ccccc2n1)N","InChI=1S/C9H9N3O2/c1-14-9(13)12-8(10)6-4-2-3-5-7(6)11-12/h2-5H,10H2,1H3","YKLKLGLXYJWVMD-UHFFFAOYSA-N"
277238,"Methyl 1H-benzotriazol-1-ylacetate",191.069473,"C9H9N3O2","COC(=O)Cn1c2ccccc2nn1","InChI=1S/C9H9N3O2/c1-14-9(13)6-12-8-5-3-2-4-7(8)10-11-12/h2-5H,6H2,1H3","JHUAMEKJJNCMLD-UHFFFAOYSA-N"
282962,"2,5,6-Trimethyl-2H-benzotriazole-4,7-dione",191.069473,"C9H9N3O2","CC1=C(C(=O)c2c(nn(n2)C)C1=O)C","InChI=1S/C9H9N3O2/c1-4-5(2)9(14)7-6(8(4)13)10-12(3)11-7/h1-3H3","BEPNJPZENSWTLL-UHFFFAOYSA-N"
287822,"(7-Methylimidazo[1,2-a]pyrimidin-2-yl)acetic acid",191.069473,"C9H9N3O2","Cc1ccn2cc(nc2n1)CC(=O)O","InChI=1S/C9H9N3O2/c1-6-2-3-12-5-7(4-8(13)14)11-9(12)10-6/h2-3,5H,4H2,1H3,(H,13,14)","LJQNJNNOUKBORT-UHFFFAOYSA-N"
288751,"Ethyl imidazo[1,2-a]pyrimidine-3-carboxylate",191.069473,"C9H9N3O2","CCOC(=O)c1cnc2n1cccn2","InChI=1S/C9H9N3O2/c1-2-14-8(13)7-6-11-9-10-4-3-5-12(7)9/h3-6H,2H2,1H3","FGZMTIBNGQUEDE-UHFFFAOYSA-N"
291062,"1-Methyl-3,4-dihydro-1H-1,3,4-benzotriazepine-2,5-dione",191.069473,"C9H9N3O2","CN1c2ccccc2C(=O)NNC1=O","InChI=1S/C9H9N3O2/c1-12-7-5-3-2-4-6(7)8(13)10-11-9(12)14/h2-5H,1H3,(H,10,13)(H,11,14)","GBKSVTSETRUISK-UHFFFAOYSA-N"
325651,"4-Ethyl-2,6-dihydroxy-1,4-dihydro-3,5-pyridinedicarbonitrile",191.069473,"C9H9N3O2","CCC1C(=C(NC(=C1C#N)O)O)C#N","InChI=1S/C9H9N3O2/c1-2-5-6(3-10)8(13)12-9(14)7(5)4-11/h5,12-14H,2H2,1H3","CXLCHLGDOFLSSA-UHFFFAOYSA-N"
