"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
6290,"Tris(2,3-dichloropropyl) phosphate",427.883911,"C9H15Cl6O4P","C(C(CCl)Cl)OP(=O)(OCC(CCl)Cl)OCC(CCl)Cl","InChI=1S/C9H15Cl6O4P/c10-1-7(13)4-17-20(16,18-5-8(14)2-11)19-6-9(15)3-12/h7-9H,1-6H2","JZZBTMVTLBHJHL-UHFFFAOYSA-N"
24388,"Tris(1,3-dichloro-2-propyl)phosphate",427.883911,"C9H15Cl6O4P","C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl","InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2","ASLWPAWFJZFCKF-UHFFFAOYSA-N"
30954,"1,2-Dichloropropyl 2,3-dichloropropyl 3,3-dichloropropyl phosphate",427.883911,"C9H15Cl6O4P","CC(C(OP(=O)(OCCC(Cl)Cl)OCC(CCl)Cl)Cl)Cl","InChI=1S/C9H15Cl6O4P/c1-6(11)9(15)19-20(16,17-3-2-8(13)14)18-5-7(12)4-10/h6-9H,2-5H2,1H3","YAOMHRRYSRRRKP-UHFFFAOYSA-N"
35184,"TRIS(1,3-DICHLOROPROPYL)PHOSPHATE",427.883911,"C9H15Cl6O4P","C(CCl)C(OP(=O)(OC(CCCl)Cl)OC(CCCl)Cl)Cl","InChI=1S/C9H15Cl6O4P/c10-4-1-7(13)17-20(16,18-8(14)2-5-11)19-9(15)3-6-12/h7-9H,1-6H2","DHNUXDYAOVSGII-UHFFFAOYSA-N"
45525,"Bis(1,3-dichloro-2-propanyl) 2,3-dichloropropyl phosphate",427.883911,"C9H15Cl6O4P","C(C(CCl)Cl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl","InChI=1S/C9H15Cl6O4P/c10-1-7(15)6-17-20(16,18-8(2-11)3-12)19-9(4-13)5-14/h7-9H,1-6H2","PLUXGFREPRMQHY-UHFFFAOYSA-N"
859026,"1-[(2,5-Dibromophenyl)sulfonyl]-2-methyl-1H-benzimidazole",427.882965,"C14H10Br2N2O2S","Cc1nc2ccccc2n1S(=O)(=O)c3cc(ccc3Br)Br","InChI=1S/C14H10Br2N2O2S/c1-9-17-12-4-2-3-5-13(12)18(9)21(19,20)14-8-10(15)6-7-11(14)16/h2-8H,1H3","KYSZANPKGMOSCT-UHFFFAOYSA-N"
2084108,"S,S-Bis(4-chlorophenyl) methanedisulfonothioate",427.883881,"C13H10Cl2O4S4","c1cc(ccc1SS(=O)(=O)CS(=O)(=O)Sc2ccc(cc2)Cl)Cl","InChI=1S/C13H10Cl2O4S4/c14-10-1-5-12(6-2-10)20-22(16,17)9-23(18,19)21-13-7-3-11(15)4-8-13/h1-8H,9H2","WNCCTMDUBZVBQG-UHFFFAOYSA-N"
3061037,"4-Bromo-2,5-dichloro-N-[3-(dimethylamino)phenyl]-3-thiophenesulfonamide",427.882233,"C12H11BrCl2N2O2S2","CN(C)c1cccc(c1)NS(=O)(=O)c2c(c(sc2Cl)Cl)Br","InChI=1S/C12H11BrCl2N2O2S2/c1-17(2)8-5-3-4-7(6-8)16-21(18,19)10-9(13)11(14)20-12(10)15/h3-6,16H,1-2H3","QDMXXWLFLASQET-UHFFFAOYSA-N"
4379676,"N-[(3,5-Dibromo-4-hydroxyphenyl)carbamothioyl]benzamide",427.882965,"C14H10Br2N2O2S","c1ccc(cc1)C(=O)NC(=S)Nc2cc(c(c(c2)Br)O)Br","InChI=1S/C14H10Br2N2O2S/c15-10-6-9(7-11(16)12(10)19)17-14(21)18-13(20)8-4-2-1-3-5-8/h1-7,19H,(H2,17,18,20,21)","YMDPUXBJXHFFIU-UHFFFAOYSA-N"
4423581,"1,3,5,7-Tetramethyl-2,4,6,8,9,10-hexathiatricyclo[3.3.1.1~3,7~]decane 2,2,4,4,6,6,8,8-octaoxide",427.885651,"C8H12O8S6","CC12SC3(S(=O)(=O)C(S1(=O)=O)(SC(S2(=O)=O)(S3(=O)=O)C)C)C","InChI=1S/C8H12O8S6/c1-5-17-6(2)21(13,14)7(3,19(5,9)10)18-8(4,20(5,11)12)22(6,15)16/h1-4H3","VIGPLGLPZPQLKN-UHFFFAOYSA-N"
