"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
6533,"1-Naphthol-4-sulfonic acid",224.014328,"C10H8O4S","c1ccc2c(c1)c(ccc2S(=O)(=O)O)O","InChI=1S/C10H8O4S/c11-9-5-6-10(15(12,13)14)8-4-2-1-3-7(8)9/h1-6,11H,(H,12,13,14)","HGWQOFDAUWCQDA-UHFFFAOYSA-N"
6822,"b-Naphtholsulfonic Acid F",224.014328,"C10H8O4S","c1cc(cc2c1ccc(c2)S(=O)(=O)O)O","InChI=1S/C10H8O4S/c11-9-3-1-7-2-4-10(15(12,13)14)6-8(7)5-9/h1-6,11H,(H,12,13,14)","MVEOHWRUBFWKJY-UHFFFAOYSA-N"
6850,"2-Napthol-6-sulfonic acid",224.014328,"C10H8O4S","c1cc(cc2c1cc(cc2)S(=O)(=O)O)O","InChI=1S/C10H8O4S/c11-9-3-1-8-6-10(15(12,13)14)4-2-7(8)5-9/h1-6,11H,(H,12,13,14)","VVPHSMHEYVOVLH-UHFFFAOYSA-N"
10803,"Baum's Acid",224.014328,"C10H8O4S","c1ccc2c(c1)ccc(c2O)S(=O)(=O)O","InChI=1S/C10H8O4S/c11-10-8-4-2-1-3-7(8)5-6-9(10)15(12,13)14/h1-6,11H,(H,12,13,14)","PWJNDVAKQLOWRZ-UHFFFAOYSA-N"
10804,"2-Hydroxy-1-naphthalenesulfonic acid",224.014328,"C10H8O4S","c1ccc2c(c1)ccc(c2S(=O)(=O)O)O","InChI=1S/C10H8O4S/c11-9-6-5-7-3-1-2-4-8(7)10(9)15(12,13)14/h1-6,11H,(H,12,13,14)","SGBQUMZTGSQNAO-UHFFFAOYSA-N"
60371,"8-Hydroxy-1-naphthalenesulfonic acid",224.014328,"C10H8O4S","c1cc2cccc(c2c(c1)O)S(=O)(=O)O","InChI=1S/C10H8O4S/c11-8-5-1-3-7-4-2-6-9(10(7)8)15(12,13)14/h1-6,11H,(H,12,13,14)","ZPLBZGGKAUXTRT-UHFFFAOYSA-N"
60378,"1-Naphthol-5-sulfonic acid",224.014328,"C10H8O4S","c1cc2c(cccc2S(=O)(=O)O)c(c1)O","InChI=1S/C10H8O4S/c11-9-5-1-4-8-7(9)3-2-6-10(8)15(12,13)14/h1-6,11H,(H,12,13,14)","YLKCHWCYYNKADS-UHFFFAOYSA-N"
60572,"Bayer's Acid",224.014328,"C10H8O4S","c1cc2ccc(cc2c(c1)S(=O)(=O)O)O","InChI=1S/C10H8O4S/c11-8-5-4-7-2-1-3-10(9(7)6-8)15(12,13)14/h1-6,11H,(H,12,13,14)","HUYJTJXLNBOVFO-UHFFFAOYSA-N"
67020,"2-Naphthyl hydrogen sulfate",224.014328,"C10H8O4S","c1ccc2cc(ccc2c1)OS(=O)(=O)O","InChI=1S/C10H8O4S/c11-15(12,13)14-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)","HXEZIDSFDHEIIQ-UHFFFAOYSA-N"
69802,"1-naphthol-3-sulfonicacid",224.014328,"C10H8O4S","c1ccc2c(c1)cc(cc2O)S(=O)(=O)O","InChI=1S/C10H8O4S/c11-10-6-8(15(12,13)14)5-7-3-1-2-4-9(7)10/h1-6,11H,(H,12,13,14)","HKWPUUYEGGDLJF-UHFFFAOYSA-N"
72858,"3-Hydroxy-1-naphthalenesulfonic acid",224.014328,"C10H8O4S","c1ccc2c(c1)cc(cc2S(=O)(=O)O)O","InChI=1S/C10H8O4S/c11-8-5-7-3-1-2-4-9(7)10(6-8)15(12,13)14/h1-6,11H,(H,12,13,14)","RZMZJYAMZGWBLB-UHFFFAOYSA-N"
102752,"1-Naphthyl hydrogen sulfate",224.014328,"C10H8O4S","c1ccc2c(c1)cccc2OS(=O)(=O)O","InChI=1S/C10H8O4S/c11-15(12,13)14-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H,11,12,13)","FVMQKVNBLZGWAH-UHFFFAOYSA-N"
236150,"3-(1,3-Benzodioxol-5-yl)-2-sulfanylacrylic acid",224.014328,"C10H8O4S","c1cc2c(cc1C=C(C(=O)O)S)OCO2","InChI=1S/C10H8O4S/c11-10(12)9(15)4-6-1-2-7-8(3-6)14-5-13-7/h1-4,15H,5H2,(H,11,12)","YQBNFBIPHUDRDU-UHFFFAOYSA-N"
326916,"2-[(2-Carboxyvinyl)sulfanyl]benzoic acid",224.014328,"C10H8O4S","c1ccc(c(c1)C(=O)O)SC=CC(=O)O","InChI=1S/C10H8O4S/c11-9(12)5-6-15-8-4-2-1-3-7(8)10(13)14/h1-6H,(H,11,12)(H,13,14)","ONAAIWDZSUXJJZ-UHFFFAOYSA-N"
329657,"8,13-Dioxa-11-thiatetracyclo[4.3.3.1~2,5~.0~1,6~]tridec-3-ene-7,9-dione",224.014328,"C10H8O4S","C1C23C4C=CC(C2(CS1)C(=O)OC3=O)O4","InChI=1S/C10H8O4S/c11-7-9-3-15-4-10(9,8(12)14-7)6-2-1-5(9)13-6/h1-2,5-6H,3-4H2","LPBLWAOIBKPJOX-UHFFFAOYSA-N"
