"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
6907,"Propylparaben",180.078644,"C10H12O3","CCCOC(=O)c1ccc(cc1)O","InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3","QELSKZZBTMNZEB-UHFFFAOYSA-N"
7410,"Anisyl acetate",180.078644,"C10H12O3","CC(=O)OCc1ccc(cc1)OC","InChI=1S/C10H12O3/c1-8(11)13-7-9-3-5-10(12-2)6-4-9/h3-6H,7H2,1-2H3","HFNGYHHRRMSKEU-UHFFFAOYSA-N"
9589,"4-(3-Hydroxy-1-propen-1-yl)-2-methoxyphenol",180.078644,"C10H12O3","COc1cc(ccc1O)C=CCO","InChI=1S/C10H12O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h2-5,7,11-12H,6H2,1H3","JMFRWRFFLBVWSI-UHFFFAOYSA-N"
11345,"Isopropyl salicylate",180.078644,"C10H12O3","CC(C)OC(=O)c1ccccc1O","InChI=1S/C10H12O3/c1-7(2)13-10(12)8-5-3-4-6-9(8)11/h3-7,11H,1-2H3","YEULQIJMIOWCHB-UHFFFAOYSA-N"
12508,"Ethyl mandelate",180.078644,"C10H12O3","CCOC(=O)C(c1ccccc1)O","InChI=1S/C10H12O3/c1-2-13-10(12)9(11)8-6-4-3-5-7-8/h3-7,9,11H,2H2,1H3","SAXHIDRUJXPDOD-UHFFFAOYSA-N"
14815,"(2-Phenyl-1,3-dioxolan-4-yl)methanol",180.078644,"C10H12O3","c1ccc(cc1)C2OCC(O2)CO","InChI=1S/C10H12O3/c11-6-9-7-12-10(13-9)8-4-2-1-3-5-8/h1-5,9-11H,6-7H2","AUDDNHGBAJNKEH-UHFFFAOYSA-N"
15007,"3-Methoxy-4-hydroxypropiophenone",180.078644,"C10H12O3","CCC(=O)c1ccc(c(c1)OC)O","InChI=1S/C10H12O3/c1-3-8(11)7-4-5-9(12)10(6-7)13-2/h4-6,12H,3H2,1-2H3","FBGXENQFSMMBNY-UHFFFAOYSA-N"
15435,"2',6'-Dimethoxyacetophenone",180.078644,"C10H12O3","CC(=O)c1c(cccc1OC)OC","InChI=1S/C10H12O3/c1-7(11)10-8(12-2)5-4-6-9(10)13-3/h4-6H,1-3H3","XEUGKOFTNAYMMX-UHFFFAOYSA-N"
15783,"2-((4-methoxyphenoxy)methyl)oxirane",180.078644,"C10H12O3","COc1ccc(cc1)OCC2CO2","InChI=1S/C10H12O3/c1-11-8-2-4-9(5-3-8)12-6-10-7-13-10/h2-5,10H,6-7H2,1H3","AVWGFHZLPMLKBL-UHFFFAOYSA-N"
16341,"Vanillyl methyl ketone",180.078644,"C10H12O3","CC(=O)Cc1ccc(c(c1)OC)O","InChI=1S/C10H12O3/c1-7(11)5-8-3-4-9(12)10(6-8)13-2/h3-4,6,12H,5H2,1-2H3","LFVCJQWZGDLHSD-UHFFFAOYSA-N"
