"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
7399,"4-Bromoacetanilide",212.978912,"C8H8BrNO","CC(=O)Nc1ccc(cc1)Br","InChI=1S/C8H8BrNO/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,1H3,(H,10,11)","MSLICLMCQYQNPK-UHFFFAOYSA-N"
11625,"N-(3-Bromophenyl)acetamide",212.978912,"C8H8BrNO","CC(=O)Nc1cccc(c1)Br","InChI=1S/C8H8BrNO/c1-6(11)10-8-4-2-3-7(9)5-8/h2-5H,1H3,(H,10,11)","XXHOHJTVFUJJMT-UHFFFAOYSA-N"
20338,"2-Amino-1-(4-bromophenyl)ethanone",212.978912,"C8H8BrNO","c1cc(ccc1C(=O)CN)Br","InChI=1S/C8H8BrNO/c9-7-3-1-6(2-4-7)8(11)5-10/h1-4H,5,10H2","ZQFATRVLQKIVTH-UHFFFAOYSA-N"
85551,"Monobromoacetanilide",212.978912,"C8H8BrNO","c1ccc(cc1)NC(=O)CBr","InChI=1S/C8H8BrNO/c9-6-8(11)10-7-4-2-1-3-5-7/h1-5H,6H2,(H,10,11)","DCPLOIFDMMEBQZ-UHFFFAOYSA-N"
113749,"N-Bromo-N-phenylacetamide",212.978912,"C8H8BrNO","CC(=O)N(c1ccccc1)Br","InChI=1S/C8H8BrNO/c1-7(11)10(9)8-5-3-2-4-6-8/h2-6H,1H3","FWLGGSWAIHNLLW-UHFFFAOYSA-N"
120188,"N-(2-Bromophenyl)acetamide",212.978912,"C8H8BrNO","CC(=O)Nc1ccccc1Br","InChI=1S/C8H8BrNO/c1-6(11)10-8-5-3-2-4-7(8)9/h2-5H,1H3,(H,10,11)","VOBKUOHHOWQHFZ-UHFFFAOYSA-N"
161777,"4-Bromo-N-methylbenzamide",212.978912,"C8H8BrNO","CNC(=O)c1ccc(cc1)Br","InChI=1S/C8H8BrNO/c1-10-8(11)6-2-4-7(9)5-3-6/h2-5H,1H3,(H,10,11)","DXCFWNVWQTYPOC-UHFFFAOYSA-N"
211559,"2-Bromo-2-phenylacetamide",212.978912,"C8H8BrNO","c1ccc(cc1)C(C(=O)N)Br","InChI=1S/C8H8BrNO/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7H,(H2,10,11)","AHAHDSZRVUVAGH-UHFFFAOYSA-N"
225386,"2-(4-Bromophenyl)acetamide",212.978912,"C8H8BrNO","c1cc(ccc1CC(=O)N)Br","InChI=1S/C8H8BrNO/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4H,5H2,(H2,10,11)","ZBARBHKSSXDLMK-UHFFFAOYSA-N"
230377,"2-Bromo-4-methylbenzamide",212.978912,"C8H8BrNO","Cc1ccc(c(c1)Br)C(=O)N","InChI=1S/C8H8BrNO/c1-5-2-3-6(8(10)11)7(9)4-5/h2-4H,1H3,(H2,10,11)","RZQOTWSJWWOQHP-UHFFFAOYSA-N"
232797,"2-Bromo-N-methylbenzamide",212.978912,"C8H8BrNO","CNC(=O)c1ccccc1Br","InChI=1S/C8H8BrNO/c1-10-8(11)6-4-2-3-5-7(6)9/h2-5H,1H3,(H,10,11)","FKVCJQNPXXXZIE-UHFFFAOYSA-N"
234073,"N-(1,2,3-Thiadiazol-4-yl)-1,2,3-thiadiazole-4-carboxamide",212.977905,"C5H3N5OS2","c1c(nns1)C(=O)Nc2csnn2","InChI=1S/C5H3N5OS2/c11-5(3-1-12-9-7-3)6-4-2-13-10-8-4/h1-2H,(H,6,11)","AGEHSBQMAOIJDI-UHFFFAOYSA-N"
266869,"2-Bromo-N-hydroxy-1-phenylethanimine",212.978912,"C8H8BrNO","c1ccc(cc1)C(=NO)CBr","InChI=1S/C8H8BrNO/c9-6-8(10-11)7-4-2-1-3-5-7/h1-5,11H,6H2","CPIZBNJPBHXWFN-UHFFFAOYSA-N"
362627,"2-Amino-1-(3-bromophenyl)ethanone",212.978912,"C8H8BrNO","c1cc(cc(c1)Br)C(=O)CN","InChI=1S/C8H8BrNO/c9-7-3-1-2-6(4-7)8(11)5-10/h1-4H,5,10H2","LXFGLRAUAQVJCL-UHFFFAOYSA-N"
478094,"1-Chloro-2,2-bis(trifluoromethyl)aziridine",212.977997,"C4H2ClF6N","C1C(N1Cl)(C(F)(F)F)C(F)(F)F","InChI=1S/C4H2ClF6N/c5-12-1-2(12,3(6,7)8)4(9,10)11/h1H2","DJWCTEIGENUJRS-UHFFFAOYSA-N"
507673,"3-(Bromomethyl)benzamide",212.978912,"C8H8BrNO","c1cc(cc(c1)C(=O)N)CBr","InChI=1S/C8H8BrNO/c9-5-6-2-1-3-7(4-6)8(10)11/h1-4H,5H2,(H2,10,11)","ORRDZVRYRNYLMB-UHFFFAOYSA-N"
507808,"4-(Bromomethyl)benzamide",212.978912,"C8H8BrNO","c1cc(ccc1CBr)C(=O)N","InChI=1S/C8H8BrNO/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,5H2,(H2,10,11)","KXODOFITUJNMKA-UHFFFAOYSA-N"
528758,"1-(3-Amino-4-bromophenyl)ethanone",212.978912,"C8H8BrNO","CC(=O)c1ccc(c(c1)N)Br","InChI=1S/C8H8BrNO/c1-5(11)6-2-3-7(9)8(10)4-6/h2-4H,10H2,1H3","HYRBHUHCBGRDHI-UHFFFAOYSA-N"
