"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
1581,"N'-Ethyl-4-phenoxymetanilanilide",368.119476,"C20H20N2O3S","CCN(c1ccccc1)S(=O)(=O)c2ccc(c(c2)N)Oc3ccccc3","InChI=1S/C20H20N2O3S/c1-2-22(16-9-5-3-6-10-16)26(23,24)18-13-14-20(19(21)15-18)25-17-11-7-4-8-12-17/h3-15H,2,21H2,1H3","GHUSPTPILIZGPQ-UHFFFAOYSA-N"
6281,"Tris(4-methylphenyl) phosphate",368.117737,"C21H21O4P","Cc1ccc(cc1)OP(=O)(Oc2ccc(cc2)C)Oc3ccc(cc3)C","InChI=1S/C21H21O4P/c1-16-4-10-19(11-5-16)23-26(22,24-20-12-6-17(2)7-13-20)25-21-14-8-18(3)9-15-21/h4-15H,1-3H3","BOSMZFBHAYFUBJ-UHFFFAOYSA-N"
10758,"Tris(3-methylphenyl) phosphate",368.117737,"C21H21O4P","Cc1cccc(c1)OP(=O)(Oc2cccc(c2)C)Oc3cccc(c3)C","InChI=1S/C21H21O4P/c1-16-7-4-10-19(13-16)23-26(22,24-20-11-5-8-17(2)14-20)25-21-12-6-9-18(3)15-21/h4-15H,1-3H3","RMLPZKRPSQVRAB-UHFFFAOYSA-N"
31472,"2-Isopropylphenyl diphenyl phosphate",368.117737,"C21H21O4P","CC(C)c1ccccc1OP(=O)(Oc2ccccc2)Oc3ccccc3","InChI=1S/C21H21O4P/c1-17(2)20-15-9-10-16-21(20)25-26(22,23-18-11-5-3-6-12-18)24-19-13-7-4-8-14-19/h3-17H,1-2H3","JJXNVYMIYBNZQX-UHFFFAOYSA-N"
65259,"1-[(Benzyloxy)methyl]-5-ethyl-6-(phenylsulfanyl)-2,4(1H,3H)-pyrimidinedione",368.119476,"C20H20N2O3S","CCc1c(=O)[nH]c(=O)n(c1Sc2ccccc2)COCc3ccccc3","InChI=1S/C20H20N2O3S/c1-2-17-18(23)21-20(24)22(14-25-13-15-9-5-3-6-10-15)19(17)26-16-11-7-4-8-12-16/h3-12H,2,13-14H2,1H3,(H,21,23,24)","JWLMKMJLXHQYJN-UHFFFAOYSA-N"
66954,"Benzyl phosphate",368.117737,"C21H21O4P","c1ccc(cc1)COP(=O)(OCc2ccccc2)OCc3ccccc3","InChI=1S/C21H21O4P/c22-26(23-16-19-10-4-1-5-11-19,24-17-20-12-6-2-7-13-20)25-18-21-14-8-3-9-15-21/h1-15H,16-18H2","OACSUWPJZKGHHK-UHFFFAOYSA-N"
82988,"4-Isopropylphenyl diphenyl phosphate",368.117737,"C21H21O4P","CC(C)c1ccc(cc1)OP(=O)(Oc2ccccc2)Oc3ccccc3","InChI=1S/C21H21O4P/c1-17(2)18-13-15-21(16-14-18)25-26(22,23-19-9-5-3-6-10-19)24-20-11-7-4-8-12-20/h3-17H,1-2H3","JUHFQCKQQLMGAB-UHFFFAOYSA-N"
280678,"(2,5-Dimethoxyphenyl)(diphenylphosphoryl)methanol",368.117737,"C21H21O4P","COc1ccc(c(c1)C(O)P(=O)(c2ccccc2)c3ccccc3)OC","InChI=1S/C21H21O4P/c1-24-16-13-14-20(25-2)19(15-16)21(22)26(23,17-9-5-3-6-10-17)18-11-7-4-8-12-18/h3-15,21-22H,1-2H3","RSMCNCDZDWNBLF-UHFFFAOYSA-N"
498229,"5-{3-[(2-Fluorobenzyl)oxy]benzylidene}-1,3-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione",368.117249,"C20H17FN2O4","CN1C(=O)C(=Cc2cccc(c2)OCc3ccccc3F)C(=O)N(C1=O)C","InChI=1S/C20H17FN2O4/c1-22-18(24)16(19(25)23(2)20(22)26)11-13-6-5-8-15(10-13)27-12-14-7-3-4-9-17(14)21/h3-11H,12H2,1-2H3","WMIQMNDJOFZSBJ-UHFFFAOYSA-N"
505806,"N-(2-Methoxydibenzo[b,d]furan-3-yl)-2-quinolinecarboxamide",368.116089,"C23H16N2O3","COc1cc2c3ccccc3oc2cc1NC(=O)c4ccc5ccccc5n4","InChI=1S/C23H16N2O3/c1-27-22-12-16-15-7-3-5-9-20(15)28-21(16)13-19(22)25-23(26)18-11-10-14-6-2-4-8-17(14)24-18/h2-13H,1H3,(H,25,26)","FKQQPASEMMYGBE-UHFFFAOYSA-N"
509119,"2-Hydroxy-2-(2-methoxyphenyl)-N'-(3-methylphenyl)-2-(2-thienyl)acetohydrazide",368.119476,"C20H20N2O3S","Cc1cccc(c1)NNC(=O)C(c2ccccc2OC)(c3cccs3)O","InChI=1S/C20H20N2O3S/c1-14-7-5-8-15(13-14)21-22-19(23)20(24,18-11-6-12-26-18)16-9-3-4-10-17(16)25-2/h3-13,21,24H,1-2H3,(H,22,23)","XSEOCSFNRYDDSC-UHFFFAOYSA-N"
547526,"4,4',4""-Trimethoxytrityl chloride",368.11792,"C22H21ClO3","COc1ccc(cc1)C(c2ccc(cc2)OC)(c3ccc(cc3)OC)Cl","InChI=1S/C22H21ClO3/c1-24-19-10-4-16(5-11-19)22(23,17-6-12-20(25-2)13-7-17)18-8-14-21(26-3)15-9-18/h4-15H,1-3H3","OBFCMKPFILBCSQ-UHFFFAOYSA-N"
560578,"Ethyl 4-[2-(3,4-dihydro-1(2H)-quinolinyl)-2-oxoethyl]-4H-thieno[3,2-b]pyrrole-5-carboxylate",368.119476,"C20H20N2O3S","CCOC(=O)c1cc2c(n1CC(=O)N3CCCc4c3cccc4)ccs2","InChI=1S/C20H20N2O3S/c1-2-25-20(24)17-12-18-16(9-11-26-18)22(17)13-19(23)21-10-5-7-14-6-3-4-8-15(14)21/h3-4,6,8-9,11-12H,2,5,7,10,13H2,1H3","NCCBUZSJSBWBSJ-UHFFFAOYSA-N"
563282,"3-(4-Fluorophenyl)-N-(2-furylmethyl)-2-(5-methyl-2-oxo-1(2H)-pyridinyl)-3-oxopropanamide",368.117249,"C20H17FN2O4","Cc1ccc(=O)n(c1)C(C(=O)c2ccc(cc2)F)C(=O)NCc3ccco3","InChI=1S/C20H17FN2O4/c1-13-4-9-17(24)23(12-13)18(19(25)14-5-7-15(21)8-6-14)20(26)22-11-16-3-2-10-27-16/h2-10,12,18H,11H2,1H3,(H,22,26)","NRRHXNFLTZOXJH-UHFFFAOYSA-N"
564983,"Ethyl 4-[2-(2-methyl-2,3-dihydro-1H-indol-1-yl)-2-oxoethyl]-4H-thieno[3,2-b]pyrrole-5-carboxylate",368.119476,"C20H20N2O3S","CCOC(=O)c1cc2c(n1CC(=O)N3c4ccccc4CC3C)ccs2","InChI=1S/C20H20N2O3S/c1-3-25-20(24)17-11-18-16(8-9-26-18)21(17)12-19(23)22-13(2)10-14-6-4-5-7-15(14)22/h4-9,11,13H,3,10,12H2,1-2H3","RUTPMPRKXUCPQD-UHFFFAOYSA-N"
566425,"Ethyl 4-[2-(2,3-dihydro-1H-indol-1-yl)-2-oxoethyl]-2-methyl-4H-thieno[3,2-b]pyrrole-5-carboxylate",368.119476,"C20H20N2O3S","CCOC(=O)c1cc2c(n1CC(=O)N3CCc4c3cccc4)cc(s2)C","InChI=1S/C20H20N2O3S/c1-3-25-20(24)17-11-18-16(10-13(2)26-18)22(17)12-19(23)21-9-8-14-6-4-5-7-15(14)21/h4-7,10-11H,3,8-9,12H2,1-2H3","NVHUTMPMECINIH-UHFFFAOYSA-N"
569738,"2-[5-(3,5-Dimethyl-phenoxymethyl)-[1,3,4]oxadiazol-2-ylsulfanyl]-1-p-tolyl-ethanone",368.119476,"C20H20N2O3S","Cc1ccc(cc1)C(=O)CSc2nnc(o2)COc3cc(cc(c3)C)C","InChI=1S/C20H20N2O3S/c1-13-4-6-16(7-5-13)18(23)12-26-20-22-21-19(25-20)11-24-17-9-14(2)8-15(3)10-17/h4-10H,11-12H2,1-3H3","DELSFVHNXIQIPA-UHFFFAOYSA-N"
577426,"2-[3-(Dimethylamino)propyl]-1-(2-thienyl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione",368.119476,"C20H20N2O3S","CN(C)CCCN1C(c2c(=O)c3ccccc3oc2C1=O)c4cccs4","InChI=1S/C20H20N2O3S/c1-21(2)10-6-11-22-17(15-9-5-12-26-15)16-18(23)13-7-3-4-8-14(13)25-19(16)20(22)24/h3-5,7-9,12,17H,6,10-11H2,1-2H3","NJNNVFVACLZJME-UHFFFAOYSA-N"
578959,"2-Benzyl-1-(2-pyridinyl)-1,2-dihydrochromeno[2,3-c]pyrrole-3,9-dione",368.116089,"C23H16N2O3","c1ccc(cc1)CN2C(c3c(=O)c4ccccc4oc3C2=O)c5ccccn5","InChI=1S/C23H16N2O3/c26-21-16-10-4-5-12-18(16)28-22-19(21)20(17-11-6-7-13-24-17)25(23(22)27)14-15-8-2-1-3-9-15/h1-13,20H,14H2","MRENTBLOCLVOKT-UHFFFAOYSA-N"
857983,"Ethyl 3-amino-4-(4-methoxyphenyl)-6,7-dihydro-5H-cyclopenta[b]thieno[3,2-e]pyridine-2-carboxylate",368.119476,"C20H20N2O3S","CCOC(=O)c1c(c2c(c3c(nc2s1)CCC3)c4ccc(cc4)OC)N","InChI=1S/C20H20N2O3S/c1-3-25-20(23)18-17(21)16-15(11-7-9-12(24-2)10-8-11)13-5-4-6-14(13)22-19(16)26-18/h7-10H,3-6,21H2,1-2H3","IJFOXQJBRLKVKV-UHFFFAOYSA-N"
858111,"N-[3-(4-Morpholinyl)phenyl]-2-naphthalenesulfonamide",368.119476,"C20H20N2O3S","c1ccc2cc(ccc2c1)S(=O)(=O)Nc3cccc(c3)N4CCOCC4","InChI=1S/C20H20N2O3S/c23-26(24,20-9-8-16-4-1-2-5-17(16)14-20)21-18-6-3-7-19(15-18)22-10-12-25-13-11-22/h1-9,14-15,21H,10-13H2","ZMQJUPBCFJSOJX-UHFFFAOYSA-N"
860152,"2-(2,6-Dimethylphenoxy)-N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]acetamide",368.119476,"C20H20N2O3S","Cc1cccc(c1OCC(=O)Nc2nc(cs2)c3ccc(cc3)OC)C","InChI=1S/C20H20N2O3S/c1-13-5-4-6-14(2)19(13)25-11-18(23)22-20-21-17(12-26-20)15-7-9-16(24-3)10-8-15/h4-10,12H,11H2,1-3H3,(H,21,22,23)","IFNRPRJSGXHKPX-UHFFFAOYSA-N"
860247,"2-(2-Ethylphenoxy)-N-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]acetamide",368.119476,"C20H20N2O3S","CCc1ccccc1OCC(=O)Nc2nc(cs2)c3ccc(cc3)OC","InChI=1S/C20H20N2O3S/c1-3-14-6-4-5-7-18(14)25-12-19(23)22-20-21-17(13-26-20)15-8-10-16(24-2)11-9-15/h4-11,13H,3,12H2,1-2H3,(H,21,22,23)","DHAIQIHHCWKLSY-UHFFFAOYSA-N"
862916,"(2Z)-N-Acetyl-8-ethoxy-2-[(4-fluorophenyl)imino]-2H-chromene-3-carboxamide",368.117249,"C20H17FN2O4","CCOc1cccc2c1o/c(=N\c3ccc(cc3)F)/c(c2)C(=O)NC(=O)C","InChI=1S/C20H17FN2O4/c1-3-26-17-6-4-5-13-11-16(19(25)22-12(2)24)20(27-18(13)17)23-15-9-7-14(21)8-10-15/h4-11H,3H2,1-2H3,(H,22,24,25)/b23-20-","UQJKGGZXLGGWNR-ATJXCDBQSA-N"
864329,"N-(2-Methylphenyl)-N~2~-(methylsulfonyl)-N~2~-1-naphthylglycinamide",368.119476,"C20H20N2O3S","Cc1ccccc1NC(=O)CN(c2cccc3c2cccc3)S(=O)(=O)C","InChI=1S/C20H20N2O3S/c1-15-8-3-6-12-18(15)21-20(23)14-22(26(2,24)25)19-13-7-10-16-9-4-5-11-17(16)19/h3-13H,14H2,1-2H3,(H,21,23)","JPTISRDKDZEMBC-UHFFFAOYSA-N"
870277,"N-[2-(4-Methylphenyl)-1,3-benzoxazol-5-yl]-1-benzofuran-2-carboxamide",368.116089,"C23H16N2O3","Cc1ccc(cc1)c2nc3cc(ccc3o2)NC(=O)c4cc5ccccc5o4","InChI=1S/C23H16N2O3/c1-14-6-8-15(9-7-14)23-25-18-13-17(10-11-20(18)28-23)24-22(26)21-12-16-4-2-3-5-19(16)27-21/h2-13H,1H3,(H,24,26)","KSORTVKKMYMHFI-UHFFFAOYSA-N"
871336,"N-[4-(3,4-Dimethylphenyl)-1,3-thiazol-2-yl]-2-(3-methoxyphenoxy)acetamide",368.119476,"C20H20N2O3S","Cc1ccc(cc1C)c2csc(n2)NC(=O)COc3cccc(c3)OC","InChI=1S/C20H20N2O3S/c1-13-7-8-15(9-14(13)2)18-12-26-20(21-18)22-19(23)11-25-17-6-4-5-16(10-17)24-3/h4-10,12H,11H2,1-3H3,(H,21,22,23)","FZTKFBPMSDKFGN-UHFFFAOYSA-N"
873709,"N-[4-(2,4-Dimethylphenyl)-1,3-thiazol-2-yl]-2,4-dimethoxybenzamide",368.119476,"C20H20N2O3S","Cc1ccc(c(c1)C)c2csc(n2)NC(=O)c3ccc(cc3OC)OC","InChI=1S/C20H20N2O3S/c1-12-5-7-15(13(2)9-12)17-11-26-20(21-17)22-19(23)16-8-6-14(24-3)10-18(16)25-4/h5-11H,1-4H3,(H,21,22,23)","WEZKZIKRVUZCKT-UHFFFAOYSA-N"
875886,"2-(3,4-Dimethoxyphenyl)-N-(5-methyl-4-phenyl-1,3-thiazol-2-yl)acetamide",368.119476,"C20H20N2O3S","Cc1c(nc(s1)NC(=O)Cc2ccc(c(c2)OC)OC)c3ccccc3","InChI=1S/C20H20N2O3S/c1-13-19(15-7-5-4-6-8-15)22-20(26-13)21-18(23)12-14-9-10-16(24-2)17(11-14)25-3/h4-11H,12H2,1-3H3,(H,21,22,23)","CSYOCPGCFYNPPX-UHFFFAOYSA-N"
877236,"N-[4-(5-Methyl-1,3-benzoxazol-2-yl)phenyl]-1-benzofuran-2-carboxamide",368.116089,"C23H16N2O3","Cc1ccc2c(c1)nc(o2)c3ccc(cc3)NC(=O)c4cc5ccccc5o4","InChI=1S/C23H16N2O3/c1-14-6-11-20-18(12-14)25-23(28-20)15-7-9-17(10-8-15)24-22(26)21-13-16-4-2-3-5-19(16)27-21/h2-13H,1H3,(H,24,26)","IYFIOULPEWFADD-UHFFFAOYSA-N"
889220,"N,N-Dibenzyl-6-methoxy-3-pyridinesulfonamide",368.119476,"C20H20N2O3S","COc1ccc(cn1)S(=O)(=O)N(Cc2ccccc2)Cc3ccccc3","InChI=1S/C20H20N2O3S/c1-25-20-13-12-19(14-21-20)26(23,24)22(15-17-8-4-2-5-9-17)16-18-10-6-3-7-11-18/h2-14H,15-16H2,1H3","YGXKGZJQNNCKED-UHFFFAOYSA-N"
891751,"N-(1,3-Benzodioxol-5-yl)-2-phenyl-4-quinolinecarboxamide",368.116089,"C23H16N2O3","c1ccc(cc1)c2cc(c3ccccc3n2)C(=O)Nc4ccc5c(c4)OCO5","InChI=1S/C23H16N2O3/c26-23(24-16-10-11-21-22(12-16)28-14-27-21)18-13-20(15-6-2-1-3-7-15)25-19-9-5-4-8-17(18)19/h1-13H,14H2,(H,24,26)","UKIIVFTXNXPTHV-UHFFFAOYSA-N"
