"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
2445,"Candesartan",440.159698,"C24H20N6O3","CCOc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5)C(=O)O","InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)","HTQMVQVXFRQIKW-UHFFFAOYSA-N"
65064,"(11beta)-11,17-Dihydroxy-3,20-dioxopregna-1,4-dien-21-yl dihydrogen phosphate",440.160004,"C21H29O8P","C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=C[C@]34C)O","InChI=1S/C21H29O8P/c1-19-7-5-13(22)9-12(19)3-4-14-15-6-8-21(25,17(24)11-29-30(26,27)28)20(15,2)10-16(23)18(14)19/h5,7,9,14-16,18,23,25H,3-4,6,8,10-11H2,1-2H3,(H2,26,27,28)/t14-,15-,16-,18+,19-,20-,21-/m0/s1","JDOZJEUDSLGTLU-VWUMJDOOSA-N"
154948,"[(2,2-Dimethylpropanoyl)oxy]methyl (4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-3-{[(3R)-5-oxo-3-pyrrolidinyl]sulfanyl}-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate",440.161713,"C20H28N2O7S","C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@@H]3CC(=O)NC3)C(=O)OCOC(=O)C(C)(C)C)[C@@H](C)O","InChI=1S/C20H28N2O7S/c1-9-14-13(10(2)23)17(25)22(14)15(16(9)30-11-6-12(24)21-7-11)18(26)28-8-29-19(27)20(3,4)5/h9-11,13-14,23H,6-8H2,1-5H3,(H,21,24)/t9-,10-,11-,13-,14-/m1/s1","ZNOVVAJWYUBFMI-JIFFNSBPSA-N"
578275,"N-[(2E)-3-Cyano-10-methyl-5-oxo-1-(tetrahydro-2-furanylmethyl)-1,5-dihydro-2H-dipyrido[1,2-a:2',3'-d]pyrimidin-2-ylidene]nicotinamide",440.159698,"C24H20N6O3","Cc1cccn2c1nc3c(c2=O)cc(/c(=N\C(=O)c4cccnc4)/n3CC5CCCO5)C#N","InChI=1S/C24H20N6O3/c1-15-5-3-9-29-20(15)27-22-19(24(29)32)11-17(12-25)21(30(22)14-18-7-4-10-33-18)28-23(31)16-6-2-8-26-13-16/h2-3,5-6,8-9,11,13,18H,4,7,10,14H2,1H3/b28-21+","IEZPKQRQIUHFHV-SGWCAAJKSA-N"
1030155,"Diethyl 2,6-dimethyl-4-[5-(4-nitrophenyl)-2-furyl]-1,4-dihydro-3,5-pyridinedicarboxylate",440.158356,"C23H24N2O7","CCOC(=O)C1=C(NC(=C(C1c2ccc(o2)c3ccc(cc3)[N+](=O)[O-])C(=O)OCC)C)C","InChI=1S/C23H24N2O7/c1-5-30-22(26)19-13(3)24-14(4)20(23(27)31-6-2)21(19)18-12-11-17(32-18)15-7-9-16(10-8-15)25(28)29/h7-12,21,24H,5-6H2,1-4H3","ILAUMIGOUUTUQC-UHFFFAOYSA-N"
1110697,"(5Z)-5-(2,4-Dimethoxybenzylidene)-1-[2-(3,4-dimethoxyphenyl)ethyl]-2,4,6(1H,3H,5H)-pyrimidinetrione",440.158356,"C23H24N2O7","COc1ccc(c(c1)OC)/C=C\2/C(=O)NC(=O)N(C2=O)CCc3ccc(c(c3)OC)OC","InChI=1S/C23H24N2O7/c1-29-16-7-6-15(19(13-16)31-3)12-17-21(26)24-23(28)25(22(17)27)10-9-14-5-8-18(30-2)20(11-14)32-4/h5-8,11-13H,9-10H2,1-4H3,(H,24,26,28)/b17-12-","GBGNOSSCAAPSPU-ATVHPVEESA-N"
1124506,"4,5-Dimethoxy-2-({[2-(3-methylbutyl)-1,3-dioxo-2,3-dihydro-1H-isoindol-5-yl]carbonyl}amino)benzoic acid",440.158356,"C23H24N2O7","CC(C)CCN1C(=O)c2ccc(cc2C1=O)C(=O)Nc3cc(c(cc3C(=O)O)OC)OC","InChI=1S/C23H24N2O7/c1-12(2)7-8-25-21(27)14-6-5-13(9-15(14)22(25)28)20(26)24-17-11-19(32-4)18(31-3)10-16(17)23(29)30/h5-6,9-12H,7-8H2,1-4H3,(H,24,26)(H,29,30)","IKNGQRLZJPHVHO-UHFFFAOYSA-N"
1127830,"Diethyl 2,6-dimethyl-4-[5-(3-nitrophenyl)-2-furyl]-1,4-dihydro-3,5-pyridinedicarboxylate",440.158356,"C23H24N2O7","CCOC(=O)C1=C(NC(=C(C1c2ccc(o2)c3cccc(c3)[N+](=O)[O-])C(=O)OCC)C)C","InChI=1S/C23H24N2O7/c1-5-30-22(26)19-13(3)24-14(4)20(23(27)31-6-2)21(19)18-11-10-17(32-18)15-8-7-9-16(12-15)25(28)29/h7-12,21,24H,5-6H2,1-4H3","NMJPOTRDGRTPFG-UHFFFAOYSA-N"
1177250,"Isopropyl 5-{2-[2-(3-methoxybenzoyl)hydrazino]-2-oxoethoxy}-2-methyl-1-benzofuran-3-carboxylate",440.158356,"C23H24N2O7","Cc1c(c2cc(ccc2o1)OCC(=O)NNC(=O)c3cccc(c3)OC)C(=O)OC(C)C","InChI=1S/C23H24N2O7/c1-13(2)31-23(28)21-14(3)32-19-9-8-17(11-18(19)21)30-12-20(26)24-25-22(27)15-6-5-7-16(10-15)29-4/h5-11,13H,12H2,1-4H3,(H,24,26)(H,25,27)","YBZKZFGMXGANCY-UHFFFAOYSA-N"
1200682,"Ethyl 4-({[4-(6-chloro-1H-benzimidazol-2-yl)-1-piperidinyl]acetyl}amino)benzoate",440.16153,"C23H25ClN4O3","CCOC(=O)c1ccc(cc1)NC(=O)CN2CCC(CC2)c3[nH]c4cc(ccc4n3)Cl","InChI=1S/C23H25ClN4O3/c1-2-31-23(30)16-3-6-18(7-4-16)25-21(29)14-28-11-9-15(10-12-28)22-26-19-8-5-17(24)13-20(19)27-22/h3-8,13,15H,2,9-12,14H2,1H3,(H,25,29)(H,26,27)","ILXPSQXNSHGZOS-UHFFFAOYSA-N"
