"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
18156,"N-Butylbenzenesulfonamide",213.082352,"C10H15NO2S","CCCCNS(=O)(=O)c1ccccc1","InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3","IPRJXAGUEGOFGG-UHFFFAOYSA-N"
63973,"4-Methyl-N-propylbenzenesulfonamide",213.082352,"C10H15NO2S","CCCNS(=O)(=O)c1ccc(cc1)C","InChI=1S/C10H15NO2S/c1-3-8-11-14(12,13)10-6-4-9(2)5-7-10/h4-7,11H,3,8H2,1-2H3","FGTLUYQJKVPUHM-UHFFFAOYSA-N"
66960,"N,N-Diethylbenzenesulfonamide",213.082352,"C10H15NO2S","CCN(CC)S(=O)(=O)c1ccccc1","InChI=1S/C10H15NO2S/c1-3-11(4-2)14(12,13)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3","FZIFUJULXRFHBB-UHFFFAOYSA-N"
77655,"L-THIOMICAMINE",213.082352,"C10H15NO2S","CSc1ccc(cc1)C(C(CO)N)O","InChI=1S/C10H15NO2S/c1-14-8-4-2-7(3-5-8)10(13)9(11)6-12/h2-5,9-10,12-13H,6,11H2,1H3","IULJJGJXIGQINK-UHFFFAOYSA-N"
78761,"1-(Cyclohexylsulfanyl)-2,5-pyrrolidinedione",213.082352,"C10H15NO2S","C1CCC(CC1)SN2C(=O)CCC2=O","InChI=1S/C10H15NO2S/c12-9-6-7-10(13)11(9)14-8-4-2-1-3-5-8/h8H,1-7H2","VTUZUBREJXDULA-UHFFFAOYSA-N"
105984,"4-(Trimethoxysilyl)aniline",213.082123,"C9H15NO3Si","CO[Si](c1ccc(cc1)N)(OC)OC","InChI=1S/C9H15NO3Si/c1-11-14(12-2,13-3)9-6-4-8(10)5-7-9/h4-7H,10H2,1-3H3","CNODSORTHKVDEM-UHFFFAOYSA-N"
183703,"N-sec-Butylbenzenesulfonamide",213.082352,"C10H15NO2S","CCC(C)NS(=O)(=O)c1ccccc1","InChI=1S/C10H15NO2S/c1-3-9(2)11-14(12,13)10-7-5-4-6-8-10/h4-9,11H,3H2,1-2H3","OTERCKKGWQONJU-UHFFFAOYSA-N"
193526,"4-tert-Butylbenzenesulfonamide",213.082352,"C10H15NO2S","CC(C)(C)c1ccc(cc1)S(=O)(=O)N","InChI=1S/C10H15NO2S/c1-10(2,3)8-4-6-9(7-5-8)14(11,12)13/h4-7H,1-3H3,(H2,11,12,13)","KYDZEZNYRFJCSA-UHFFFAOYSA-N"
200557,"2-(Methylsulfanyl)ethanamine benzoate (1:1)",213.082352,"C10H15NO2S","CSCCN.c1ccc(cc1)C(=O)O","InChI=1S/C7H6O2.C3H9NS/c8-7(9)6-4-2-1-3-5-6;1-5-3-2-4/h1-5H,(H,8,9);2-4H2,1H3","PXQOIGMZILMVEB-UHFFFAOYSA-N"
217957,"5-{[(2-Hydroxyethyl)sulfanyl]methyl}-2,4-dimethyl-3-pyridinol",213.082352,"C10H15NO2S","Cc1c(cnc(c1O)C)CSCCO","InChI=1S/C10H15NO2S/c1-7-9(6-14-4-3-12)5-11-8(2)10(7)13/h5,12-13H,3-4,6H2,1-2H3","YTIXXIWMRZXPTD-UHFFFAOYSA-N"
277832,"N-tert-butylbenzenesulfonamide",213.082352,"C10H15NO2S","CC(C)(C)NS(=O)(=O)c1ccccc1","InChI=1S/C10H15NO2S/c1-10(2,3)11-14(12,13)9-7-5-4-6-8-9/h4-8,11H,1-3H3","FFUBXANSXRGVKW-UHFFFAOYSA-N"
