"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
412,"1-(2,4-Dihydroxyphenyl)-3-(4-hydroxyphenyl)-2-propen-1-one",256.073547,"C15H12O4","c1cc(ccc1C=CC(=O)c2ccc(cc2O)O)O","InChI=1S/C15H12O4/c16-11-4-1-10(2-5-11)3-8-14(18)13-7-6-12(17)9-15(13)19/h1-9,16-17,19H","DXDRHHKMWQZJHT-UHFFFAOYSA-N"
1818,"4',7-Dihydroxyflavanone",256.073547,"C15H12O4","c1cc(ccc1C2CC(=O)c3ccc(cc3O2)O)O","InChI=1S/C15H12O4/c16-10-3-1-9(2-4-10)14-8-13(18)12-6-5-11(17)7-15(12)19-14/h1-7,14,16-17H,8H2","FURUXTVZLHCCNA-UHFFFAOYSA-N"
29430,"Monobenzyl Phthalate",256.073547,"C15H12O4","c1ccc(cc1)COC(=O)c2ccccc2C(=O)O","InChI=1S/C15H12O4/c16-14(17)12-8-4-5-9-13(12)15(18)19-10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)","XIKIUQUXDNHBFR-UHFFFAOYSA-N"
60590,"Spiroform",256.073547,"C15H12O4","CC(=O)Oc1ccccc1C(=O)Oc2ccccc2","InChI=1S/C15H12O4/c1-11(16)18-14-10-6-5-9-13(14)15(17)19-12-7-3-2-4-8-12/h2-10H,1H3","PSBAIJVSCTZDDB-UHFFFAOYSA-N"
61384,"(-)-pinocembrin",256.073547,"C15H12O4","c1ccc(cc1)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O","InChI=1S/C15H12O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-7,13,16-17H,8H2/t13-/m0/s1","URFCJEUYXNAHFI-ZDUSSCGKSA-N"
68510,"7-(3-Chloropropyl)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",256.072693,"C10H13ClN4O2","Cn1c2c(c(=O)n(c1=O)C)n(cn2)CCCCl","InChI=1S/C10H13ClN4O2/c1-13-8-7(9(16)14(2)10(13)17)15(6-12-8)5-3-4-11/h6H,3-5H2,1-2H3","MORVOYPJRATMRS-UHFFFAOYSA-N"
69433,"4-(2-Acetyl-3-methyl-1-benzofuran-5-yl)-2(5H)-furanone",256.073547,"C15H12O4","Cc1c2cc(ccc2oc1C(=O)C)C3=CC(=O)OC3","InChI=1S/C15H12O4/c1-8-12-5-10(11-6-14(17)18-7-11)3-4-13(12)19-15(8)9(2)16/h3-6H,7H2,1-2H3","NVRKEBYMSCNBSF-UHFFFAOYSA-N"
72800,"(4-Benzoylphenoxy)acetic acid",256.073547,"C15H12O4","c1ccc(cc1)C(=O)c2ccc(cc2)OCC(=O)O","InChI=1S/C15H12O4/c16-14(17)10-19-13-8-6-12(7-9-13)15(18)11-4-2-1-3-5-11/h1-9H,10H2,(H,16,17)","FQPOVZIKEBLFNG-UHFFFAOYSA-N"
73271,"Methyl phenyl terephthalate",256.073547,"C15H12O4","COC(=O)c1ccc(cc1)C(=O)Oc2ccccc2","InChI=1S/C15H12O4/c1-18-14(16)11-7-9-12(10-8-11)15(17)19-13-5-3-2-4-6-13/h2-10H,1H3","BDVAPCAHRXXXOF-UHFFFAOYSA-N"
80797,"3-Oxo-3-phenoxy-2-phenylpropanoic acid",256.073547,"C15H12O4","c1ccc(cc1)C(C(=O)O)C(=O)Oc2ccccc2","InChI=1S/C15H12O4/c16-14(17)13(11-7-3-1-4-8-11)15(18)19-12-9-5-2-6-10-12/h1-10,13H,(H,16,17)","IDJNJFYWPMDFNB-UHFFFAOYSA-N"
