"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
68397,"2-methyl-b-naphthothiazole",199.045563,"C12H9NS","Cc1nc2c3ccccc3ccc2s1","InChI=1S/C12H9NS/c1-8-13-12-10-5-3-2-4-9(10)6-7-11(12)14-8/h2-7H,1H3","OUXMJRMYZCEVKO-UHFFFAOYSA-N"
73456,"2-methylnaphtho(2,3-d)thiazole",199.045563,"C12H9NS","Cc1nc2cc3ccccc3cc2s1","InChI=1S/C12H9NS/c1-8-13-11-6-9-4-2-3-5-10(9)7-12(11)14-8/h2-7H,1H3","VEDVLCBGJDVXTE-UHFFFAOYSA-N"
80844,"2-Methylnaphtho(2,1-d)thiazole",199.045563,"C12H9NS","Cc1nc2ccc3ccccc3c2s1","InChI=1S/C12H9NS/c1-8-13-11-7-6-9-4-2-3-5-10(9)12(11)14-8/h2-7H,1H3","OCRIUIGNOKGMOR-UHFFFAOYSA-N"
123624,"1-(Isothiocyanatomethyl)naphthalene",199.045563,"C12H9NS","c1ccc2c(c1)cccc2CN=C=S","InChI=1S/C12H9NS/c14-9-13-8-11-6-3-5-10-4-1-2-7-12(10)11/h1-7H,8H2","JJMDUNWYBZCIKZ-UHFFFAOYSA-N"
126950,"Fluoro(dimethyl)(4-nitrophenyl)silane",199.046478,"C8H10FNO2Si","C[Si](C)(c1ccc(cc1)[N+](=O)[O-])F","InChI=1S/C8H10FNO2Si/c1-13(2,9)8-5-3-7(4-6-8)10(11)12/h3-6H,1-2H3","TXBMSLKLDPVAAX-UHFFFAOYSA-N"
129892,"1-Dibenzothiophenamine",199.045563,"C12H9NS","c1ccc2c(c1)c3c(cccc3s2)N","InChI=1S/C12H9NS/c13-9-5-3-7-11-12(9)8-4-1-2-6-10(8)14-11/h1-7H,13H2","LUOGSASRTYIOCL-UHFFFAOYSA-N"
135197,"4-Dibenzothiophenamine",199.045563,"C12H9NS","c1ccc2c(c1)c3cccc(c3s2)N","InChI=1S/C12H9NS/c13-10-6-3-5-9-8-4-1-2-7-11(8)14-12(9)10/h1-7H,13H2","JIGOHKABACJGLE-UHFFFAOYSA-N"
190982,"2-naphthylthioacetonitrile",199.045563,"C12H9NS","c1ccc2cc(ccc2c1)SCC#N","InChI=1S/C12H9NS/c13-7-8-14-12-6-5-10-3-1-2-4-11(10)9-12/h1-6,9H,8H2","PFMHSJMACRLMEX-UHFFFAOYSA-N"
191368,"(1-Naphthylsulfanyl)acetonitrile",199.045563,"C12H9NS","c1ccc2c(c1)cccc2SCC#N","InChI=1S/C12H9NS/c13-8-9-14-12-7-3-5-10-4-1-2-6-11(10)12/h1-7H,9H2","UPUPCBBQPQQWRB-UHFFFAOYSA-N"
225659,"Ethyl {[(1Z)-2,2,2-trifluoroethanimidoyl]oxy}acetate",199.045624,"C6H8F3NO3","[H]/N=C(/C(F)(F)F)\OCC(=O)OCC","InChI=1S/C6H8F3NO3/c1-2-12-4(11)3-13-5(10)6(7,8)9/h10H,2-3H2,1H3","PHPMUIJKFRIWOX-UHFFFAOYSA-N"
230218,"(1Z)-Naphtho[1,2-c]thiophen-1(3H)-imine",199.045563,"C12H9NS","[H]/N=C\1/c2c(ccc3c2cccc3)CS1","InChI=1S/C12H9NS/c13-12-11-9(7-14-12)6-5-8-3-1-2-4-10(8)11/h1-6,13H,7H2","BJJZXFNXJWPQLO-UHFFFAOYSA-N"
232290,"2-(2-Thienylmethyl)benzonitrile",199.045563,"C12H9NS","c1ccc(c(c1)Cc2cccs2)C#N","InChI=1S/C12H9NS/c13-9-11-5-2-1-4-10(11)8-12-6-3-7-14-12/h1-7H,8H2","CCDBZRHHMPQJBX-UHFFFAOYSA-N"
263571,"2-Dibenzothiophenamine",199.045563,"C12H9NS","c1ccc2c(c1)c3cc(ccc3s2)N","InChI=1S/C12H9NS/c13-8-5-6-12-10(7-8)9-3-1-2-4-11(9)14-12/h1-7H,13H2","ICMMJWDNKMITSS-UHFFFAOYSA-N"
