"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
7994,"TCEP",283.953888,"C6H12Cl3O4P","C(CCl)OP(=O)(OCCCl)OCCCl","InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2","HQUQLFOMPYWACS-UHFFFAOYSA-N"
83190,"Diethyl (2,2,2-trichloro-1-hydroxyethyl)phosphonate",283.953888,"C6H12Cl3O4P","CCOP(=O)(C(C(Cl)(Cl)Cl)O)OCC","InChI=1S/C6H12Cl3O4P/c1-3-12-14(11,13-4-2)5(10)6(7,8)9/h5,10H,3-4H2,1-2H3","FGQNUVIUWZJVCR-UHFFFAOYSA-N"
107417,"Diethyl 2,2,2-trichloroethyl phosphate",283.953888,"C6H12Cl3O4P","CCOP(=O)(OCC)OCC(Cl)(Cl)Cl","InChI=1S/C6H12Cl3O4P/c1-3-11-14(10,12-4-2)13-5-6(7,8)9/h3-5H2,1-2H3","GVRDIFFWBUTPQL-UHFFFAOYSA-N"
2283616,"Tris(chloroethyl)phosphate",283.953888,"C6H12Cl3O4P","CC(OP(=O)(OC(C)Cl)OC(C)Cl)Cl","InChI=1S/C6H12Cl3O4P/c1-4(7)11-14(10,12-5(2)8)13-6(3)9/h4-6H,1-3H3","DMUDPMBKQJNINF-UHFFFAOYSA-N"
4516251,"Methyl (2Z)-3-acetoxy-4-iodo-2-butenoate",283.954529,"C7H9IO4","CC(=O)O/C(=C\C(=O)OC)/CI","InChI=1S/C7H9IO4/c1-5(9)12-6(4-8)3-7(10)11-2/h3H,4H2,1-2H3/b6-3-","PMOVKGHVLPREJR-UTCJRWHESA-N"
9002273,"7-Amino-6-bromo-8-nitro-4(1H)-quinazolinone",283.954498,"C8H5BrN4O3","[O-][N+](=O)c1c(c(Br)cc2c1N/C=N\C2=O)N","InChI=1S/C8H5BrN4O3/c9-4-1-3-6(11-2-12-8(3)14)7(5(4)10)13(15)16/h1-2H,10H2,(H,11,12,14)","OWBVSRINCQRZBD-UHFFFAOYSA-N"
9088331,"carbon monoxide; (3E,5E)-1-chlorohepta-3,5-dien-2-one; iron",283.953888,"C10H9ClFeO4","[Fe].ClCC(=O)\C=C\C=C\C.[O+]#[C-].[O+]#[C-].[O+]#[C-]","InChI=1S/C7H9ClO.3CO.Fe/c1-2-3-4-5-7(9)6-8;3*1-2;/h2-5H,6H2,1H3;;;;/b3-2+,5-4+;;;;","DDABWHDZFDCKJU-SZGMPUKLSA-N"
10007627,"carbon monoxide; iron; 4-methylenehex-5-enoyl chloride",283.953888,"C10H9ClFeO4","C=CC(=C)CCC(=O)Cl.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Fe]","InChI=1S/C7H9ClO.3CO.Fe/c1-3-6(2)4-5-7(8)9;3*1-2;/h3H,1-2,4-5H2;;;;","LAJUWNHCCXSQJR-UHFFFAOYSA-N"
10221344,"(1R,2R,5R)-3-Iodo-2-methoxy-6,8-dioxabicyclo[3.2.1]octan-4-one",283.954529,"C7H9IO4","O=C2[C@@H]1OC[C@@H](O1)[C@@H](OC)C2I","InChI=1S/C7H9IO4/c1-10-6-3-2-11-7(12-3)5(9)4(6)8/h3-4,6-7H,2H2,1H3/t3-,4?,6-,7-/m1/s1","VVVGXQROHHSPJJ-ICISFVKPSA-N"
17616998,"2-(Tetrahydro[1,3,2]thiazagermolo[2,3-b][1,3,2]thiazagermol-8-ylsulfanyl)ethanamine",283.953094,"C6H14GeN2S3","C1CS[Ge]2(N1CCS2)SCCN","InChI=1S/C6H14GeN2S3/c8-1-4-10-7-9(2-5-11-7)3-6-12-7/h1-6,8H2","SFQVMOHPJHWSBU-UHFFFAOYSA-N"
26585364,"(3R,4S,4aR,7aS)-4-Iodo-3-methyltetrahydrofuro[3,2-c][1,2]dioxin-6(3H)-one",283.954529,"C7H9IO4","C[C@@H]1[C@H]([C@H]2[C@H](CC(=O)O2)OO1)I","InChI=1S/C7H9IO4/c1-3-6(8)7-4(12-11-3)2-5(9)10-7/h3-4,6-7H,2H2,1H3/t3-,4+,6-,7-/m1/s1","UQPMCKIZCZYEBA-GFKUXRSRSA-N"
29775664,"(3Z)-6-Bromo-3-hydrazono-5-nitro-1,3-dihydro-2H-indol-2-one",283.954498,"C8H5BrN4O3","c1c\2c(cc(c1[N+](=O)[O-])Br)NC(=O)/C2=N\N","InChI=1S/C8H5BrN4O3/c9-4-2-5-3(1-6(4)13(15)16)7(12-10)8(14)11-5/h1-2H,10H2,(H,11,12,14)","OAWQYNFGUMEIAU-UHFFFAOYSA-N"
