"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
30830,"N,N'-Diethyl-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine",283.015839,"C8H12Cl3N5","CCNc1nc(nc(n1)NCC)C(Cl)(Cl)Cl","InChI=1S/C8H12Cl3N5/c1-3-12-6-14-5(8(9,10)11)15-7(16-6)13-4-2/h3-4H2,1-2H3,(H2,12,13,14,15,16)","LWVNTGBZUZCBDW-UHFFFAOYSA-N"
31184,"N-Isopropyl-N'-methyl-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine",283.015839,"C8H12Cl3N5","CC(C)Nc1nc(nc(n1)NC)C(Cl)(Cl)Cl","InChI=1S/C8H12Cl3N5/c1-4(2)13-7-15-5(8(9,10)11)14-6(12-3)16-7/h4H,1-3H3,(H2,12,13,14,15,16)","JBVPWMRUTFJUOG-UHFFFAOYSA-N"
31186,"N'-Ethyl-N,N-dimethyl-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine",283.015839,"C8H12Cl3N5","CCNc1nc(nc(n1)N(C)C)C(Cl)(Cl)Cl","InChI=1S/C8H12Cl3N5/c1-4-12-6-13-5(8(9,10)11)14-7(15-6)16(2)3/h4H2,1-3H3,(H,12,13,14,15)","QYQLSRUDJOALPN-UHFFFAOYSA-N"
31241,"N-Methyl-N'-propyl-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine",283.015839,"C8H12Cl3N5","CCCNc1nc(nc(n1)NC)C(Cl)(Cl)Cl","InChI=1S/C8H12Cl3N5/c1-3-4-13-7-15-5(8(9,10)11)14-6(12-2)16-7/h3-4H2,1-2H3,(H2,12,13,14,15,16)","MZWZXJJFEWMPBY-UHFFFAOYSA-N"
33326,"Procymidone",283.016693,"C13H11Cl2NO2","CC12CC1(C(=O)N(C2=O)c3cc(cc(c3)Cl)Cl)C","InChI=1S/C13H11Cl2NO2/c1-12-6-13(12,2)11(18)16(10(12)17)9-4-7(14)3-8(15)5-9/h3-5H,6H2,1-2H3","QXJKBPAVAHBARF-UHFFFAOYSA-N"
131214,"4-(2,4-Dichlorophenoxy)-2-methoxyaniline",283.016693,"C13H11Cl2NO2","COc1cc(ccc1N)Oc2ccc(cc2Cl)Cl","InChI=1S/C13H11Cl2NO2/c1-17-13-7-9(3-4-11(13)16)18-12-5-2-8(14)6-10(12)15/h2-7H,16H2,1H3","CZURCTYLIQGETM-UHFFFAOYSA-N"
232058,"1-Acetyl-3-(3,4-dichlorobenzylidene)-2-pyrrolidinone",283.016693,"C13H11Cl2NO2","CC(=O)N1CCC(=Cc2ccc(c(c2)Cl)Cl)C1=O","InChI=1S/C13H11Cl2NO2/c1-8(17)16-5-4-10(13(16)18)6-9-2-3-11(14)12(15)7-9/h2-3,6-7H,4-5H2,1H3","JPLJKSQIPDPWFB-UHFFFAOYSA-N"
246521,"3-(2,4-Dichlorophenyl)-1-hydroxy-3,3a,4,6a-tetrahydrocyclopenta[b]pyrrol-2(1H)-one",283.016693,"C13H11Cl2NO2","c1cc(c(cc1Cl)Cl)C2C3CC=CC3N(C2=O)O","InChI=1S/C13H11Cl2NO2/c14-7-4-5-8(10(15)6-7)12-9-2-1-3-11(9)16(18)13(12)17/h1,3-6,9,11-12,18H,2H2","BSIAOHWBQSQEDP-UHFFFAOYSA-N"
250214,"Ethyl (4,7-dichloro-2-quinolinyl)acetate",283.016693,"C13H11Cl2NO2","CCOC(=O)Cc1cc(c2ccc(cc2n1)Cl)Cl","InChI=1S/C13H11Cl2NO2/c1-2-18-13(17)7-9-6-11(15)10-4-3-8(14)5-12(10)16-9/h3-6H,2,7H2,1H3","XYWBQFQMURWFLT-UHFFFAOYSA-N"
265185,"Ethyl 6,8-dichloro-2-methyl-4-quinolinecarboxylate",283.016693,"C13H11Cl2NO2","CCOC(=O)c1cc(nc2c1cc(cc2Cl)Cl)C","InChI=1S/C13H11Cl2NO2/c1-3-18-13(17)10-4-7(2)16-12-9(10)5-8(14)6-11(12)15/h4-6H,3H2,1-2H3","RRVKGQGCOQRBDM-UHFFFAOYSA-N"
