"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
6415,"1-Amino-2-naphthalenesulfonic acid",223.030319,"C10H9NO3S","c1ccc2c(c1)ccc(c2N)S(=O)(=O)O","InChI=1S/C10H9NO3S/c11-10-8-4-2-1-3-7(8)5-6-9(10)15(12,13)14/h1-6H,11H2,(H,12,13,14)","ONZWNZGVZFLMNZ-UHFFFAOYSA-N"
6418,"2-Amino-1-naphthalenesulfonic acid",223.030319,"C10H9NO3S","c1ccc2c(c1)ccc(c2S(=O)(=O)O)N","InChI=1S/C10H9NO3S/c11-9-6-5-7-3-1-2-4-8(7)10(9)15(12,13)14/h1-6H,11H2,(H,12,13,14)","GWIAAIUASRVOIA-UHFFFAOYSA-N"
6466,"1-naphthylamine-8-sulfonic acid",223.030319,"C10H9NO3S","c1cc2cccc(c2c(c1)N)S(=O)(=O)O","InChI=1S/C10H9NO3S/c11-8-5-1-3-7-4-2-6-9(10(7)8)15(12,13)14/h1-6H,11H2,(H,12,13,14)","CYJJLCDCWVZEDZ-UHFFFAOYSA-N"
6532,"Naphthionic acid",223.030319,"C10H9NO3S","c1ccc2c(c1)c(ccc2S(=O)(=O)O)N","InChI=1S/C10H9NO3S/c11-9-5-6-10(15(12,13)14)8-4-2-1-3-7(8)9/h1-6H,11H2,(H,12,13,14)","NRZRRZAVMCAKEP-UHFFFAOYSA-N"
6535,"1-naphthylamine-5-sulfonic acid",223.030319,"C10H9NO3S","c1cc2c(cccc2S(=O)(=O)O)c(c1)N","InChI=1S/C10H9NO3S/c11-9-5-1-4-8-7(9)3-2-6-10(8)15(12,13)14/h1-6H,11H2,(H,12,13,14)","DQNAQOYOSRJXFZ-UHFFFAOYSA-N"
6589,"badische acid",223.030319,"C10H9NO3S","c1cc2ccc(cc2c(c1)S(=O)(=O)O)N","InChI=1S/C10H9NO3S/c11-8-5-4-7-2-1-3-10(9(7)6-8)15(12,13)14/h1-6H,11H2,(H,12,13,14)","FYVOTMMSGKWFPK-UHFFFAOYSA-N"
6849,"6-Amino-2-naphthalenesulfonic acid",223.030319,"C10H9NO3S","c1cc(cc2c1cc(cc2)S(=O)(=O)O)N","InChI=1S/C10H9NO3S/c11-9-3-1-8-6-10(15(12,13)14)4-2-7(8)5-9/h1-6H,11H2,(H,12,13,14)","SEMRCUIXRUXGJX-UHFFFAOYSA-N"
8081,"1,7-cleve's acid",223.030319,"C10H9NO3S","c1cc2ccc(cc2c(c1)N)S(=O)(=O)O","InChI=1S/C10H9NO3S/c11-10-3-1-2-7-4-5-8(6-9(7)10)15(12,13)14/h1-6H,11H2,(H,12,13,14)","QEZZCWMQXHXAFG-UHFFFAOYSA-N"
8101,"1,6-cleve's acid",223.030319,"C10H9NO3S","c1cc2cc(ccc2c(c1)N)S(=O)(=O)O","InChI=1S/C10H9NO3S/c11-10-3-1-2-7-6-8(15(12,13)14)4-5-9(7)10/h1-6H,11H2,(H,12,13,14)","UWPJYQYRSWYIGZ-UHFFFAOYSA-N"
59841,"Dahl's Acid",223.030319,"C10H9NO3S","c1cc2cc(ccc2c(c1)S(=O)(=O)O)N","InChI=1S/C10H9NO3S/c11-8-4-5-9-7(6-8)2-1-3-10(9)15(12,13)14/h1-6H,11H2,(H,12,13,14)","YUNBHHWDQDGWHC-UHFFFAOYSA-N"
60361,"4-Hydroxy-2-naphthalenesulfonamide",223.030319,"C10H9NO3S","c1ccc2c(c1)cc(cc2O)S(=O)(=O)N","InChI=1S/C10H9NO3S/c11-15(13,14)8-5-7-3-1-2-4-9(7)10(12)6-8/h1-6,12H,(H2,11,13,14)","UVUPYJHRUARFIM-UHFFFAOYSA-N"
60589,"Cleve's acid",223.030319,"C10H9NO3S","c1ccc2c(c1)cc(cc2N)S(=O)(=O)O","InChI=1S/C10H9NO3S/c11-10-6-8(15(12,13)14)5-7-3-1-2-4-9(7)10/h1-6H,11H2,(H,12,13,14)","HXXMONHYPKNZHE-UHFFFAOYSA-N"
61432,"7-Amino-2-naphthalenesulfonic acid",223.030319,"C10H9NO3S","c1cc(cc2c1ccc(c2)S(=O)(=O)O)N","InChI=1S/C10H9NO3S/c11-9-3-1-7-2-4-10(15(12,13)14)6-8(7)5-9/h1-6H,11H2,(H,12,13,14)","OKAUOXITMZTUOJ-UHFFFAOYSA-N"
78505,"5-Hydroxy-1-naphthalenesulfonamide",223.030319,"C10H9NO3S","c1cc2c(cccc2S(=O)(=O)N)c(c1)O","InChI=1S/C10H9NO3S/c11-15(13,14)10-6-2-3-7-8(10)4-1-5-9(7)12/h1-6,12H,(H2,11,13,14)","NFVBVKHGDDDCEA-UHFFFAOYSA-N"
80051,"4-(Methylsulfonyl)quinoline 1-oxide",223.030319,"C10H9NO3S","CS(=O)(=O)c1cc[n+](c2c1cccc2)[O-]","InChI=1S/C10H9NO3S/c1-15(13,14)10-6-7-11(12)9-5-3-2-4-8(9)10/h2-7H,1H3","OCKDUBUWILOJFM-UHFFFAOYSA-N"
82698,"3-(Allyloxy)-1,2-benzothiazole 1,1-dioxide",223.030319,"C10H9NO3S","C=CCOC1=NS(=O)(=O)c2c1cccc2","InChI=1S/C10H9NO3S/c1-2-7-14-10-8-5-3-4-6-9(8)15(12,13)11-10/h2-6H,1,7H2","WHHIPMZEDGBUCC-UHFFFAOYSA-N"
