"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
76536,"4-Methyl-2-oxo-2H-chromen-7-yl hydrogen sulfate",256.00415,"C10H8O6S","Cc1cc(=O)oc2c1ccc(c2)OS(=O)(=O)O","InChI=1S/C10H8O6S/c1-6-4-10(11)15-9-5-7(2-3-8(6)9)16-17(12,13)14/h2-5H,1H3,(H,12,13,14)","FUYLLJCBCKRIAL-UHFFFAOYSA-N"
166198,"Dibutylphosphinothioic bromide",256.005005,"C8H18BrPS","CCCCP(=S)(CCCC)Br","InChI=1S/C8H18BrPS/c1-3-5-7-10(9,11)8-6-4-2/h3-8H2,1-2H3","ORWNUZMZIHRSRF-UHFFFAOYSA-N"
531433,"7-Chloro-6-fluoro-1-methyl-4-oxo-1,4-dihydro-3-cinnolinecarboxylic acid",256.005096,"C10H6ClFN2O3","Cn1c2cc(c(cc2c(=O)c(n1)C(=O)O)F)Cl","InChI=1S/C10H6ClFN2O3/c1-14-7-3-5(11)6(12)2-4(7)9(15)8(13-14)10(16)17/h2-3H,1H3,(H,16,17)","MDDMFEFKZXXCHK-UHFFFAOYSA-N"
836072,"1-[(2,6-Dichlorobenzylidene)amino]-1H-tetrazol-5-amine",256.003113,"C8H6Cl2N6","c1cc(c(c(c1)Cl)C=Nn2c(nnn2)N)Cl","InChI=1S/C8H6Cl2N6/c9-6-2-1-3-7(10)5(6)4-12-16-8(11)13-14-15-16/h1-4H,(H2,11,13,15)","KQSTZTFBXCBDNG-UHFFFAOYSA-N"
1723482,"[(2-Carboxyphenyl)sulfanyl]malonic acid",256.00415,"C10H8O6S","c1ccc(c(c1)C(=O)O)SC(C(=O)O)C(=O)O","InChI=1S/C10H8O6S/c11-8(12)5-3-1-2-4-6(5)17-7(9(13)14)10(15)16/h1-4,7H,(H,11,12)(H,13,14)(H,15,16)","WAWYWSXOJZFISG-UHFFFAOYSA-N"
2125049,"5-[2-(2,4-Dichlorobenzylidene)hydrazino]-2H-tetrazole",256.003113,"C8H6Cl2N6","c1cc(c(cc1Cl)Cl)C=NNc2n[nH]nn2","InChI=1S/C8H6Cl2N6/c9-6-2-1-5(7(10)3-6)4-11-12-8-13-15-16-14-8/h1-4H,(H2,12,13,14,15,16)","YNLKEBROGQKJAX-UHFFFAOYSA-N"
3655346,"Barium di(2-propanolate)",256.004608,"C6H14BaO2","CC(C)[O-].CC(C)[O-].[Ba+2]","InChI=1S/2C3H7O.Ba/c2*1-3(2)4;/h2*3H,1-2H3;/q2*-1;+2","CPUJSIVIXCTVEI-UHFFFAOYSA-N"
3785330,"1-[(2,4-Dichlorobenzylidene)amino]-1H-tetrazol-5-amine",256.003113,"C8H6Cl2N6","c1cc(c(cc1Cl)Cl)C=Nn2c(nnn2)N","InChI=1S/C8H6Cl2N6/c9-6-2-1-5(7(10)3-6)4-12-16-8(11)13-14-15-16/h1-4H,(H2,11,13,15)","JIJFUORJNUPQMM-UHFFFAOYSA-N"
4143743,"2-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]thio}ethanamine",256.004883,"C8H8ClF3N2S","c1c(cnc(c1Cl)SCCN)C(F)(F)F","InChI=1S/C8H8ClF3N2S/c9-6-3-5(8(10,11)12)4-14-7(6)15-2-1-13/h3-4H,1-2,13H2","UCWYEENFIWMFAZ-UHFFFAOYSA-N"
4657789,"5-[(2Z)-2-(2,4-Dichlorobenzylidene)hydrazino]-2H-tetrazole",256.003113,"C8H6Cl2N6","c1cc(c(cc1Cl)Cl)/C=N\Nc2n[nH]nn2","InChI=1S/C8H6Cl2N6/c9-6-2-1-5(7(10)3-6)4-11-12-8-13-15-16-14-8/h1-4H,(H2,12,13,14,15,16)/b11-4-","YNLKEBROGQKJAX-WCIBSUBMSA-N"
