"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
6366,"3,3',5,5'-Tetrabromobisphenol A",539.75708,"C15H12Br4O2","CC(C)(c1cc(c(c(c1)Br)O)Br)c2cc(c(c(c2)Br)O)Br","InChI=1S/C15H12Br4O2/c1-15(2,7-3-9(16)13(20)10(17)4-7)8-5-11(18)14(21)12(19)6-8/h3-6,20-21H,1-2H3","VEORPZCZECFIRK-UHFFFAOYSA-N"
32543,"2,5-Dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)-2-propanyl]phenol",539.75708,"C15H12Br4O2","CC(C)(c1cc(c(c(c1)Br)O)Br)c2cc(c(cc2Br)O)Br","InChI=1S/C15H12Br4O2/c1-15(2,7-3-11(18)14(21)12(19)4-7)8-5-10(17)13(20)6-9(8)16/h3-6,20-21H,1-2H3","RMIFGHBEAYFCGB-UHFFFAOYSA-N"
101677,"2,2'-Isopropylidenebis(4,6-dibromophenol)",539.75708,"C15H12Br4O2","CC(C)(c1cc(cc(c1O)Br)Br)c2cc(cc(c2O)Br)Br","InChI=1S/C15H12Br4O2/c1-15(2,9-3-7(16)5-11(18)13(9)20)10-4-8(17)6-12(19)14(10)21/h3-6,20-21H,1-2H3","IKFALGJPNJYZFW-UHFFFAOYSA-N"
2899514,"Diethyl 2,2-dibromo-2,3-dihydro-1H-2lambda~4~-selenopheno[3,4-c]selenophene-4,6-dicarboxylate",539.758911,"C12H14Br2O4Se2","CCOC(=O)c1c2c(c([se]1)C(=O)OCC)C[Se](C2)(Br)Br","InChI=1S/C12H14Br2O4Se2/c1-3-17-11(15)9-7-5-20(13,14)6-8(7)10(19-9)12(16)18-4-2/h3-6H2,1-2H3","PIZXFZVPCSWOJC-UHFFFAOYSA-N"
4380090,"5-Bromo-2-chloro-N-[(3,5-dibromo-4-hydroxyphenyl)carbamothioyl]benzamide",539.754517,"C14H8Br3ClN2O2S","c1cc(c(cc1Br)C(=O)NC(=S)Nc2cc(c(c(c2)Br)O)Br)Cl","InChI=1S/C14H8Br3ClN2O2S/c15-6-1-2-11(18)8(3-6)13(22)20-14(23)19-7-4-9(16)12(21)10(17)5-7/h1-5,21H,(H2,19,20,22,23)","MSRDQADNWISKAI-UHFFFAOYSA-N"
10612615,"2,3-Dibromo-4-{2-[4-(bromooxy)phenyl]-2-propanyl}phenyl hypobromite",539.75708,"C15H12Br4O2","Brc1c(ccc(OBr)c1Br)C(C)(C)c2ccc(OBr)cc2","InChI=1S/C15H12Br4O2/c1-15(2,9-3-5-10(20-18)6-4-9)11-7-8-12(21-19)14(17)13(11)16/h3-8H,1-2H3","HMKNJMNLQOCWMB-UHFFFAOYSA-N"
17273876,"1,3,6-Tribromo-2-naphthyl (2S)-2-bromo-3-methylbutanoate",539.75708,"C15H12Br4O2","CC(C)[C@@H](C(=O)Oc1c(cc2cc(ccc2c1Br)Br)Br)Br","InChI=1S/C15H12Br4O2/c1-7(2)12(18)15(20)21-14-11(17)6-8-5-9(16)3-4-10(8)13(14)19/h3-7,12H,1-2H3/t12-/m0/s1","YOUSLWJCUSPHTN-LBPRGKRZSA-N"
28290851,"2,3,5,6-Tetrabromo-4-[2-(4-hydroxyphenyl)-2-propanyl]phenol",539.75708,"C15H12Br4O2","CC(C)(c1ccc(cc1)O)c2c(c(c(c(c2Br)Br)O)Br)Br","InChI=1S/C15H12Br4O2/c1-15(2,7-3-5-8(20)6-4-7)9-10(16)12(18)14(21)13(19)11(9)17/h3-6,20-21H,1-2H3","QPZHSCPXMCTYON-UHFFFAOYSA-N"
28534495,"2,3,5-Tribromo-4-[2-(4-hydroxyphenyl)-2-propanyl]phenyl hypobromite",539.75708,"C15H12Br4O2","CC(C)(c1ccc(cc1)O)c2c(cc(c(c2Br)Br)OBr)Br","InChI=1S/C15H12Br4O2/c1-15(2,8-3-5-9(20)6-4-8)12-10(16)7-11(21-19)13(17)14(12)18/h3-7,20H,1-2H3","MDLXNTGRJQOADZ-UHFFFAOYSA-N"
42998584,"1-Bromo-2-[bromo(2,5-dibromophenyl)methyl]-4,5-dimethoxybenzene",539.75708,"C15H12Br4O2","COc1cc(c(cc1OC)Br)C(c2cc(ccc2Br)Br)Br","InChI=1S/C15H12Br4O2/c1-20-13-6-10(12(18)7-14(13)21-2)15(19)9-5-8(16)3-4-11(9)17/h3-7,15H,1-2H3","XOOKQJBWMHVYEE-UHFFFAOYSA-N"
42998776,"2-Bromo-4-[bromo(2,5-dibromophenyl)methyl]-1,3-dimethoxybenzene",539.75708,"C15H12Br4O2","COc1ccc(c(c1Br)OC)C(c2cc(ccc2Br)Br)Br","InChI=1S/C15H12Br4O2/c1-20-12-6-4-9(15(21-2)14(12)19)13(18)10-7-8(16)3-5-11(10)17/h3-7,13H,1-2H3","VFLIPMNPCKLRBM-UHFFFAOYSA-N"
